"cnty_fips","display_name","Value","theme_range"
48001,"""Anderson, (TX)""",73.9,"64.9 - 76.5 (45)"
48003,"""Andrews, (TX)""",61.4,"56.7 - 64.8 (45)"
48005,"""Angelina, (TX)""",72.5,"64.9 - 76.5 (45)"
48007,"""Aransas, (TX)""",48.1,"46.8 - 56.6 (45)"
48009,"""Archer, (TX)""",66.5,"64.9 - 76.5 (45)"
48011,"""Armstrong, (TX)""",-1,
48013,"""Atascosa, (TX)""",63.4,"56.7 - 64.8 (45)"
48015,"""Austin, (TX)""",55,"46.8 - 56.6 (45)"
48017,"""Bailey, (TX)""",46.7,"27.9 - 46.7 (45)"
48019,"""Bandera, (TX)""",34.9,"27.9 - 46.7 (45)"
48021,"""Bastrop, (TX)""",71.4,"64.9 - 76.5 (45)"
48023,"""Baylor, (TX)""",83.7,"76.6 - 126.1 (44)"
48025,"""Bee, (TX)""",69.7,"64.9 - 76.5 (45)"
48027,"""Bell, (TX)""",74.5,"64.9 - 76.5 (45)"
48029,"""Bexar, (TX)""",45.5,"27.9 - 46.7 (45)"
48031,"""Blanco, (TX)""",47.1,"46.8 - 56.6 (45)"
48033,"""Borden, (TX)""",-1,
48035,"""Bosque, (TX)""",56.3,"46.8 - 56.6 (45)"
48037,"""Bowie, (TX)""",76.8,"76.6 - 126.1 (44)"
48039,"""Brazoria, (TX)""",72.8,"64.9 - 76.5 (45)"
48041,"""Brazos, (TX)""",51.2,"46.8 - 56.6 (45)"
48043,"""Brewster, (TX)""",37,"27.9 - 46.7 (45)"
48045,"""Briscoe, (TX)""",-1,
48047,"""Brooks, (TX)""",113.4,"76.6 - 126.1 (44)"
48049,"""Brown, (TX)""",45.1,"27.9 - 46.7 (45)"
48051,"""Burleson, (TX)""",67.8,"64.9 - 76.5 (45)"
48053,"""Burnet, (TX)""",44.3,"27.9 - 46.7 (45)"
48055,"""Caldwell, (TX)""",65.1,"64.9 - 76.5 (45)"
48057,"""Calhoun, (TX)""",44.6,"27.9 - 46.7 (45)"
48059,"""Callahan, (TX)""",62.1,"56.7 - 64.8 (45)"
48061,"""Cameron, (TX)""",55.1,"46.8 - 56.6 (45)"
48063,"""Camp, (TX)""",62.5,"56.7 - 64.8 (45)"
48065,"""Carson, (TX)""",47.3,"46.8 - 56.6 (45)"
48067,"""Cass, (TX)""",81,"76.6 - 126.1 (44)"
48069,"""Castro, (TX)""",50.1,"46.8 - 56.6 (45)"
48071,"""Chambers, (TX)""",68.4,"64.9 - 76.5 (45)"
48073,"""Cherokee, (TX)""",56.6,"46.8 - 56.6 (45)"
48075,"""Childress, (TX)""",35.4,"27.9 - 46.7 (45)"
48077,"""Clay, (TX)""",61.8,"56.7 - 64.8 (45)"
48079,"""Cochran, (TX)""",76.5,"64.9 - 76.5 (45)"
48081,"""Coke, (TX)""",45,"27.9 - 46.7 (45)"
48083,"""Coleman, (TX)""",35.3,"27.9 - 46.7 (45)"
48085,"""Collin, (TX)""",50.9,"46.8 - 56.6 (45)"
48087,"""Collingsworth, (TX)""",-1,
48089,"""Colorado, (TX)""",78.8,"76.6 - 126.1 (44)"
48091,"""Comal, (TX)""",39.8,"27.9 - 46.7 (45)"
48093,"""Comanche, (TX)""",31.2,"27.9 - 46.7 (45)"
48095,"""Concho, (TX)""",62.1,"56.7 - 64.8 (45)"
48097,"""Cooke, (TX)""",56.9,"56.7 - 64.8 (45)"
48099,"""Coryell, (TX)""",66.7,"64.9 - 76.5 (45)"
48101,"""Cottle, (TX)""",-1,
48103,"""Crane, (TX)""",-1,
48105,"""Crockett, (TX)""",-1,
48107,"""Crosby, (TX)""",58.9,"56.7 - 64.8 (45)"
48109,"""Culberson, (TX)""",-1,
48111,"""Dallam, (TX)""",51,"46.8 - 56.6 (45)"
48113,"""Dallas, (TX)""",52.9,"46.8 - 56.6 (45)"
48115,"""Dawson, (TX)""",65.3,"64.9 - 76.5 (45)"
48117,"""Deaf Smith, (TX)""",40.3,"27.9 - 46.7 (45)"
48119,"""Delta, (TX)""",55.9,"46.8 - 56.6 (45)"
48121,"""Denton, (TX)""",56.8,"56.7 - 64.8 (45)"
48123,"""DeWitt, (TX)""",81.8,"76.6 - 126.1 (44)"
48125,"""Dickens, (TX)""",96.1,"76.6 - 126.1 (44)"
48127,"""Dimmit, (TX)""",73.2,"64.9 - 76.5 (45)"
48129,"""Donley, (TX)""",53.7,"46.8 - 56.6 (45)"
48131,"""Duval, (TX)""",82.8,"76.6 - 126.1 (44)"
48133,"""Eastland, (TX)""",58.5,"56.7 - 64.8 (45)"
48135,"""Ector, (TX)""",70.5,"64.9 - 76.5 (45)"
48137,"""Edwards, (TX)""",50.8,"46.8 - 56.6 (45)"
48139,"""Ellis, (TX)""",59.7,"56.7 - 64.8 (45)"
48141,"""El Paso, (TX)""",41,"27.9 - 46.7 (45)"
48143,"""Erath, (TX)""",66.1,"64.9 - 76.5 (45)"
48145,"""Falls, (TX)""",86.3,"76.6 - 126.1 (44)"
48147,"""Fannin, (TX)""",71.1,"64.9 - 76.5 (45)"
48149,"""Fayette, (TX)""",64.6,"56.7 - 64.8 (45)"
48151,"""Fisher, (TX)""",52.4,"46.8 - 56.6 (45)"
48153,"""Floyd, (TX)""",43.7,"27.9 - 46.7 (45)"
48155,"""Foard, (TX)""",-1,
48157,"""Fort Bend, (TX)""",60.6,"56.7 - 64.8 (45)"
48159,"""Franklin, (TX)""",56.1,"46.8 - 56.6 (45)"
48161,"""Freestone, (TX)""",58.9,"56.7 - 64.8 (45)"
48163,"""Frio, (TX)""",60.8,"56.7 - 64.8 (45)"
48165,"""Gaines, (TX)""",56.5,"46.8 - 56.6 (45)"
48167,"""Galveston, (TX)""",84.4,"76.6 - 126.1 (44)"
48169,"""Garza, (TX)""",52.9,"46.8 - 56.6 (45)"
48171,"""Gillespie, (TX)""",34.9,"27.9 - 46.7 (45)"
48173,"""Glasscock, (TX)""",-1,
48175,"""Goliad, (TX)""",79.3,"76.6 - 126.1 (44)"
48177,"""Gonzales, (TX)""",54.6,"46.8 - 56.6 (45)"
48179,"""Gray, (TX)""",83.3,"76.6 - 126.1 (44)"
48181,"""Grayson, (TX)""",83.4,"76.6 - 126.1 (44)"
48183,"""Gregg, (TX)""",71,"64.9 - 76.5 (45)"
48185,"""Grimes, (TX)""",70.6,"64.9 - 76.5 (45)"
48187,"""Guadalupe, (TX)""",41.2,"27.9 - 46.7 (45)"
48189,"""Hale, (TX)""",67.5,"64.9 - 76.5 (45)"
48191,"""Hall, (TX)""",59.8,"56.7 - 64.8 (45)"
48193,"""Hamilton, (TX)""",99.7,"76.6 - 126.1 (44)"
48195,"""Hansford, (TX)""",38.2,"27.9 - 46.7 (45)"
48197,"""Hardeman, (TX)""",-1,
48199,"""Hardin, (TX)""",65.9,"64.9 - 76.5 (45)"
48201,"""Harris, (TX)""",64.4,"56.7 - 64.8 (45)"
48203,"""Harrison, (TX)""",76,"64.9 - 76.5 (45)"
48205,"""Hartley, (TX)""",-1,
48207,"""Haskell, (TX)""",60.4,"56.7 - 64.8 (45)"
48209,"""Hays, (TX)""",56.4,"46.8 - 56.6 (45)"
48211,"""Hemphill, (TX)""",-1,
48213,"""Henderson, (TX)""",77.4,"76.6 - 126.1 (44)"
48215,"""Hidalgo, (TX)""",57.6,"56.7 - 64.8 (45)"
48217,"""Hill, (TX)""",62,"56.7 - 64.8 (45)"
48219,"""Hockley, (TX)""",66.5,"64.9 - 76.5 (45)"
48221,"""Hood, (TX)""",42.1,"27.9 - 46.7 (45)"
48223,"""Hopkins, (TX)""",65.1,"64.9 - 76.5 (45)"
48225,"""Houston, (TX)""",62.3,"56.7 - 64.8 (45)"
48227,"""Howard, (TX)""",85.5,"76.6 - 126.1 (44)"
48229,"""Hudspeth, (TX)""",-1,
48231,"""Hunt, (TX)""",92.6,"76.6 - 126.1 (44)"
48233,"""Hutchinson, (TX)""",54,"46.8 - 56.6 (45)"
48235,"""Irion, (TX)""",-1,
48237,"""Jack, (TX)""",68.3,"64.9 - 76.5 (45)"
48239,"""Jackson, (TX)""",70.1,"64.9 - 76.5 (45)"
48241,"""Jasper, (TX)""",63.6,"56.7 - 64.8 (45)"
48243,"""Jeff Davis, (TX)""",-1,
48245,"""Jefferson, (TX)""",60,"56.7 - 64.8 (45)"
48247,"""Jim Hogg, (TX)""",56.8,"56.7 - 64.8 (45)"
48249,"""Jim Wells, (TX)""",88.5,"76.6 - 126.1 (44)"
48251,"""Johnson, (TX)""",83.7,"76.6 - 126.1 (44)"
48253,"""Jones, (TX)""",102,"76.6 - 126.1 (44)"
48255,"""Karnes, (TX)""",45.3,"27.9 - 46.7 (45)"
48257,"""Kaufman, (TX)""",69.3,"64.9 - 76.5 (45)"
48259,"""Kendall, (TX)""",37.9,"27.9 - 46.7 (45)"
48261,"""Kenedy, (TX)""",-1,
48263,"""Kent, (TX)""",-1,
48265,"""Kerr, (TX)""",39.4,"27.9 - 46.7 (45)"
48267,"""Kimble, (TX)""",44.4,"27.9 - 46.7 (45)"
48269,"""King, (TX)""",-1,
48271,"""Kinney, (TX)""",27.9,"27.9 - 46.7 (45)"
48273,"""Kleberg, (TX)""",126.1,"76.6 - 126.1 (44)"
48275,"""Knox, (TX)""",68.7,"64.9 - 76.5 (45)"
48277,"""Lamar, (TX)""",79.5,"76.6 - 126.1 (44)"
48279,"""Lamb, (TX)""",79.6,"76.6 - 126.1 (44)"
48281,"""Lampasas, (TX)""",69.3,"64.9 - 76.5 (45)"
48283,"""La Salle, (TX)""",87.3,"76.6 - 126.1 (44)"
48285,"""Lavaca, (TX)""",40.3,"27.9 - 46.7 (45)"
48287,"""Lee, (TX)""",63.7,"56.7 - 64.8 (45)"
48289,"""Leon, (TX)""",63.6,"56.7 - 64.8 (45)"
48291,"""Liberty, (TX)""",95.5,"76.6 - 126.1 (44)"
48293,"""Limestone, (TX)""",57.3,"56.7 - 64.8 (45)"
48295,"""Lipscomb, (TX)""",40.5,"27.9 - 46.7 (45)"
48297,"""Live Oak, (TX)""",45.5,"27.9 - 46.7 (45)"
48299,"""Llano, (TX)""",49.2,"46.8 - 56.6 (45)"
48301,"""Loving, (TX)""",-1,
48303,"""Lubbock, (TX)""",67.2,"64.9 - 76.5 (45)"
48305,"""Lynn, (TX)""",70.8,"64.9 - 76.5 (45)"
48307,"""McCulloch, (TX)""",41.8,"27.9 - 46.7 (45)"
48309,"""McLennan, (TX)""",61.6,"56.7 - 64.8 (45)"
48311,"""McMullen, (TX)""",-1,
48313,"""Madison, (TX)""",78.5,"76.6 - 126.1 (44)"
48315,"""Marion, (TX)""",85.3,"76.6 - 126.1 (44)"
48317,"""Martin, (TX)""",33.9,"27.9 - 46.7 (45)"
48319,"""Mason, (TX)""",28.4,"27.9 - 46.7 (45)"
48321,"""Matagorda, (TX)""",70.5,"64.9 - 76.5 (45)"
48323,"""Maverick, (TX)""",58.2,"56.7 - 64.8 (45)"
48325,"""Medina, (TX)""",50.1,"46.8 - 56.6 (45)"
48327,"""Menard, (TX)""",42.9,"27.9 - 46.7 (45)"
48329,"""Midland, (TX)""",44.1,"27.9 - 46.7 (45)"
48331,"""Milam, (TX)""",56.1,"46.8 - 56.6 (45)"
48333,"""Mills, (TX)""",35.5,"27.9 - 46.7 (45)"
48335,"""Mitchell, (TX)""",50,"46.8 - 56.6 (45)"
48337,"""Montague, (TX)""",57.1,"56.7 - 64.8 (45)"
48339,"""Montgomery, (TX)""",73.6,"64.9 - 76.5 (45)"
