"cnty_fips","display_name","Value","theme_range"
48001,"""Anderson, (TX)""",15,"13.4 - 15.3 (35)"
48003,"""Andrews, (TX)""",16.2,"15.4 - 17.4 (36)"
48005,"""Angelina, (TX)""",17.9,"17.5 - 20.2 (31)"
48007,"""Aransas, (TX)""",13.9,"13.4 - 15.3 (35)"
48009,"""Archer, (TX)""",-1,
48011,"""Armstrong, (TX)""",-1,
48013,"""Atascosa, (TX)""",10.3,"6.9 - 13.3 (34)"
48015,"""Austin, (TX)""",16.9,"15.4 - 17.4 (36)"
48017,"""Bailey, (TX)""",20,"17.5 - 20.2 (31)"
48019,"""Bandera, (TX)""",11.3,"6.9 - 13.3 (34)"
48021,"""Bastrop, (TX)""",17.8,"17.5 - 20.2 (31)"
48023,"""Baylor, (TX)""",30.1,"20.3 - 38.7 (34)"
48025,"""Bee, (TX)""",25.2,"20.3 - 38.7 (34)"
48027,"""Bell, (TX)""",16.8,"15.4 - 17.4 (36)"
48029,"""Bexar, (TX)""",13.3,"6.9 - 13.3 (34)"
48031,"""Blanco, (TX)""",13.8,"13.4 - 15.3 (35)"
48033,"""Borden, (TX)""",-1,
48035,"""Bosque, (TX)""",17.2,"15.4 - 17.4 (36)"
48037,"""Bowie, (TX)""",18.1,"17.5 - 20.2 (31)"
48039,"""Brazoria, (TX)""",18.5,"17.5 - 20.2 (31)"
48041,"""Brazos, (TX)""",14.9,"13.4 - 15.3 (35)"
48043,"""Brewster, (TX)""",-1,
48045,"""Briscoe, (TX)""",-1,
48047,"""Brooks, (TX)""",-1,
48049,"""Brown, (TX)""",15,"13.4 - 15.3 (35)"
48051,"""Burleson, (TX)""",17.4,"15.4 - 17.4 (36)"
48053,"""Burnet, (TX)""",12,"6.9 - 13.3 (34)"
48055,"""Caldwell, (TX)""",13.8,"13.4 - 15.3 (35)"
48057,"""Calhoun, (TX)""",9.2,"6.9 - 13.3 (34)"
48059,"""Callahan, (TX)""",11.4,"6.9 - 13.3 (34)"
48061,"""Cameron, (TX)""",14.2,"13.4 - 15.3 (35)"
48063,"""Camp, (TX)""",-1,
48065,"""Carson, (TX)""",-1,
48067,"""Cass, (TX)""",19.6,"17.5 - 20.2 (31)"
48069,"""Castro, (TX)""",-1,
48071,"""Chambers, (TX)""",11.8,"6.9 - 13.3 (34)"
48073,"""Cherokee, (TX)""",10.7,"6.9 - 13.3 (34)"
48075,"""Childress, (TX)""",-1,
48077,"""Clay, (TX)""",14.3,"13.4 - 15.3 (35)"
48079,"""Cochran, (TX)""",-1,
48081,"""Coke, (TX)""",-1,
48083,"""Coleman, (TX)""",-1,
48085,"""Collin, (TX)""",14.1,"13.4 - 15.3 (35)"
48087,"""Collingsworth, (TX)""",-1,
48089,"""Colorado, (TX)""",18,"17.5 - 20.2 (31)"
48091,"""Comal, (TX)""",12.3,"6.9 - 13.3 (34)"
48093,"""Comanche, (TX)""",9.5,"6.9 - 13.3 (34)"
48095,"""Concho, (TX)""",-1,
48097,"""Cooke, (TX)""",14,"13.4 - 15.3 (35)"
48099,"""Coryell, (TX)""",16.5,"15.4 - 17.4 (36)"
48101,"""Cottle, (TX)""",-1,
48103,"""Crane, (TX)""",-1,
48105,"""Crockett, (TX)""",-1,
48107,"""Crosby, (TX)""",-1,
48109,"""Culberson, (TX)""",-1,
48111,"""Dallam, (TX)""",-1,
48113,"""Dallas, (TX)""",14.2,"13.4 - 15.3 (35)"
48115,"""Dawson, (TX)""",18.6,"17.5 - 20.2 (31)"
48117,"""Deaf Smith, (TX)""",12.6,"6.9 - 13.3 (34)"
48119,"""Delta, (TX)""",23.1,"20.3 - 38.7 (34)"
48121,"""Denton, (TX)""",14.7,"13.4 - 15.3 (35)"
48123,"""DeWitt, (TX)""",15.2,"13.4 - 15.3 (35)"
48125,"""Dickens, (TX)""",-1,
48127,"""Dimmit, (TX)""",19.5,"17.5 - 20.2 (31)"
48129,"""Donley, (TX)""",-1,
48131,"""Duval, (TX)""",24.4,"20.3 - 38.7 (34)"
48133,"""Eastland, (TX)""",15.2,"13.4 - 15.3 (35)"
48135,"""Ector, (TX)""",20.4,"20.3 - 38.7 (34)"
48137,"""Edwards, (TX)""",-1,
48139,"""Ellis, (TX)""",14.4,"13.4 - 15.3 (35)"
48141,"""El Paso, (TX)""",10.4,"6.9 - 13.3 (34)"
48143,"""Erath, (TX)""",16.9,"15.4 - 17.4 (36)"
48145,"""Falls, (TX)""",18.8,"17.5 - 20.2 (31)"
48147,"""Fannin, (TX)""",17.4,"15.4 - 17.4 (36)"
48149,"""Fayette, (TX)""",14,"13.4 - 15.3 (35)"
48151,"""Fisher, (TX)""",-1,
48153,"""Floyd, (TX)""",-1,
48155,"""Foard, (TX)""",-1,
48157,"""Fort Bend, (TX)""",13.1,"6.9 - 13.3 (34)"
48159,"""Franklin, (TX)""",26,"20.3 - 38.7 (34)"
48161,"""Freestone, (TX)""",12.1,"6.9 - 13.3 (34)"
48163,"""Frio, (TX)""",33.6,"20.3 - 38.7 (34)"
48165,"""Gaines, (TX)""",-1,
48167,"""Galveston, (TX)""",17.1,"15.4 - 17.4 (36)"
48169,"""Garza, (TX)""",-1,
48171,"""Gillespie, (TX)""",11.2,"6.9 - 13.3 (34)"
48173,"""Glasscock, (TX)""",-1,
48175,"""Goliad, (TX)""",23.7,"20.3 - 38.7 (34)"
48177,"""Gonzales, (TX)""",13.8,"13.4 - 15.3 (35)"
48179,"""Gray, (TX)""",15.6,"15.4 - 17.4 (36)"
48181,"""Grayson, (TX)""",19.9,"17.5 - 20.2 (31)"
48183,"""Gregg, (TX)""",17.4,"15.4 - 17.4 (36)"
48185,"""Grimes, (TX)""",12.8,"6.9 - 13.3 (34)"
48187,"""Guadalupe, (TX)""",12.5,"6.9 - 13.3 (34)"
48189,"""Hale, (TX)""",12.1,"6.9 - 13.3 (34)"
48191,"""Hall, (TX)""",-1,
48193,"""Hamilton, (TX)""",37,"20.3 - 38.7 (34)"
48195,"""Hansford, (TX)""",-1,
48197,"""Hardeman, (TX)""",-1,
48199,"""Hardin, (TX)""",15.5,"15.4 - 17.4 (36)"
48201,"""Harris, (TX)""",16.1,"15.4 - 17.4 (36)"
48203,"""Harrison, (TX)""",17.1,"15.4 - 17.4 (36)"
48205,"""Hartley, (TX)""",-1,
48207,"""Haskell, (TX)""",-1,
48209,"""Hays, (TX)""",14.7,"13.4 - 15.3 (35)"
48211,"""Hemphill, (TX)""",-1,
48213,"""Henderson, (TX)""",25.7,"20.3 - 38.7 (34)"
48215,"""Hidalgo, (TX)""",20.3,"20.3 - 38.7 (34)"
48217,"""Hill, (TX)""",18,"17.5 - 20.2 (31)"
48219,"""Hockley, (TX)""",17.8,"17.5 - 20.2 (31)"
48221,"""Hood, (TX)""",11.9,"6.9 - 13.3 (34)"
48223,"""Hopkins, (TX)""",18,"17.5 - 20.2 (31)"
48225,"""Houston, (TX)""",20.3,"20.3 - 38.7 (34)"
48227,"""Howard, (TX)""",22.5,"20.3 - 38.7 (34)"
48229,"""Hudspeth, (TX)""",-1,
48231,"""Hunt, (TX)""",16.9,"15.4 - 17.4 (36)"
48233,"""Hutchinson, (TX)""",12.1,"6.9 - 13.3 (34)"
48235,"""Irion, (TX)""",-1,
48237,"""Jack, (TX)""",38.7,"20.3 - 38.7 (34)"
48239,"""Jackson, (TX)""",13.8,"13.4 - 15.3 (35)"
48241,"""Jasper, (TX)""",17,"15.4 - 17.4 (36)"
48243,"""Jeff Davis, (TX)""",-1,
48245,"""Jefferson, (TX)""",16.7,"15.4 - 17.4 (36)"
48247,"""Jim Hogg, (TX)""",-1,
48249,"""Jim Wells, (TX)""",29.6,"20.3 - 38.7 (34)"
48251,"""Johnson, (TX)""",21.8,"20.3 - 38.7 (34)"
48253,"""Jones, (TX)""",20.8,"20.3 - 38.7 (34)"
48255,"""Karnes, (TX)""",11.8,"6.9 - 13.3 (34)"
48257,"""Kaufman, (TX)""",17.3,"15.4 - 17.4 (36)"
48259,"""Kendall, (TX)""",10.3,"6.9 - 13.3 (34)"
48261,"""Kenedy, (TX)""",-1,
48263,"""Kent, (TX)""",-1,
48265,"""Kerr, (TX)""",12.4,"6.9 - 13.3 (34)"
48267,"""Kimble, (TX)""",-1,
48269,"""King, (TX)""",-1,
48271,"""Kinney, (TX)""",-1,
