"cnty_fips","display_name","Value","theme_range"
48379,"""Rains, (TX)""",-1,
48381,"""Randall, (TX)""",-1,
48383,"""Reagan, (TX)""",-1,
48385,"""Real, (TX)""",-1,
48387,"""Red River, (TX)""",83,"75.8 - 84.4 (22)"
48389,"""Reeves, (TX)""",-1,
48391,"""Refugio, (TX)""",96.5,"94.5 - 104.9 (22)"
48393,"""Roberts, (TX)""",-1,
48395,"""Robertson, (TX)""",90.4,"84.5 - 94.4 (23)"
48397,"""Rockwall, (TX)""",79.6,"75.8 - 84.4 (22)"
48399,"""Runnels, (TX)""",-1,
48401,"""Rusk, (TX)""",93.4,"84.5 - 94.4 (23)"
48403,"""Sabine, (TX)""",76.9,"75.8 - 84.4 (22)"
48405,"""San Augustine, (TX)""",69.5,"43.5 - 75.7 (23)"
48407,"""San Jacinto, (TX)""",208.8,"105.0 - 208.8 (22)"
48409,"""San Patricio, (TX)""",-1,
48411,"""San Saba, (TX)""",-1,
48413,"""Schleicher, (TX)""",-1,
48415,"""Scurry, (TX)""",-1,
48417,"""Shackelford, (TX)""",-1,
48419,"""Shelby, (TX)""",101.3,"94.5 - 104.9 (22)"
48421,"""Sherman, (TX)""",-1,
48423,"""Smith, (TX)""",83.3,"75.8 - 84.4 (22)"
48425,"""Somervell, (TX)""",-1,
48427,"""Starr, (TX)""",-1,
48429,"""Stephens, (TX)""",-1,
48431,"""Sterling, (TX)""",-1,
48433,"""Stonewall, (TX)""",-1,
48435,"""Sutton, (TX)""",-1,
48437,"""Swisher, (TX)""",-1,
48439,"""Tarrant, (TX)""",96.3,"94.5 - 104.9 (22)"
48441,"""Taylor, (TX)""",67.7,"43.5 - 75.7 (23)"
48443,"""Terrell, (TX)""",-1,
48445,"""Terry, (TX)""",-1,
48447,"""Throckmorton, (TX)""",-1,
48449,"""Titus, (TX)""",117.3,"105.0 - 208.8 (22)"
48451,"""Tom Green, (TX)""",93.6,"84.5 - 94.4 (23)"
48453,"""Travis, (TX)""",83.5,"75.8 - 84.4 (22)"
48455,"""Trinity, (TX)""",137.7,"105.0 - 208.8 (22)"
48457,"""Tyler, (TX)""",100.9,"94.5 - 104.9 (22)"
48459,"""Upshur, (TX)""",77.8,"75.8 - 84.4 (22)"
48461,"""Upton, (TX)""",-1,
48463,"""Uvalde, (TX)""",-1,
48465,"""Val Verde, (TX)""",-1,
48467,"""Van Zandt, (TX)""",82.5,"75.8 - 84.4 (22)"
48469,"""Victoria, (TX)""",105.6,"105.0 - 208.8 (22)"
48471,"""Walker, (TX)""",89.2,"84.5 - 94.4 (23)"
48473,"""Waller, (TX)""",94.7,"94.5 - 104.9 (22)"
48475,"""Ward, (TX)""",-1,
48477,"""Washington, (TX)""",84.5,"84.5 - 94.4 (23)"
48479,"""Webb, (TX)""",-1,
48481,"""Wharton, (TX)""",101.9,"94.5 - 104.9 (22)"
48483,"""Wheeler, (TX)""",-1,
48485,"""Wichita, (TX)""",101,"94.5 - 104.9 (22)"
48487,"""Wilbarger, (TX)""",115.6,"105.0 - 208.8 (22)"
48489,"""Willacy, (TX)""",-1,
48491,"""Williamson, (TX)""",66.6,"43.5 - 75.7 (23)"
48493,"""Wilson, (TX)""",57.7,"43.5 - 75.7 (23)"
48495,"""Winkler, (TX)""",-1,
48497,"""Wise, (TX)""",-1,
48499,"""Wood, (TX)""",64.6,"43.5 - 75.7 (23)"
48501,"""Yoakum, (TX)""",-1,
48503,"""Young, (TX)""",-1,
48505,"""Zapata, (TX)""",-1,
48507,"""Zavala, (TX)""",-1,
