"cnty_fips","display_name","Value","theme_range"
48241,"""Jasper, (TX)""",18.2,"18.0 - 22.0 (38)"
48243,"""Jeff Davis, (TX)""",-1,
48245,"""Jefferson, (TX)""",24.6,"22.1 - 26.3 (41)"
48247,"""Jim Hogg, (TX)""",84.6,"30.8 - 84.6 (38)"
48249,"""Jim Wells, (TX)""",31.1,"30.8 - 84.6 (38)"
48251,"""Johnson, (TX)""",24.6,"22.1 - 26.3 (41)"
48253,"""Jones, (TX)""",19,"18.0 - 22.0 (38)"
48255,"""Karnes, (TX)""",24,"22.1 - 26.3 (41)"
48257,"""Kaufman, (TX)""",29.2,"26.4 - 30.7 (37)"
48259,"""Kendall, (TX)""",11.2,"10.2 - 17.9 (40)"
48261,"""Kenedy, (TX)""",-1,
48263,"""Kent, (TX)""",-1,
48265,"""Kerr, (TX)""",10.2,"10.2 - 17.9 (40)"
48267,"""Kimble, (TX)""",-1,
48269,"""King, (TX)""",-1,
48271,"""Kinney, (TX)""",-1,
48273,"""Kleberg, (TX)""",36.5,"30.8 - 84.6 (38)"
48275,"""Knox, (TX)""",24.7,"22.1 - 26.3 (41)"
48277,"""Lamar, (TX)""",21.3,"18.0 - 22.0 (38)"
48279,"""Lamb, (TX)""",24,"22.1 - 26.3 (41)"
48281,"""Lampasas, (TX)""",25.2,"22.1 - 26.3 (41)"
48283,"""La Salle, (TX)""",-1,
48285,"""Lavaca, (TX)""",13.2,"10.2 - 17.9 (40)"
48287,"""Lee, (TX)""",23.2,"22.1 - 26.3 (41)"
48289,"""Leon, (TX)""",22.6,"22.1 - 26.3 (41)"
48291,"""Liberty, (TX)""",27.3,"26.4 - 30.7 (37)"
48293,"""Limestone, (TX)""",26.3,"22.1 - 26.3 (41)"
48295,"""Lipscomb, (TX)""",-1,
48297,"""Live Oak, (TX)""",38.1,"30.8 - 84.6 (38)"
48299,"""Llano, (TX)""",16.1,"10.2 - 17.9 (40)"
48301,"""Loving, (TX)""",-1,
48303,"""Lubbock, (TX)""",27.3,"26.4 - 30.7 (37)"
48305,"""Lynn, (TX)""",-1,
48307,"""McCulloch, (TX)""",15.9,"10.2 - 17.9 (40)"
48309,"""McLennan, (TX)""",16.5,"10.2 - 17.9 (40)"
48311,"""McMullen, (TX)""",-1,
48313,"""Madison, (TX)""",15,"10.2 - 17.9 (40)"
48315,"""Marion, (TX)""",19.7,"18.0 - 22.0 (38)"
48317,"""Martin, (TX)""",-1,
48319,"""Mason, (TX)""",19.1,"18.0 - 22.0 (38)"
48321,"""Matagorda, (TX)""",22.8,"22.1 - 26.3 (41)"
48323,"""Maverick, (TX)""",32.8,"30.8 - 84.6 (38)"
48325,"""Medina, (TX)""",16.4,"10.2 - 17.9 (40)"
48327,"""Menard, (TX)""",-1,
48329,"""Midland, (TX)""",15.7,"10.2 - 17.9 (40)"
48331,"""Milam, (TX)""",15.6,"10.2 - 17.9 (40)"
48333,"""Mills, (TX)""",-1,
48335,"""Mitchell, (TX)""",26.5,"26.4 - 30.7 (37)"
48337,"""Montague, (TX)""",30.8,"30.8 - 84.6 (38)"
48339,"""Montgomery, (TX)""",24.9,"22.1 - 26.3 (41)"
48341,"""Moore, (TX)""",30.2,"26.4 - 30.7 (37)"
48343,"""Morris, (TX)""",22,"18.0 - 22.0 (38)"
48345,"""Motley, (TX)""",-1,
48347,"""Nacogdoches, (TX)""",28.2,"26.4 - 30.7 (37)"
48349,"""Navarro, (TX)""",22,"18.0 - 22.0 (38)"
48351,"""Newton, (TX)""",19,"18.0 - 22.0 (38)"
48353,"""Nolan, (TX)""",30.7,"26.4 - 30.7 (37)"
48355,"""Nueces, (TX)""",24.6,"22.1 - 26.3 (41)"
48357,"""Ochiltree, (TX)""",-1,
48359,"""Oldham, (TX)""",-1,
48361,"""Orange, (TX)""",28.5,"26.4 - 30.7 (37)"
48363,"""Palo Pinto, (TX)""",27,"26.4 - 30.7 (37)"
48365,"""Panola, (TX)""",20.5,"18.0 - 22.0 (38)"
48367,"""Parker, (TX)""",20.5,"18.0 - 22.0 (38)"
48369,"""Parmer, (TX)""",-1,
48371,"""Pecos, (TX)""",32.9,"30.8 - 84.6 (38)"
48373,"""Polk, (TX)""",25.1,"22.1 - 26.3 (41)"
48375,"""Potter, (TX)""",15.4,"10.2 - 17.9 (40)"
48377,"""Presidio, (TX)""",-1,
48379,"""Rains, (TX)""",19.2,"18.0 - 22.0 (38)"
48381,"""Randall, (TX)""",17.2,"10.2 - 17.9 (40)"
48383,"""Reagan, (TX)""",-1,
48385,"""Real, (TX)""",-1,
48387,"""Red River, (TX)""",58.3,"30.8 - 84.6 (38)"
48389,"""Reeves, (TX)""",26.8,"26.4 - 30.7 (37)"
48391,"""Refugio, (TX)""",18.5,"18.0 - 22.0 (38)"
48393,"""Roberts, (TX)""",-1,
48395,"""Robertson, (TX)""",26.8,"26.4 - 30.7 (37)"
48397,"""Rockwall, (TX)""",17.9,"10.2 - 17.9 (40)"
48399,"""Runnels, (TX)""",-1,
48401,"""Rusk, (TX)""",25.5,"22.1 - 26.3 (41)"
48403,"""Sabine, (TX)""",26.3,"22.1 - 26.3 (41)"
48405,"""San Augustine, (TX)""",26.6,"26.4 - 30.7 (37)"
48407,"""San Jacinto, (TX)""",36.8,"30.8 - 84.6 (38)"
48409,"""San Patricio, (TX)""",29.4,"26.4 - 30.7 (37)"
48411,"""San Saba, (TX)""",22.1,"22.1 - 26.3 (41)"
48413,"""Schleicher, (TX)""",-1,
48415,"""Scurry, (TX)""",30.4,"26.4 - 30.7 (37)"
48417,"""Shackelford, (TX)""",33.1,"30.8 - 84.6 (38)"
48419,"""Shelby, (TX)""",35.7,"30.8 - 84.6 (38)"
48421,"""Sherman, (TX)""",-1,
48423,"""Smith, (TX)""",18,"18.0 - 22.0 (38)"
48425,"""Somervell, (TX)""",31.8,"30.8 - 84.6 (38)"
48427,"""Starr, (TX)""",38.6,"30.8 - 84.6 (38)"
48429,"""Stephens, (TX)""",28.7,"26.4 - 30.7 (37)"
48431,"""Sterling, (TX)""",-1,
48433,"""Stonewall, (TX)""",-1,
48435,"""Sutton, (TX)""",-1,
48437,"""Swisher, (TX)""",13.5,"10.2 - 17.9 (40)"
48439,"""Tarrant, (TX)""",17.6,"10.2 - 17.9 (40)"
48441,"""Taylor, (TX)""",19.6,"18.0 - 22.0 (38)"
48443,"""Terrell, (TX)""",-1,
48445,"""Terry, (TX)""",39.5,"30.8 - 84.6 (38)"
48447,"""Throckmorton, (TX)""",-1,
48449,"""Titus, (TX)""",29.3,"26.4 - 30.7 (37)"
48451,"""Tom Green, (TX)""",14.3,"10.2 - 17.9 (40)"
48453,"""Travis, (TX)""",17.6,"10.2 - 17.9 (40)"
48455,"""Trinity, (TX)""",30,"26.4 - 30.7 (37)"
48457,"""Tyler, (TX)""",19.2,"18.0 - 22.0 (38)"
48459,"""Upshur, (TX)""",28.4,"26.4 - 30.7 (37)"
48461,"""Upton, (TX)""",-1,
48463,"""Uvalde, (TX)""",24.5,"22.1 - 26.3 (41)"
48465,"""Val Verde, (TX)""",24.8,"22.1 - 26.3 (41)"
48467,"""Van Zandt, (TX)""",25.1,"22.1 - 26.3 (41)"
48469,"""Victoria, (TX)""",20.5,"18.0 - 22.0 (38)"
48471,"""Walker, (TX)""",19.4,"18.0 - 22.0 (38)"
48473,"""Waller, (TX)""",29.1,"26.4 - 30.7 (37)"
48475,"""Ward, (TX)""",17.9,"10.2 - 17.9 (40)"
48477,"""Washington, (TX)""",21,"18.0 - 22.0 (38)"
48479,"""Webb, (TX)""",32.8,"30.8 - 84.6 (38)"
48481,"""Wharton, (TX)""",23.3,"22.1 - 26.3 (41)"
48483,"""Wheeler, (TX)""",-1,
48485,"""Wichita, (TX)""",18.7,"18.0 - 22.0 (38)"
48487,"""Wilbarger, (TX)""",30.1,"26.4 - 30.7 (37)"
48489,"""Willacy, (TX)""",33.8,"30.8 - 84.6 (38)"
48491,"""Williamson, (TX)""",16.5,"10.2 - 17.9 (40)"
48493,"""Wilson, (TX)""",15.6,"10.2 - 17.9 (40)"
48495,"""Winkler, (TX)""",36.6,"30.8 - 84.6 (38)"
48497,"""Wise, (TX)""",13.8,"10.2 - 17.9 (40)"
48499,"""Wood, (TX)""",23.5,"22.1 - 26.3 (41)"
48501,"""Yoakum, (TX)""",-1,
48503,"""Young, (TX)""",25.9,"22.1 - 26.3 (41)"
48505,"""Zapata, (TX)""",37.2,"30.8 - 84.6 (38)"
48507,"""Zavala, (TX)""",24.1,"22.1 - 26.3 (41)"
