"cnty_fips","display_name","Value","theme_range"
48163,"""Frio, (TX)""",35.2,"21.5 - 42.3 (33)"
48165,"""Gaines, (TX)""",13.9,"13.7 - 15.8 (34)"
48167,"""Galveston, (TX)""",18.6,"18.2 - 21.4 (33)"
48169,"""Garza, (TX)""",-1,
48171,"""Gillespie, (TX)""",9.3,"8.2 - 13.6 (36)"
48173,"""Glasscock, (TX)""",-1,
48175,"""Goliad, (TX)""",19,"18.2 - 21.4 (33)"
48177,"""Gonzales, (TX)""",13.3,"8.2 - 13.6 (36)"
48179,"""Gray, (TX)""",16.1,"15.9 - 18.1 (38)"
48181,"""Grayson, (TX)""",19.8,"18.2 - 21.4 (33)"
48183,"""Gregg, (TX)""",18.1,"15.9 - 18.1 (38)"
48185,"""Grimes, (TX)""",14,"13.7 - 15.8 (34)"
48187,"""Guadalupe, (TX)""",13.2,"8.2 - 13.6 (36)"
48189,"""Hale, (TX)""",14.7,"13.7 - 15.8 (34)"
48191,"""Hall, (TX)""",-1,
48193,"""Hamilton, (TX)""",42.3,"21.5 - 42.3 (33)"
48195,"""Hansford, (TX)""",-1,
48197,"""Hardeman, (TX)""",-1,
48199,"""Hardin, (TX)""",17.6,"15.9 - 18.1 (38)"
48201,"""Harris, (TX)""",15.7,"13.7 - 15.8 (34)"
48203,"""Harrison, (TX)""",15.9,"15.9 - 18.1 (38)"
48205,"""Hartley, (TX)""",-1,
48207,"""Haskell, (TX)""",-1,
48209,"""Hays, (TX)""",14.4,"13.7 - 15.8 (34)"
48211,"""Hemphill, (TX)""",-1,
48213,"""Henderson, (TX)""",25.8,"21.5 - 42.3 (33)"
48215,"""Hidalgo, (TX)""",21.7,"21.5 - 42.3 (33)"
48217,"""Hill, (TX)""",18.6,"18.2 - 21.4 (33)"
48219,"""Hockley, (TX)""",17.9,"15.9 - 18.1 (38)"
48221,"""Hood, (TX)""",12.2,"8.2 - 13.6 (36)"
48223,"""Hopkins, (TX)""",16.7,"15.9 - 18.1 (38)"
48225,"""Houston, (TX)""",22,"21.5 - 42.3 (33)"
48227,"""Howard, (TX)""",23.1,"21.5 - 42.3 (33)"
48229,"""Hudspeth, (TX)""",-1,
48231,"""Hunt, (TX)""",18.5,"18.2 - 21.4 (33)"
48233,"""Hutchinson, (TX)""",13.7,"13.7 - 15.8 (34)"
48235,"""Irion, (TX)""",-1,
48237,"""Jack, (TX)""",39,"21.5 - 42.3 (33)"
48239,"""Jackson, (TX)""",16.4,"15.9 - 18.1 (38)"
48241,"""Jasper, (TX)""",17.5,"15.9 - 18.1 (38)"
48243,"""Jeff Davis, (TX)""",-1,
48245,"""Jefferson, (TX)""",18.7,"18.2 - 21.4 (33)"
48247,"""Jim Hogg, (TX)""",-1,
48249,"""Jim Wells, (TX)""",31,"21.5 - 42.3 (33)"
48251,"""Johnson, (TX)""",22,"21.5 - 42.3 (33)"
48253,"""Jones, (TX)""",16.1,"15.9 - 18.1 (38)"
48255,"""Karnes, (TX)""",17.6,"15.9 - 18.1 (38)"
48257,"""Kaufman, (TX)""",18.7,"18.2 - 21.4 (33)"
48259,"""Kendall, (TX)""",12.9,"8.2 - 13.6 (36)"
48261,"""Kenedy, (TX)""",-1,
48263,"""Kent, (TX)""",-1,
48265,"""Kerr, (TX)""",12.6,"8.2 - 13.6 (36)"
48267,"""Kimble, (TX)""",-1,
48269,"""King, (TX)""",-1,
48271,"""Kinney, (TX)""",-1,
48273,"""Kleberg, (TX)""",36.9,"21.5 - 42.3 (33)"
48275,"""Knox, (TX)""",-1,
48277,"""Lamar, (TX)""",17.6,"15.9 - 18.1 (38)"
48279,"""Lamb, (TX)""",16,"15.9 - 18.1 (38)"
48281,"""Lampasas, (TX)""",22.6,"21.5 - 42.3 (33)"
48283,"""La Salle, (TX)""",34,"21.5 - 42.3 (33)"
48285,"""Lavaca, (TX)""",8.2,"8.2 - 13.6 (36)"
48287,"""Lee, (TX)""",19.9,"18.2 - 21.4 (33)"
48289,"""Leon, (TX)""",17.5,"15.9 - 18.1 (38)"
48291,"""Liberty, (TX)""",21,"18.2 - 21.4 (33)"
48293,"""Limestone, (TX)""",15.7,"13.7 - 15.8 (34)"
48295,"""Lipscomb, (TX)""",34.5,"21.5 - 42.3 (33)"
48297,"""Live Oak, (TX)""",21.7,"21.5 - 42.3 (33)"
48299,"""Llano, (TX)""",8.8,"8.2 - 13.6 (36)"
48301,"""Loving, (TX)""",-1,
48303,"""Lubbock, (TX)""",18.3,"18.2 - 21.4 (33)"
48305,"""Lynn, (TX)""",29.7,"21.5 - 42.3 (33)"
48307,"""McCulloch, (TX)""",-1,
48309,"""McLennan, (TX)""",13.9,"13.7 - 15.8 (34)"
48311,"""McMullen, (TX)""",-1,
48313,"""Madison, (TX)""",16.5,"15.9 - 18.1 (38)"
48315,"""Marion, (TX)""",-1,
48317,"""Martin, (TX)""",-1,
48319,"""Mason, (TX)""",-1,
48321,"""Matagorda, (TX)""",20.2,"18.2 - 21.4 (33)"
48323,"""Maverick, (TX)""",16.6,"15.9 - 18.1 (38)"
48325,"""Medina, (TX)""",14.4,"13.7 - 15.8 (34)"
48327,"""Menard, (TX)""",-1,
48329,"""Midland, (TX)""",14.5,"13.7 - 15.8 (34)"
48331,"""Milam, (TX)""",12.9,"8.2 - 13.6 (36)"
48333,"""Mills, (TX)""",-1,
48335,"""Mitchell, (TX)""",-1,
48337,"""Montague, (TX)""",21.7,"21.5 - 42.3 (33)"
48339,"""Montgomery, (TX)""",21.4,"18.2 - 21.4 (33)"
48341,"""Moore, (TX)""",16.9,"15.9 - 18.1 (38)"
48343,"""Morris, (TX)""",11.8,"8.2 - 13.6 (36)"
48345,"""Motley, (TX)""",-1,
48347,"""Nacogdoches, (TX)""",16.9,"15.9 - 18.1 (38)"
48349,"""Navarro, (TX)""",14.1,"13.7 - 15.8 (34)"
48351,"""Newton, (TX)""",19.1,"18.2 - 21.4 (33)"
48353,"""Nolan, (TX)""",28.4,"21.5 - 42.3 (33)"
48355,"""Nueces, (TX)""",19.7,"18.2 - 21.4 (33)"
48357,"""Ochiltree, (TX)""",-1,
48359,"""Oldham, (TX)""",-1,
48361,"""Orange, (TX)""",18.3,"18.2 - 21.4 (33)"
48363,"""Palo Pinto, (TX)""",21.2,"18.2 - 21.4 (33)"
48365,"""Panola, (TX)""",26.3,"21.5 - 42.3 (33)"
48367,"""Parker, (TX)""",13.6,"8.2 - 13.6 (36)"
48369,"""Parmer, (TX)""",-1,
48371,"""Pecos, (TX)""",19,"18.2 - 21.4 (33)"
48373,"""Polk, (TX)""",11.8,"8.2 - 13.6 (36)"
48375,"""Potter, (TX)""",12.9,"8.2 - 13.6 (36)"
48377,"""Presidio, (TX)""",-1,
48379,"""Rains, (TX)""",15.9,"15.9 - 18.1 (38)"
48381,"""Randall, (TX)""",12.4,"8.2 - 13.6 (36)"
48383,"""Reagan, (TX)""",-1,
48385,"""Real, (TX)""",-1,
48387,"""Red River, (TX)""",17.9,"15.9 - 18.1 (38)"
48389,"""Reeves, (TX)""",-1,
48391,"""Refugio, (TX)""",-1,
48393,"""Roberts, (TX)""",-1,
48395,"""Robertson, (TX)""",18.7,"18.2 - 21.4 (33)"
48397,"""Rockwall, (TX)""",16.5,"15.9 - 18.1 (38)"
48399,"""Runnels, (TX)""",13.1,"8.2 - 13.6 (36)"
48401,"""Rusk, (TX)""",18.5,"18.2 - 21.4 (33)"
48403,"""Sabine, (TX)""",14.7,"13.7 - 15.8 (34)"
48405,"""San Augustine, (TX)""",15.4,"13.7 - 15.8 (34)"
48407,"""San Jacinto, (TX)""",16.1,"15.9 - 18.1 (38)"
48409,"""San Patricio, (TX)""",22.2,"21.5 - 42.3 (33)"
48411,"""San Saba, (TX)""",26.2,"21.5 - 42.3 (33)"
48413,"""Schleicher, (TX)""",-1,
48415,"""Scurry, (TX)""",18.3,"18.2 - 21.4 (33)"
48417,"""Shackelford, (TX)""",-1,
48419,"""Shelby, (TX)""",19.1,"18.2 - 21.4 (33)"
48421,"""Sherman, (TX)""",-1,
48423,"""Smith, (TX)""",16.7,"15.9 - 18.1 (38)"
48425,"""Somervell, (TX)""",-1,
48427,"""Starr, (TX)""",15,"13.7 - 15.8 (34)"
48429,"""Stephens, (TX)""",21.7,"21.5 - 42.3 (33)"
48431,"""Sterling, (TX)""",-1,
48433,"""Stonewall, (TX)""",-1,
48435,"""Sutton, (TX)""",-1,
48437,"""Swisher, (TX)""",-1,
48439,"""Tarrant, (TX)""",15.1,"13.7 - 15.8 (34)"
48441,"""Taylor, (TX)""",13.6,"8.2 - 13.6 (36)"
48443,"""Terrell, (TX)""",-1,
48445,"""Terry, (TX)""",27.6,"21.5 - 42.3 (33)"
48447,"""Throckmorton, (TX)""",-1,
48449,"""Titus, (TX)""",19.7,"18.2 - 21.4 (33)"
48451,"""Tom Green, (TX)""",13.4,"8.2 - 13.6 (36)"
48453,"""Travis, (TX)""",15.5,"13.7 - 15.8 (34)"
48455,"""Trinity, (TX)""",23.4,"21.5 - 42.3 (33)"
48457,"""Tyler, (TX)""",25,"21.5 - 42.3 (33)"
48459,"""Upshur, (TX)""",17.8,"15.9 - 18.1 (38)"
48461,"""Upton, (TX)""",-1,
48463,"""Uvalde, (TX)""",23.2,"21.5 - 42.3 (33)"
48465,"""Val Verde, (TX)""",20.1,"18.2 - 21.4 (33)"
48467,"""Van Zandt, (TX)""",13.1,"8.2 - 13.6 (36)"
48469,"""Victoria, (TX)""",17,"15.9 - 18.1 (38)"
48471,"""Walker, (TX)""",15.4,"13.7 - 15.8 (34)"
48473,"""Waller, (TX)""",14.6,"13.7 - 15.8 (34)"
48475,"""Ward, (TX)""",-1,
48477,"""Washington, (TX)""",14.6,"13.7 - 15.8 (34)"
48479,"""Webb, (TX)""",19.1,"18.2 - 21.4 (33)"
48481,"""Wharton, (TX)""",18.1,"15.9 - 18.1 (38)"
48483,"""Wheeler, (TX)""",-1,
48485,"""Wichita, (TX)""",17.1,"15.9 - 18.1 (38)"
48487,"""Wilbarger, (TX)""",20.2,"18.2 - 21.4 (33)"
48489,"""Willacy, (TX)""",-1,
48491,"""Williamson, (TX)""",13,"8.2 - 13.6 (36)"
48493,"""Wilson, (TX)""",21.4,"18.2 - 21.4 (33)"
48495,"""Winkler, (TX)""",-1,
48497,"""Wise, (TX)""",16.5,"15.9 - 18.1 (38)"
48499,"""Wood, (TX)""",14.3,"13.7 - 15.8 (34)"
48501,"""Yoakum, (TX)""",-1,
48503,"""Young, (TX)""",14.4,"13.7 - 15.8 (34)"
48505,"""Zapata, (TX)""",-1,
48507,"""Zavala, (TX)""",35.8,"21.5 - 42.3 (33)"
