,cnty_fips,display_name,Y,theme_range,gender,race,year
108,48217,"""Hill, (TX)""",-1.0,,1,2,2008-2010
109,48219,"""Hockley, (TX)""",-1.0,,1,2,2008-2010
110,48221,"""Hood, (TX)""",-1.0,,1,2,2008-2010
111,48223,"""Hopkins, (TX)""",-1.0,,1,2,2008-2010
112,48225,"""Houston, (TX)""",42.6,38.0 - 51.3 (10),1,2,2008-2010
113,48227,"""Howard, (TX)""",-1.0,,1,2,2008-2010
114,48229,"""Hudspeth, (TX)""",-1.0,,1,2,2008-2010
115,48231,"""Hunt, (TX)""",42.3,38.0 - 51.3 (10),1,2,2008-2010
116,48233,"""Hutchinson, (TX)""",-1.0,,1,2,2008-2010
117,48235,"""Irion, (TX)""",-1.0,,1,2,2008-2010
118,48237,"""Jack, (TX)""",-1.0,,1,2,2008-2010
119,48239,"""Jackson, (TX)""",-1.0,,1,2,2008-2010
120,48241,"""Jasper, (TX)""",-1.0,,1,2,2008-2010
121,48243,"""Jeff Davis, (TX)""",-1.0,,1,2,2008-2010
122,48245,"""Jefferson, (TX)""",26.5,24.3 - 26.5 (10),1,2,2008-2010
123,48247,"""Jim Hogg, (TX)""",-1.0,,1,2,2008-2010
124,48249,"""Jim Wells, (TX)""",-1.0,,1,2,2008-2010
125,48251,"""Johnson, (TX)""",-1.0,,1,2,2008-2010
126,48253,"""Jones, (TX)""",-1.0,,1,2,2008-2010
127,48255,"""Karnes, (TX)""",-1.0,,1,2,2008-2010
128,48257,"""Kaufman, (TX)""",28.3,26.6 - 31.9 (11),1,2,2008-2010
129,48259,"""Kendall, (TX)""",-1.0,,1,2,2008-2010
130,48261,"""Kenedy, (TX)""",-1.0,,1,2,2008-2010
131,48263,"""Kent, (TX)""",-1.0,,1,2,2008-2010
132,48265,"""Kerr, (TX)""",-1.0,,1,2,2008-2010
133,48267,"""Kimble, (TX)""",-1.0,,1,2,2008-2010
134,48269,"""King, (TX)""",-1.0,,1,2,2008-2010
135,48271,"""Kinney, (TX)""",-1.0,,1,2,2008-2010
136,48273,"""Kleberg, (TX)""",-1.0,,1,2,2008-2010
137,48275,"""Knox, (TX)""",-1.0,,1,2,2008-2010
138,48277,"""Lamar, (TX)""",38.4,38.0 - 51.3 (10),1,2,2008-2010
139,48279,"""Lamb, (TX)""",-1.0,,1,2,2008-2010
140,48281,"""Lampasas, (TX)""",-1.0,,1,2,2008-2010
141,48283,"""La Salle, (TX)""",-1.0,,1,2,2008-2010
142,48285,"""Lavaca, (TX)""",-1.0,,1,2,2008-2010
143,48287,"""Lee, (TX)""",-1.0,,1,2,2008-2010
144,48289,"""Leon, (TX)""",-1.0,,1,2,2008-2010
145,48291,"""Liberty, (TX)""",26.7,26.6 - 31.9 (11),1,2,2008-2010
146,48293,"""Limestone, (TX)""",40.8,38.0 - 51.3 (10),1,2,2008-2010
147,48295,"""Lipscomb, (TX)""",-1.0,,1,2,2008-2010
148,48297,"""Live Oak, (TX)""",-1.0,,1,2,2008-2010
149,48299,"""Llano, (TX)""",-1.0,,1,2,2008-2010
150,48301,"""Loving, (TX)""",-1.0,,1,2,2008-2010
151,48303,"""Lubbock, (TX)""",37.0,32.0 - 37.9 (10),1,2,2008-2010
152,48305,"""Lynn, (TX)""",-1.0,,1,2,2008-2010
153,48307,"""McCulloch, (TX)""",-1.0,,1,2,2008-2010
154,48309,"""McLennan, (TX)""",24.2,13.8 - 24.2 (11),1,2,2008-2010
155,48311,"""McMullen, (TX)""",-1.0,,1,2,2008-2010
156,48313,"""Madison, (TX)""",-1.0,,1,2,2008-2010
157,48315,"""Marion, (TX)""",-1.0,,1,2,2008-2010
158,48317,"""Martin, (TX)""",-1.0,,1,2,2008-2010
159,48319,"""Mason, (TX)""",-1.0,,1,2,2008-2010
160,48321,"""Matagorda, (TX)""",-1.0,,1,2,2008-2010
161,48323,"""Maverick, (TX)""",-1.0,,1,2,2008-2010
162,48325,"""Medina, (TX)""",-1.0,,1,2,2008-2010
163,48327,"""Menard, (TX)""",-1.0,,1,2,2008-2010
164,48329,"""Midland, (TX)""",25.6,24.3 - 26.5 (10),1,2,2008-2010
165,48331,"""Milam, (TX)""",-1.0,,1,2,2008-2010
166,48333,"""Mills, (TX)""",-1.0,,1,2,2008-2010
167,48335,"""Mitchell, (TX)""",-1.0,,1,2,2008-2010
168,48337,"""Montague, (TX)""",-1.0,,1,2,2008-2010
169,48339,"""Montgomery, (TX)""",19.5,13.8 - 24.2 (11),1,2,2008-2010
170,48341,"""Moore, (TX)""",-1.0,,1,2,2008-2010
171,48343,"""Morris, (TX)""",-1.0,,1,2,2008-2010
172,48345,"""Motley, (TX)""",-1.0,,1,2,2008-2010
173,48347,"""Nacogdoches, (TX)""",42.3,38.0 - 51.3 (10),1,2,2008-2010
174,48349,"""Navarro, (TX)""",38.5,38.0 - 51.3 (10),1,2,2008-2010
175,48351,"""Newton, (TX)""",-1.0,,1,2,2008-2010
176,48353,"""Nolan, (TX)""",-1.0,,1,2,2008-2010
177,48355,"""Nueces, (TX)""",25.2,24.3 - 26.5 (10),1,2,2008-2010
178,48357,"""Ochiltree, (TX)""",-1.0,,1,2,2008-2010
179,48359,"""Oldham, (TX)""",-1.0,,1,2,2008-2010
180,48361,"""Orange, (TX)""",43.2,38.0 - 51.3 (10),1,2,2008-2010
181,48363,"""Palo Pinto, (TX)""",-1.0,,1,2,2008-2010
182,48365,"""Panola, (TX)""",-1.0,,1,2,2008-2010
183,48367,"""Parker, (TX)""",-1.0,,1,2,2008-2010
184,48369,"""Parmer, (TX)""",-1.0,,1,2,2008-2010
185,48371,"""Pecos, (TX)""",-1.0,,1,2,2008-2010
186,48373,"""Polk, (TX)""",-1.0,,1,2,2008-2010
187,48375,"""Potter, (TX)""",18.8,13.8 - 24.2 (11),1,2,2008-2010
188,48377,"""Presidio, (TX)""",-1.0,,1,2,2008-2010
189,48379,"""Rains, (TX)""",-1.0,,1,2,2008-2010
190,48381,"""Randall, (TX)""",-1.0,,1,2,2008-2010
191,48383,"""Reagan, (TX)""",-1.0,,1,2,2008-2010
192,48385,"""Real, (TX)""",-1.0,,1,2,2008-2010
193,48387,"""Red River, (TX)""",-1.0,,1,2,2008-2010
194,48389,"""Reeves, (TX)""",-1.0,,1,2,2008-2010
195,48391,"""Refugio, (TX)""",-1.0,,1,2,2008-2010
196,48393,"""Roberts, (TX)""",-1.0,,1,2,2008-2010
197,48395,"""Robertson, (TX)""",28.1,26.6 - 31.9 (11),1,2,2008-2010
198,48397,"""Rockwall, (TX)""",-1.0,,1,2,2008-2010
199,48399,"""Runnels, (TX)""",-1.0,,1,2,2008-2010
200,48401,"""Rusk, (TX)""",31.6,26.6 - 31.9 (11),1,2,2008-2010
201,48403,"""Sabine, (TX)""",-1.0,,1,2,2008-2010
202,48405,"""San Augustine, (TX)""",-1.0,,1,2,2008-2010
203,48407,"""San Jacinto, (TX)""",-1.0,,1,2,2008-2010
204,48409,"""San Patricio, (TX)""",-1.0,,1,2,2008-2010
205,48411,"""San Saba, (TX)""",-1.0,,1,2,2008-2010
206,48413,"""Schleicher, (TX)""",-1.0,,1,2,2008-2010
207,48415,"""Scurry, (TX)""",-1.0,,1,2,2008-2010
208,48417,"""Shackelford, (TX)""",-1.0,,1,2,2008-2010
209,48419,"""Shelby, (TX)""",43.2,38.0 - 51.3 (10),1,2,2008-2010
210,48421,"""Sherman, (TX)""",-1.0,,1,2,2008-2010
211,48423,"""Smith, (TX)""",29.4,26.6 - 31.9 (11),1,2,2008-2010
212,48425,"""Somervell, (TX)""",-1.0,,1,2,2008-2010
213,48427,"""Starr, (TX)""",-1.0,,1,2,2008-2010
214,48429,"""Stephens, (TX)""",-1.0,,1,2,2008-2010
215,48431,"""Sterling, (TX)""",-1.0,,1,2,2008-2010
216,48433,"""Stonewall, (TX)""",-1.0,,1,2,2008-2010
217,48435,"""Sutton, (TX)""",-1.0,,1,2,2008-2010
218,48437,"""Swisher, (TX)""",-1.0,,1,2,2008-2010
219,48439,"""Tarrant, (TX)""",26.6,26.6 - 31.9 (11),1,2,2008-2010
220,48441,"""Taylor, (TX)""",-1.0,,1,2,2008-2010
221,48443,"""Terrell, (TX)""",-1.0,,1,2,2008-2010
222,48445,"""Terry, (TX)""",-1.0,,1,2,2008-2010
223,48447,"""Throckmorton, (TX)""",-1.0,,1,2,2008-2010
224,48449,"""Titus, (TX)""",-1.0,,1,2,2008-2010
225,48451,"""Tom Green, (TX)""",-1.0,,1,2,2008-2010
226,48453,"""Travis, (TX)""",29.4,26.6 - 31.9 (11),1,2,2008-2010
227,48455,"""Trinity, (TX)""",-1.0,,1,2,2008-2010
228,48457,"""Tyler, (TX)""",-1.0,,1,2,2008-2010
229,48459,"""Upshur, (TX)""",-1.0,,1,2,2008-2010
230,48461,"""Upton, (TX)""",-1.0,,1,2,2008-2010
231,48463,"""Uvalde, (TX)""",-1.0,,1,2,2008-2010
232,48465,"""Val Verde, (TX)""",-1.0,,1,2,2008-2010
233,48467,"""Van Zandt, (TX)""",-1.0,,1,2,2008-2010
234,48469,"""Victoria, (TX)""",25.9,24.3 - 26.5 (10),1,2,2008-2010
235,48471,"""Walker, (TX)""",31.9,26.6 - 31.9 (11),1,2,2008-2010
236,48473,"""Waller, (TX)""",35.6,32.0 - 37.9 (10),1,2,2008-2010
237,48475,"""Ward, (TX)""",-1.0,,1,2,2008-2010
238,48477,"""Washington, (TX)""",32.9,32.0 - 37.9 (10),1,2,2008-2010
239,48479,"""Webb, (TX)""",-1.0,,1,2,2008-2010
240,48481,"""Wharton, (TX)""",24.8,24.3 - 26.5 (10),1,2,2008-2010
241,48483,"""Wheeler, (TX)""",-1.0,,1,2,2008-2010
242,48485,"""Wichita, (TX)""",14.7,13.8 - 24.2 (11),1,2,2008-2010
243,48487,"""Wilbarger, (TX)""",-1.0,,1,2,2008-2010
244,48489,"""Willacy, (TX)""",-1.0,,1,2,2008-2010
245,48491,"""Williamson, (TX)""",16.2,13.8 - 24.2 (11),1,2,2008-2010
246,48493,"""Wilson, (TX)""",-1.0,,1,2,2008-2010
247,48495,"""Winkler, (TX)""",-1.0,,1,2,2008-2010
248,48497,"""Wise, (TX)""",-1.0,,1,2,2008-2010
249,48499,"""Wood, (TX)""",-1.0,,1,2,2008-2010
250,48501,"""Yoakum, (TX)""",-1.0,,1,2,2008-2010
251,48503,"""Young, (TX)""",-1.0,,1,2,2008-2010
252,48505,"""Zapata, (TX)""",-1.0,,1,2,2008-2010
253,48507,"""Zavala, (TX)""",-1.0,,1,2,2008-2010
0,48001,"""Anderson, (TX)""",-1.0,,1,3,2008-2010
1,48003,"""Andrews, (TX)""",-1.0,,1,3,2008-2010
2,48005,"""Angelina, (TX)""",-1.0,,1,3,2008-2010
3,48007,"""Aransas, (TX)""",-1.0,,1,3,2008-2010
4,48009,"""Archer, (TX)""",-1.0,,1,3,2008-2010
5,48011,"""Armstrong, (TX)""",-1.0,,1,3,2008-2010
6,48013,"""Atascosa, (TX)""",-1.0,,1,3,2008-2010
7,48015,"""Austin, (TX)""",-1.0,,1,3,2008-2010
8,48017,"""Bailey, (TX)""",-1.0,,1,3,2008-2010
9,48019,"""Bandera, (TX)""",-1.0,,1,3,2008-2010
10,48021,"""Bastrop, (TX)""",-1.0,,1,3,2008-2010
11,48023,"""Baylor, (TX)""",-1.0,,1,3,2008-2010
12,48025,"""Bee, (TX)""",29.0,26.3 - 34.2 (6),1,3,2008-2010
13,48027,"""Bell, (TX)""",35.3,34.3 - 38.8 (6),1,3,2008-2010
14,48029,"""Bexar, (TX)""",23.4,21.7 - 26.2 (6),1,3,2008-2010
15,48031,"""Blanco, (TX)""",-1.0,,1,3,2008-2010
16,48033,"""Borden, (TX)""",-1.0,,1,3,2008-2010
17,48035,"""Bosque, (TX)""",-1.0,,1,3,2008-2010
18,48037,"""Bowie, (TX)""",-1.0,,1,3,2008-2010
19,48039,"""Brazoria, (TX)""",-1.0,,1,3,2008-2010
20,48041,"""Brazos, (TX)""",-1.0,,1,3,2008-2010
21,48043,"""Brewster, (TX)""",-1.0,,1,3,2008-2010
22,48045,"""Briscoe, (TX)""",-1.0,,1,3,2008-2010
23,48047,"""Brooks, (TX)""",88.7,38.9 - 88.7 (6),1,3,2008-2010
24,48049,"""Brown, (TX)""",-1.0,,1,3,2008-2010
25,48051,"""Burleson, (TX)""",-1.0,,1,3,2008-2010
26,48053,"""Burnet, (TX)""",-1.0,,1,3,2008-2010
27,48055,"""Caldwell, (TX)""",-1.0,,1,3,2008-2010
28,48057,"""Calhoun, (TX)""",-1.0,,1,3,2008-2010
29,48059,"""Callahan, (TX)""",-1.0,,1,3,2008-2010
30,48061,"""Cameron, (TX)""",25.4,21.7 - 26.2 (6),1,3,2008-2010
31,48063,"""Camp, (TX)""",-1.0,,1,3,2008-2010
32,48065,"""Carson, (TX)""",-1.0,,1,3,2008-2010
33,48067,"""Cass, (TX)""",-1.0,,1,3,2008-2010
34,48069,"""Castro, (TX)""",-1.0,,1,3,2008-2010
35,48071,"""Chambers, (TX)""",-1.0,,1,3,2008-2010
36,48073,"""Cherokee, (TX)""",-1.0,,1,3,2008-2010
37,48075,"""Childress, (TX)""",-1.0,,1,3,2008-2010
38,48077,"""Clay, (TX)""",-1.0,,1,3,2008-2010
39,48079,"""Cochran, (TX)""",-1.0,,1,3,2008-2010
40,48081,"""Coke, (TX)""",-1.0,,1,3,2008-2010
41,48083,"""Coleman, (TX)""",-1.0,,1,3,2008-2010
42,48085,"""Collin, (TX)""",21.6,12.3 - 21.6 (7),1,3,2008-2010
43,48087,"""Collingsworth, (TX)""",-1.0,,1,3,2008-2010
44,48089,"""Colorado, (TX)""",-1.0,,1,3,2008-2010
45,48091,"""Comal, (TX)""",-1.0,,1,3,2008-2010
46,48093,"""Comanche, (TX)""",-1.0,,1,3,2008-2010
47,48095,"""Concho, (TX)""",-1.0,,1,3,2008-2010
48,48097,"""Cooke, (TX)""",-1.0,,1,3,2008-2010
49,48099,"""Coryell, (TX)""",-1.0,,1,3,2008-2010
50,48101,"""Cottle, (TX)""",-1.0,,1,3,2008-2010
51,48103,"""Crane, (TX)""",-1.0,,1,3,2008-2010
52,48105,"""Crockett, (TX)""",-1.0,,1,3,2008-2010
53,48107,"""Crosby, (TX)""",-1.0,,1,3,2008-2010
54,48109,"""Culberson, (TX)""",-1.0,,1,3,2008-2010
55,48111,"""Dallam, (TX)""",-1.0,,1,3,2008-2010
56,48113,"""Dallas, (TX)""",13.0,12.3 - 21.6 (7),1,3,2008-2010
57,48115,"""Dawson, (TX)""",-1.0,,1,3,2008-2010
58,48117,"""Deaf Smith, (TX)""",-1.0,,1,3,2008-2010
59,48119,"""Delta, (TX)""",-1.0,,1,3,2008-2010
60,48121,"""Denton, (TX)""",-1.0,,1,3,2008-2010
61,48123,"""DeWitt, (TX)""",-1.0,,1,3,2008-2010
62,48125,"""Dickens, (TX)""",-1.0,,1,3,2008-2010
63,48127,"""Dimmit, (TX)""",61.3,38.9 - 88.7 (6),1,3,2008-2010
64,48129,"""Donley, (TX)""",-1.0,,1,3,2008-2010
65,48131,"""Duval, (TX)""",-1.0,,1,3,2008-2010
66,48133,"""Eastland, (TX)""",-1.0,,1,3,2008-2010
67,48135,"""Ector, (TX)""",26.2,21.7 - 26.2 (6),1,3,2008-2010
68,48137,"""Edwards, (TX)""",-1.0,,1,3,2008-2010
69,48139,"""Ellis, (TX)""",-1.0,,1,3,2008-2010
70,48141,"""El Paso, (TX)""",12.3,12.3 - 21.6 (7),1,3,2008-2010
71,48143,"""Erath, (TX)""",-1.0,,1,3,2008-2010
72,48145,"""Falls, (TX)""",-1.0,,1,3,2008-2010
73,48147,"""Fannin, (TX)""",-1.0,,1,3,2008-2010
74,48149,"""Fayette, (TX)""",-1.0,,1,3,2008-2010
75,48151,"""Fisher, (TX)""",-1.0,,1,3,2008-2010
76,48153,"""Floyd, (TX)""",-1.0,,1,3,2008-2010
77,48155,"""Foard, (TX)""",-1.0,,1,3,2008-2010
78,48157,"""Fort Bend, (TX)""",16.1,12.3 - 21.6 (7),1,3,2008-2010
79,48159,"""Franklin, (TX)""",-1.0,,1,3,2008-2010
80,48161,"""Freestone, (TX)""",-1.0,,1,3,2008-2010
81,48163,"""Frio, (TX)""",-1.0,,1,3,2008-2010
82,48165,"""Gaines, (TX)""",-1.0,,1,3,2008-2010
83,48167,"""Galveston, (TX)""",44.7,38.9 - 88.7 (6),1,3,2008-2010
84,48169,"""Garza, (TX)""",-1.0,,1,3,2008-2010
85,48171,"""Gillespie, (TX)""",-1.0,,1,3,2008-2010
86,48173,"""Glasscock, (TX)""",-1.0,,1,3,2008-2010
87,48175,"""Goliad, (TX)""",-1.0,,1,3,2008-2010
88,48177,"""Gonzales, (TX)""",-1.0,,1,3,2008-2010
89,48179,"""Gray, (TX)""",-1.0,,1,3,2008-2010
90,48181,"""Grayson, (TX)""",-1.0,,1,3,2008-2010
91,48183,"""Gregg, (TX)""",-1.0,,1,3,2008-2010
92,48185,"""Grimes, (TX)""",-1.0,,1,3,2008-2010
93,48187,"""Guadalupe, (TX)""",34.2,26.3 - 34.2 (6),1,3,2008-2010
94,48189,"""Hale, (TX)""",-1.0,,1,3,2008-2010
95,48191,"""Hall, (TX)""",-1.0,,1,3,2008-2010
96,48193,"""Hamilton, (TX)""",-1.0,,1,3,2008-2010
97,48195,"""Hansford, (TX)""",-1.0,,1,3,2008-2010
98,48197,"""Hardeman, (TX)""",-1.0,,1,3,2008-2010
99,48199,"""Hardin, (TX)""",-1.0,,1,3,2008-2010
100,48201,"""Harris, (TX)""",18.1,12.3 - 21.6 (7),1,3,2008-2010
101,48203,"""Harrison, (TX)""",-1.0,,1,3,2008-2010
102,48205,"""Hartley, (TX)""",-1.0,,1,3,2008-2010
103,48207,"""Haskell, (TX)""",-1.0,,1,3,2008-2010
104,48209,"""Hays, (TX)""",-1.0,,1,3,2008-2010
105,48211,"""Hemphill, (TX)""",-1.0,,1,3,2008-2010
106,48213,"""Henderson, (TX)""",-1.0,,1,3,2008-2010
107,48215,"""Hidalgo, (TX)""",26.9,26.3 - 34.2 (6),1,3,2008-2010
108,48217,"""Hill, (TX)""",-1.0,,1,3,2008-2010
109,48219,"""Hockley, (TX)""",-1.0,,1,3,2008-2010
110,48221,"""Hood, (TX)""",-1.0,,1,3,2008-2010
111,48223,"""Hopkins, (TX)""",-1.0,,1,3,2008-2010
112,48225,"""Houston, (TX)""",-1.0,,1,3,2008-2010
113,48227,"""Howard, (TX)""",-1.0,,1,3,2008-2010
114,48229,"""Hudspeth, (TX)""",-1.0,,1,3,2008-2010
115,48231,"""Hunt, (TX)""",-1.0,,1,3,2008-2010
116,48233,"""Hutchinson, (TX)""",-1.0,,1,3,2008-2010
117,48235,"""Irion, (TX)""",-1.0,,1,3,2008-2010
118,48237,"""Jack, (TX)""",-1.0,,1,3,2008-2010
119,48239,"""Jackson, (TX)""",-1.0,,1,3,2008-2010
120,48241,"""Jasper, (TX)""",-1.0,,1,3,2008-2010
121,48243,"""Jeff Davis, (TX)""",-1.0,,1,3,2008-2010
122,48245,"""Jefferson, (TX)""",-1.0,,1,3,2008-2010
123,48247,"""Jim Hogg, (TX)""",-1.0,,1,3,2008-2010
124,48249,"""Jim Wells, (TX)""",65.3,38.9 - 88.7 (6),1,3,2008-2010
125,48251,"""Johnson, (TX)""",-1.0,,1,3,2008-2010
126,48253,"""Jones, (TX)""",-1.0,,1,3,2008-2010
127,48255,"""Karnes, (TX)""",-1.0,,1,3,2008-2010
128,48257,"""Kaufman, (TX)""",-1.0,,1,3,2008-2010
129,48259,"""Kendall, (TX)""",-1.0,,1,3,2008-2010
130,48261,"""Kenedy, (TX)""",-1.0,,1,3,2008-2010
131,48263,"""Kent, (TX)""",-1.0,,1,3,2008-2010
132,48265,"""Kerr, (TX)""",-1.0,,1,3,2008-2010
133,48267,"""Kimble, (TX)""",-1.0,,1,3,2008-2010
134,48269,"""King, (TX)""",-1.0,,1,3,2008-2010
135,48271,"""Kinney, (TX)""",-1.0,,1,3,2008-2010
136,48273,"""Kleberg, (TX)""",79.9,38.9 - 88.7 (6),1,3,2008-2010
137,48275,"""Knox, (TX)""",-1.0,,1,3,2008-2010
138,48277,"""Lamar, (TX)""",-1.0,,1,3,2008-2010
139,48279,"""Lamb, (TX)""",-1.0,,1,3,2008-2010
140,48281,"""Lampasas, (TX)""",-1.0,,1,3,2008-2010
141,48283,"""La Salle, (TX)""",-1.0,,1,3,2008-2010
142,48285,"""Lavaca, (TX)""",-1.0,,1,3,2008-2010
143,48287,"""Lee, (TX)""",-1.0,,1,3,2008-2010
144,48289,"""Leon, (TX)""",-1.0,,1,3,2008-2010
145,48291,"""Liberty, (TX)""",-1.0,,1,3,2008-2010
146,48293,"""Limestone, (TX)""",-1.0,,1,3,2008-2010
147,48295,"""Lipscomb, (TX)""",-1.0,,1,3,2008-2010
148,48297,"""Live Oak, (TX)""",-1.0,,1,3,2008-2010
149,48299,"""Llano, (TX)""",-1.0,,1,3,2008-2010
150,48301,"""Loving, (TX)""",-1.0,,1,3,2008-2010
151,48303,"""Lubbock, (TX)""",35.2,34.3 - 38.8 (6),1,3,2008-2010
152,48305,"""Lynn, (TX)""",-1.0,,1,3,2008-2010
153,48307,"""McCulloch, (TX)""",-1.0,,1,3,2008-2010
154,48309,"""McLennan, (TX)""",-1.0,,1,3,2008-2010
155,48311,"""McMullen, (TX)""",-1.0,,1,3,2008-2010
156,48313,"""Madison, (TX)""",-1.0,,1,3,2008-2010
157,48315,"""Marion, (TX)""",-1.0,,1,3,2008-2010
158,48317,"""Martin, (TX)""",-1.0,,1,3,2008-2010
159,48319,"""Mason, (TX)""",-1.0,,1,3,2008-2010
160,48321,"""Matagorda, (TX)""",-1.0,,1,3,2008-2010
161,48323,"""Maverick, (TX)""",32.0,26.3 - 34.2 (6),1,3,2008-2010
162,48325,"""Medina, (TX)""",-1.0,,1,3,2008-2010
163,48327,"""Menard, (TX)""",-1.0,,1,3,2008-2010
164,48329,"""Midland, (TX)""",34.6,34.3 - 38.8 (6),1,3,2008-2010
165,48331,"""Milam, (TX)""",-1.0,,1,3,2008-2010
166,48333,"""Mills, (TX)""",-1.0,,1,3,2008-2010
167,48335,"""Mitchell, (TX)""",-1.0,,1,3,2008-2010
168,48337,"""Montague, (TX)""",-1.0,,1,3,2008-2010
169,48339,"""Montgomery, (TX)""",-1.0,,1,3,2008-2010
170,48341,"""Moore, (TX)""",-1.0,,1,3,2008-2010
171,48343,"""Morris, (TX)""",-1.0,,1,3,2008-2010
172,48345,"""Motley, (TX)""",-1.0,,1,3,2008-2010
173,48347,"""Nacogdoches, (TX)""",-1.0,,1,3,2008-2010
174,48349,"""Navarro, (TX)""",-1.0,,1,3,2008-2010
175,48351,"""Newton, (TX)""",-1.0,,1,3,2008-2010
176,48353,"""Nolan, (TX)""",-1.0,,1,3,2008-2010
177,48355,"""Nueces, (TX)""",34.3,34.3 - 38.8 (6),1,3,2008-2010
178,48357,"""Ochiltree, (TX)""",-1.0,,1,3,2008-2010
179,48359,"""Oldham, (TX)""",-1.0,,1,3,2008-2010
180,48361,"""Orange, (TX)""",-1.0,,1,3,2008-2010
181,48363,"""Palo Pinto, (TX)""",-1.0,,1,3,2008-2010
182,48365,"""Panola, (TX)""",-1.0,,1,3,2008-2010
183,48367,"""Parker, (TX)""",-1.0,,1,3,2008-2010
184,48369,"""Parmer, (TX)""",-1.0,,1,3,2008-2010
185,48371,"""Pecos, (TX)""",-1.0,,1,3,2008-2010
186,48373,"""Polk, (TX)""",-1.0,,1,3,2008-2010
187,48375,"""Potter, (TX)""",-1.0,,1,3,2008-2010
188,48377,"""Presidio, (TX)""",-1.0,,1,3,2008-2010
189,48379,"""Rains, (TX)""",-1.0,,1,3,2008-2010
190,48381,"""Randall, (TX)""",-1.0,,1,3,2008-2010
191,48383,"""Reagan, (TX)""",-1.0,,1,3,2008-2010
192,48385,"""Real, (TX)""",-1.0,,1,3,2008-2010
193,48387,"""Red River, (TX)""",-1.0,,1,3,2008-2010
194,48389,"""Reeves, (TX)""",-1.0,,1,3,2008-2010
195,48391,"""Refugio, (TX)""",-1.0,,1,3,2008-2010
196,48393,"""Roberts, (TX)""",-1.0,,1,3,2008-2010
197,48395,"""Robertson, (TX)""",-1.0,,1,3,2008-2010
198,48397,"""Rockwall, (TX)""",-1.0,,1,3,2008-2010
199,48399,"""Runnels, (TX)""",-1.0,,1,3,2008-2010
200,48401,"""Rusk, (TX)""",-1.0,,1,3,2008-2010
201,48403,"""Sabine, (TX)""",-1.0,,1,3,2008-2010
202,48405,"""San Augustine, (TX)""",-1.0,,1,3,2008-2010
203,48407,"""San Jacinto, (TX)""",-1.0,,1,3,2008-2010
204,48409,"""San Patricio, (TX)""",56.7,38.9 - 88.7 (6),1,3,2008-2010
205,48411,"""San Saba, (TX)""",-1.0,,1,3,2008-2010
206,48413,"""Schleicher, (TX)""",-1.0,,1,3,2008-2010
207,48415,"""Scurry, (TX)""",-1.0,,1,3,2008-2010
208,48417,"""Shackelford, (TX)""",-1.0,,1,3,2008-2010
209,48419,"""Shelby, (TX)""",-1.0,,1,3,2008-2010
210,48421,"""Sherman, (TX)""",-1.0,,1,3,2008-2010
211,48423,"""Smith, (TX)""",-1.0,,1,3,2008-2010
212,48425,"""Somervell, (TX)""",-1.0,,1,3,2008-2010
213,48427,"""Starr, (TX)""",33.3,26.3 - 34.2 (6),1,3,2008-2010
214,48429,"""Stephens, (TX)""",-1.0,,1,3,2008-2010
215,48431,"""Sterling, (TX)""",-1.0,,1,3,2008-2010
216,48433,"""Stonewall, (TX)""",-1.0,,1,3,2008-2010
217,48435,"""Sutton, (TX)""",-1.0,,1,3,2008-2010
218,48437,"""Swisher, (TX)""",-1.0,,1,3,2008-2010
219,48439,"""Tarrant, (TX)""",23.0,21.7 - 26.2 (6),1,3,2008-2010
220,48441,"""Taylor, (TX)""",-1.0,,1,3,2008-2010
221,48443,"""Terrell, (TX)""",-1.0,,1,3,2008-2010
222,48445,"""Terry, (TX)""",-1.0,,1,3,2008-2010
223,48447,"""Throckmorton, (TX)""",-1.0,,1,3,2008-2010
224,48449,"""Titus, (TX)""",-1.0,,1,3,2008-2010
225,48451,"""Tom Green, (TX)""",-1.0,,1,3,2008-2010
226,48453,"""Travis, (TX)""",20.3,12.3 - 21.6 (7),1,3,2008-2010
227,48455,"""Trinity, (TX)""",-1.0,,1,3,2008-2010
228,48457,"""Tyler, (TX)""",-1.0,,1,3,2008-2010
229,48459,"""Upshur, (TX)""",-1.0,,1,3,2008-2010
230,48461,"""Upton, (TX)""",-1.0,,1,3,2008-2010
231,48463,"""Uvalde, (TX)""",26.0,21.7 - 26.2 (6),1,3,2008-2010
232,48465,"""Val Verde, (TX)""",22.1,21.7 - 26.2 (6),1,3,2008-2010
233,48467,"""Van Zandt, (TX)""",-1.0,,1,3,2008-2010
234,48469,"""Victoria, (TX)""",36.3,34.3 - 38.8 (6),1,3,2008-2010
235,48471,"""Walker, (TX)""",-1.0,,1,3,2008-2010
236,48473,"""Waller, (TX)""",-1.0,,1,3,2008-2010
237,48475,"""Ward, (TX)""",-1.0,,1,3,2008-2010
238,48477,"""Washington, (TX)""",-1.0,,1,3,2008-2010
239,48479,"""Webb, (TX)""",19.0,12.3 - 21.6 (7),1,3,2008-2010
240,48481,"""Wharton, (TX)""",-1.0,,1,3,2008-2010
241,48483,"""Wheeler, (TX)""",-1.0,,1,3,2008-2010
242,48485,"""Wichita, (TX)""",-1.0,,1,3,2008-2010
243,48487,"""Wilbarger, (TX)""",-1.0,,1,3,2008-2010
244,48489,"""Willacy, (TX)""",38.8,34.3 - 38.8 (6),1,3,2008-2010
