"cnty_fips","display_name","Value","theme_range"
48143,"""Erath, (TX)""",19.3,"18.6 - 22.0 (41)"
48145,"""Falls, (TX)""",36.7,"25.9 - 46.3 (40)"
48147,"""Fannin, (TX)""",23.4,"22.1 - 25.8 (40)"
48149,"""Fayette, (TX)""",16.1,"14.9 - 18.5 (40)"
48151,"""Fisher, (TX)""",-1,
48153,"""Floyd, (TX)""",15.4,"14.9 - 18.5 (40)"
48155,"""Foard, (TX)""",-1,
48157,"""Fort Bend, (TX)""",14.8,"9.6 - 14.8 (41)"
48159,"""Franklin, (TX)""",30.1,"25.9 - 46.3 (40)"
48161,"""Freestone, (TX)""",37.4,"25.9 - 46.3 (40)"
48163,"""Frio, (TX)""",27.9,"25.9 - 46.3 (40)"
48165,"""Gaines, (TX)""",20.2,"18.6 - 22.0 (41)"
48167,"""Galveston, (TX)""",21.2,"18.6 - 22.0 (41)"
48169,"""Garza, (TX)""",25.7,"22.1 - 25.8 (40)"
48171,"""Gillespie, (TX)""",11.9,"9.6 - 14.8 (41)"
48173,"""Glasscock, (TX)""",-1,
48175,"""Goliad, (TX)""",23.8,"22.1 - 25.8 (40)"
48177,"""Gonzales, (TX)""",20.4,"18.6 - 22.0 (41)"
48179,"""Gray, (TX)""",18.7,"18.6 - 22.0 (41)"
48181,"""Grayson, (TX)""",17.7,"14.9 - 18.5 (40)"
48183,"""Gregg, (TX)""",18.3,"14.9 - 18.5 (40)"
48185,"""Grimes, (TX)""",15.9,"14.9 - 18.5 (40)"
48187,"""Guadalupe, (TX)""",22.7,"22.1 - 25.8 (40)"
48189,"""Hale, (TX)""",17,"14.9 - 18.5 (40)"
48191,"""Hall, (TX)""",18,"14.9 - 18.5 (40)"
48193,"""Hamilton, (TX)""",44.4,"25.9 - 46.3 (40)"
48195,"""Hansford, (TX)""",-1,
48197,"""Hardeman, (TX)""",12.7,"9.6 - 14.8 (41)"
48199,"""Hardin, (TX)""",20.3,"18.6 - 22.0 (41)"
48201,"""Harris, (TX)""",17.5,"14.9 - 18.5 (40)"
48203,"""Harrison, (TX)""",21.9,"18.6 - 22.0 (41)"
48205,"""Hartley, (TX)""",-1,
48207,"""Haskell, (TX)""",22.5,"22.1 - 25.8 (40)"
48209,"""Hays, (TX)""",12.7,"9.6 - 14.8 (41)"
48211,"""Hemphill, (TX)""",-1,
48213,"""Henderson, (TX)""",22.1,"22.1 - 25.8 (40)"
48215,"""Hidalgo, (TX)""",22.1,"22.1 - 25.8 (40)"
48217,"""Hill, (TX)""",24,"22.1 - 25.8 (40)"
48219,"""Hockley, (TX)""",46.3,"25.9 - 46.3 (40)"
48221,"""Hood, (TX)""",9.9,"9.6 - 14.8 (41)"
48223,"""Hopkins, (TX)""",24.8,"22.1 - 25.8 (40)"
48225,"""Houston, (TX)""",23.2,"22.1 - 25.8 (40)"
48227,"""Howard, (TX)""",25.2,"22.1 - 25.8 (40)"
48229,"""Hudspeth, (TX)""",-1,
48231,"""Hunt, (TX)""",21.8,"18.6 - 22.0 (41)"
48233,"""Hutchinson, (TX)""",11.8,"9.6 - 14.8 (41)"
48235,"""Irion, (TX)""",-1,
48237,"""Jack, (TX)""",23.8,"22.1 - 25.8 (40)"
48239,"""Jackson, (TX)""",11.9,"9.6 - 14.8 (41)"
48241,"""Jasper, (TX)""",19.3,"18.6 - 22.0 (41)"
48243,"""Jeff Davis, (TX)""",-1,
48245,"""Jefferson, (TX)""",20,"18.6 - 22.0 (41)"
48247,"""Jim Hogg, (TX)""",-1,
48249,"""Jim Wells, (TX)""",33.8,"25.9 - 46.3 (40)"
48251,"""Johnson, (TX)""",22.4,"22.1 - 25.8 (40)"
48253,"""Jones, (TX)""",30.3,"25.9 - 46.3 (40)"
48255,"""Karnes, (TX)""",16.1,"14.9 - 18.5 (40)"
48257,"""Kaufman, (TX)""",24.9,"22.1 - 25.8 (40)"
48259,"""Kendall, (TX)""",10.7,"9.6 - 14.8 (41)"
48261,"""Kenedy, (TX)""",-1,
48263,"""Kent, (TX)""",-1,
48265,"""Kerr, (TX)""",10.5,"9.6 - 14.8 (41)"
48267,"""Kimble, (TX)""",-1,
48269,"""King, (TX)""",-1,
48271,"""Kinney, (TX)""",-1,
48273,"""Kleberg, (TX)""",26.9,"25.9 - 46.3 (40)"
48275,"""Knox, (TX)""",-1,
48277,"""Lamar, (TX)""",20.5,"18.6 - 22.0 (41)"
48279,"""Lamb, (TX)""",24.1,"22.1 - 25.8 (40)"
48281,"""Lampasas, (TX)""",15.3,"14.9 - 18.5 (40)"
48283,"""La Salle, (TX)""",-1,
48285,"""Lavaca, (TX)""",11.6,"9.6 - 14.8 (41)"
48287,"""Lee, (TX)""",18.3,"14.9 - 18.5 (40)"
48289,"""Leon, (TX)""",22.3,"22.1 - 25.8 (40)"
48291,"""Liberty, (TX)""",31.8,"25.9 - 46.3 (40)"
48293,"""Limestone, (TX)""",27.9,"25.9 - 46.3 (40)"
48295,"""Lipscomb, (TX)""",-1,
48297,"""Live Oak, (TX)""",26.3,"25.9 - 46.3 (40)"
48299,"""Llano, (TX)""",13.3,"9.6 - 14.8 (41)"
48301,"""Loving, (TX)""",-1,
48303,"""Lubbock, (TX)""",23.1,"22.1 - 25.8 (40)"
48305,"""Lynn, (TX)""",17.1,"14.9 - 18.5 (40)"
48307,"""McCulloch, (TX)""",15,"14.9 - 18.5 (40)"
48309,"""McLennan, (TX)""",15.3,"14.9 - 18.5 (40)"
48311,"""McMullen, (TX)""",-1,
48313,"""Madison, (TX)""",10.7,"9.6 - 14.8 (41)"
48315,"""Marion, (TX)""",22.9,"22.1 - 25.8 (40)"
48317,"""Martin, (TX)""",-1,
48319,"""Mason, (TX)""",-1,
48321,"""Matagorda, (TX)""",16,"14.9 - 18.5 (40)"
48323,"""Maverick, (TX)""",39.1,"25.9 - 46.3 (40)"
48325,"""Medina, (TX)""",21.7,"18.6 - 22.0 (41)"
48327,"""Menard, (TX)""",-1,
48329,"""Midland, (TX)""",9.8,"9.6 - 14.8 (41)"
48331,"""Milam, (TX)""",16.9,"14.9 - 18.5 (40)"
48333,"""Mills, (TX)""",20.4,"18.6 - 22.0 (41)"
48335,"""Mitchell, (TX)""",11.3,"9.6 - 14.8 (41)"
48337,"""Montague, (TX)""",30.6,"25.9 - 46.3 (40)"
48339,"""Montgomery, (TX)""",20.3,"18.6 - 22.0 (41)"
48341,"""Moore, (TX)""",21,"18.6 - 22.0 (41)"
48343,"""Morris, (TX)""",15.6,"14.9 - 18.5 (40)"
48345,"""Motley, (TX)""",-1,
48347,"""Nacogdoches, (TX)""",22.5,"22.1 - 25.8 (40)"
48349,"""Navarro, (TX)""",18.5,"14.9 - 18.5 (40)"
48351,"""Newton, (TX)""",23.4,"22.1 - 25.8 (40)"
48353,"""Nolan, (TX)""",33.3,"25.9 - 46.3 (40)"
48355,"""Nueces, (TX)""",18.9,"18.6 - 22.0 (41)"
48357,"""Ochiltree, (TX)""",-1,
48359,"""Oldham, (TX)""",-1,
48361,"""Orange, (TX)""",24.3,"22.1 - 25.8 (40)"
48363,"""Palo Pinto, (TX)""",22.6,"22.1 - 25.8 (40)"
48365,"""Panola, (TX)""",29.5,"25.9 - 46.3 (40)"
48367,"""Parker, (TX)""",14.9,"14.9 - 18.5 (40)"
48369,"""Parmer, (TX)""",-1,
48371,"""Pecos, (TX)""",25.4,"22.1 - 25.8 (40)"
48373,"""Polk, (TX)""",23.6,"22.1 - 25.8 (40)"
48375,"""Potter, (TX)""",15.5,"14.9 - 18.5 (40)"
48377,"""Presidio, (TX)""",-1,
48379,"""Rains, (TX)""",29.6,"25.9 - 46.3 (40)"
48381,"""Randall, (TX)""",12.3,"9.6 - 14.8 (41)"
48383,"""Reagan, (TX)""",-1,
48385,"""Real, (TX)""",20.5,"18.6 - 22.0 (41)"
48387,"""Red River, (TX)""",39.4,"25.9 - 46.3 (40)"
48389,"""Reeves, (TX)""",14,"9.6 - 14.8 (41)"
48391,"""Refugio, (TX)""",11.8,"9.6 - 14.8 (41)"
48393,"""Roberts, (TX)""",-1,
48395,"""Robertson, (TX)""",21,"18.6 - 22.0 (41)"
48397,"""Rockwall, (TX)""",12,"9.6 - 14.8 (41)"
48399,"""Runnels, (TX)""",10.4,"9.6 - 14.8 (41)"
48401,"""Rusk, (TX)""",27.7,"25.9 - 46.3 (40)"
48403,"""Sabine, (TX)""",22.9,"22.1 - 25.8 (40)"
48405,"""San Augustine, (TX)""",19.1,"18.6 - 22.0 (41)"
48407,"""San Jacinto, (TX)""",32.8,"25.9 - 46.3 (40)"
48409,"""San Patricio, (TX)""",19.8,"18.6 - 22.0 (41)"
48411,"""San Saba, (TX)""",13.9,"9.6 - 14.8 (41)"
48413,"""Schleicher, (TX)""",-1,
48415,"""Scurry, (TX)""",23.3,"22.1 - 25.8 (40)"
48417,"""Shackelford, (TX)""",21.4,"18.6 - 22.0 (41)"
48419,"""Shelby, (TX)""",21.7,"18.6 - 22.0 (41)"
48421,"""Sherman, (TX)""",-1,
48423,"""Smith, (TX)""",14.3,"9.6 - 14.8 (41)"
48425,"""Somervell, (TX)""",22.6,"22.1 - 25.8 (40)"
48427,"""Starr, (TX)""",29.8,"25.9 - 46.3 (40)"
48429,"""Stephens, (TX)""",31.4,"25.9 - 46.3 (40)"
48431,"""Sterling, (TX)""",-1,
48433,"""Stonewall, (TX)""",-1,
48435,"""Sutton, (TX)""",-1,
48437,"""Swisher, (TX)""",9.6,"9.6 - 14.8 (41)"
48439,"""Tarrant, (TX)""",13.8,"9.6 - 14.8 (41)"
48441,"""Taylor, (TX)""",14.5,"9.6 - 14.8 (41)"
48443,"""Terrell, (TX)""",-1,
48445,"""Terry, (TX)""",32.6,"25.9 - 46.3 (40)"
48447,"""Throckmorton, (TX)""",-1,
48449,"""Titus, (TX)""",22.8,"22.1 - 25.8 (40)"
48451,"""Tom Green, (TX)""",12.4,"9.6 - 14.8 (41)"
48453,"""Travis, (TX)""",12.8,"9.6 - 14.8 (41)"
48455,"""Trinity, (TX)""",34.7,"25.9 - 46.3 (40)"
48457,"""Tyler, (TX)""",26.3,"25.9 - 46.3 (40)"
48459,"""Upshur, (TX)""",25.8,"22.1 - 25.8 (40)"
48461,"""Upton, (TX)""",-1,
48463,"""Uvalde, (TX)""",16.1,"14.9 - 18.5 (40)"
48465,"""Val Verde, (TX)""",20.2,"18.6 - 22.0 (41)"
48467,"""Van Zandt, (TX)""",19.4,"18.6 - 22.0 (41)"
48469,"""Victoria, (TX)""",16.8,"14.9 - 18.5 (40)"
48471,"""Walker, (TX)""",20.8,"18.6 - 22.0 (41)"
48473,"""Waller, (TX)""",23.2,"22.1 - 25.8 (40)"
48475,"""Ward, (TX)""",12.6,"9.6 - 14.8 (41)"
48477,"""Washington, (TX)""",12.1,"9.6 - 14.8 (41)"
48479,"""Webb, (TX)""",24.3,"22.1 - 25.8 (40)"
48481,"""Wharton, (TX)""",15.2,"14.9 - 18.5 (40)"
48483,"""Wheeler, (TX)""",11.6,"9.6 - 14.8 (41)"
48485,"""Wichita, (TX)""",15.7,"14.9 - 18.5 (40)"
48487,"""Wilbarger, (TX)""",17,"14.9 - 18.5 (40)"
48489,"""Willacy, (TX)""",30.2,"25.9 - 46.3 (40)"
48491,"""Williamson, (TX)""",11.5,"9.6 - 14.8 (41)"
48493,"""Wilson, (TX)""",19.1,"18.6 - 22.0 (41)"
48495,"""Winkler, (TX)""",-1,
48497,"""Wise, (TX)""",18.5,"14.9 - 18.5 (40)"
48499,"""Wood, (TX)""",23.2,"22.1 - 25.8 (40)"
48501,"""Yoakum, (TX)""",-1,
48503,"""Young, (TX)""",20.8,"18.6 - 22.0 (41)"
48505,"""Zapata, (TX)""",29,"25.9 - 46.3 (40)"
48507,"""Zavala, (TX)""",35.2,"25.9 - 46.3 (40)"
