"cnty_fips","display_name","Value","theme_range"
48453,"""Travis, (TX)""",10.7,"4.0 - 12.5 (38)"
48455,"""Trinity, (TX)""",25.2,"21.4 - 41.8 (36)"
48457,"""Tyler, (TX)""",16.7,"15.5 - 18.2 (36)"
48459,"""Upshur, (TX)""",23,"21.4 - 41.8 (36)"
48461,"""Upton, (TX)""",-1,
48463,"""Uvalde, (TX)""",20.3,"18.3 - 21.3 (36)"
48465,"""Val Verde, (TX)""",18.4,"18.3 - 21.3 (36)"
48467,"""Van Zandt, (TX)""",19.1,"18.3 - 21.3 (36)"
48469,"""Victoria, (TX)""",17,"15.5 - 18.2 (36)"
48471,"""Walker, (TX)""",21.3,"18.3 - 21.3 (36)"
48473,"""Waller, (TX)""",15.5,"15.5 - 18.2 (36)"
48475,"""Ward, (TX)""",-1,
48477,"""Washington, (TX)""",12.8,"12.6 - 15.4 (35)"
48479,"""Webb, (TX)""",18.8,"18.3 - 21.3 (36)"
48481,"""Wharton, (TX)""",16.4,"15.5 - 18.2 (36)"
48483,"""Wheeler, (TX)""",-1,
48485,"""Wichita, (TX)""",12.8,"12.6 - 15.4 (35)"
48487,"""Wilbarger, (TX)""",11.3,"4.0 - 12.5 (38)"
48489,"""Willacy, (TX)""",26.4,"21.4 - 41.8 (36)"
48491,"""Williamson, (TX)""",11.5,"4.0 - 12.5 (38)"
48493,"""Wilson, (TX)""",18.5,"18.3 - 21.3 (36)"
48495,"""Winkler, (TX)""",-1,
48497,"""Wise, (TX)""",14.4,"12.6 - 15.4 (35)"
48499,"""Wood, (TX)""",17.2,"15.5 - 18.2 (36)"
48501,"""Yoakum, (TX)""",-1,
48503,"""Young, (TX)""",13.3,"12.6 - 15.4 (35)"
48505,"""Zapata, (TX)""",26.2,"21.4 - 41.8 (36)"
48507,"""Zavala, (TX)""",20.9,"18.3 - 21.3 (36)"
