,cnty_fips,display_name,Y,theme_range,gender,race,year
103,48207,"""Haskell, (TX)""",-1.0,,1,2,2005-2007
104,48209,"""Hays, (TX)""",-1.0,,1,2,2005-2007
105,48211,"""Hemphill, (TX)""",-1.0,,1,2,2005-2007
106,48213,"""Henderson, (TX)""",47.5,45.2 - 72.7 (13),1,2,2005-2007
107,48215,"""Hidalgo, (TX)""",-1.0,,1,2,2005-2007
108,48217,"""Hill, (TX)""",-1.0,,1,2,2005-2007
109,48219,"""Hockley, (TX)""",-1.0,,1,2,2005-2007
110,48221,"""Hood, (TX)""",-1.0,,1,2,2005-2007
111,48223,"""Hopkins, (TX)""",-1.0,,1,2,2005-2007
112,48225,"""Houston, (TX)""",27.3,26.0 - 30.0 (13),1,2,2005-2007
113,48227,"""Howard, (TX)""",-1.0,,1,2,2005-2007
114,48229,"""Hudspeth, (TX)""",-1.0,,1,2,2005-2007
115,48231,"""Hunt, (TX)""",40.0,36.0 - 45.1 (13),1,2,2005-2007
116,48233,"""Hutchinson, (TX)""",-1.0,,1,2,2005-2007
117,48235,"""Irion, (TX)""",-1.0,,1,2,2005-2007
118,48237,"""Jack, (TX)""",-1.0,,1,2,2005-2007
119,48239,"""Jackson, (TX)""",-1.0,,1,2,2005-2007
120,48241,"""Jasper, (TX)""",40.0,36.0 - 45.1 (13),1,2,2005-2007
121,48243,"""Jeff Davis, (TX)""",-1.0,,1,2,2005-2007
122,48245,"""Jefferson, (TX)""",33.7,30.1 - 35.9 (13),1,2,2005-2007
123,48247,"""Jim Hogg, (TX)""",-1.0,,1,2,2005-2007
124,48249,"""Jim Wells, (TX)""",-1.0,,1,2,2005-2007
125,48251,"""Johnson, (TX)""",-1.0,,1,2,2005-2007
126,48253,"""Jones, (TX)""",-1.0,,1,2,2005-2007
127,48255,"""Karnes, (TX)""",-1.0,,1,2,2005-2007
128,48257,"""Kaufman, (TX)""",52.8,45.2 - 72.7 (13),1,2,2005-2007
129,48259,"""Kendall, (TX)""",-1.0,,1,2,2005-2007
130,48261,"""Kenedy, (TX)""",-1.0,,1,2,2005-2007
131,48263,"""Kent, (TX)""",-1.0,,1,2,2005-2007
132,48265,"""Kerr, (TX)""",-1.0,,1,2,2005-2007
133,48267,"""Kimble, (TX)""",-1.0,,1,2,2005-2007
134,48269,"""King, (TX)""",-1.0,,1,2,2005-2007
135,48271,"""Kinney, (TX)""",-1.0,,1,2,2005-2007
136,48273,"""Kleberg, (TX)""",-1.0,,1,2,2005-2007
137,48275,"""Knox, (TX)""",-1.0,,1,2,2005-2007
138,48277,"""Lamar, (TX)""",30.3,30.1 - 35.9 (13),1,2,2005-2007
139,48279,"""Lamb, (TX)""",-1.0,,1,2,2005-2007
140,48281,"""Lampasas, (TX)""",-1.0,,1,2,2005-2007
141,48283,"""La Salle, (TX)""",-1.0,,1,2,2005-2007
142,48285,"""Lavaca, (TX)""",-1.0,,1,2,2005-2007
143,48287,"""Lee, (TX)""",-1.0,,1,2,2005-2007
144,48289,"""Leon, (TX)""",-1.0,,1,2,2005-2007
145,48291,"""Liberty, (TX)""",35.0,30.1 - 35.9 (13),1,2,2005-2007
146,48293,"""Limestone, (TX)""",45.1,36.0 - 45.1 (13),1,2,2005-2007
147,48295,"""Lipscomb, (TX)""",-1.0,,1,2,2005-2007
148,48297,"""Live Oak, (TX)""",-1.0,,1,2,2005-2007
149,48299,"""Llano, (TX)""",-1.0,,1,2,2005-2007
150,48301,"""Loving, (TX)""",-1.0,,1,2,2005-2007
151,48303,"""Lubbock, (TX)""",52.3,45.2 - 72.7 (13),1,2,2005-2007
152,48305,"""Lynn, (TX)""",-1.0,,1,2,2005-2007
153,48307,"""McCulloch, (TX)""",-1.0,,1,2,2005-2007
154,48309,"""McLennan, (TX)""",25.3,15.9 - 25.9 (14),1,2,2005-2007
155,48311,"""McMullen, (TX)""",-1.0,,1,2,2005-2007
156,48313,"""Madison, (TX)""",-1.0,,1,2,2005-2007
157,48315,"""Marion, (TX)""",-1.0,,1,2,2005-2007
158,48317,"""Martin, (TX)""",-1.0,,1,2,2005-2007
159,48319,"""Mason, (TX)""",-1.0,,1,2,2005-2007
160,48321,"""Matagorda, (TX)""",28.7,26.0 - 30.0 (13),1,2,2005-2007
161,48323,"""Maverick, (TX)""",-1.0,,1,2,2005-2007
162,48325,"""Medina, (TX)""",-1.0,,1,2,2005-2007
163,48327,"""Menard, (TX)""",-1.0,,1,2,2005-2007
164,48329,"""Midland, (TX)""",15.9,15.9 - 25.9 (14),1,2,2005-2007
165,48331,"""Milam, (TX)""",-1.0,,1,2,2005-2007
166,48333,"""Mills, (TX)""",-1.0,,1,2,2005-2007
167,48335,"""Mitchell, (TX)""",-1.0,,1,2,2005-2007
168,48337,"""Montague, (TX)""",-1.0,,1,2,2005-2007
169,48339,"""Montgomery, (TX)""",26.9,26.0 - 30.0 (13),1,2,2005-2007
170,48341,"""Moore, (TX)""",-1.0,,1,2,2005-2007
171,48343,"""Morris, (TX)""",24.7,15.9 - 25.9 (14),1,2,2005-2007
172,48345,"""Motley, (TX)""",-1.0,,1,2,2005-2007
173,48347,"""Nacogdoches, (TX)""",49.7,45.2 - 72.7 (13),1,2,2005-2007
174,48349,"""Navarro, (TX)""",19.7,15.9 - 25.9 (14),1,2,2005-2007
175,48351,"""Newton, (TX)""",-1.0,,1,2,2005-2007
176,48353,"""Nolan, (TX)""",-1.0,,1,2,2005-2007
177,48355,"""Nueces, (TX)""",34.7,30.1 - 35.9 (13),1,2,2005-2007
178,48357,"""Ochiltree, (TX)""",-1.0,,1,2,2005-2007
179,48359,"""Oldham, (TX)""",-1.0,,1,2,2005-2007
180,48361,"""Orange, (TX)""",46.0,45.2 - 72.7 (13),1,2,2005-2007
181,48363,"""Palo Pinto, (TX)""",-1.0,,1,2,2005-2007
182,48365,"""Panola, (TX)""",25.4,15.9 - 25.9 (14),1,2,2005-2007
183,48367,"""Parker, (TX)""",-1.0,,1,2,2005-2007
184,48369,"""Parmer, (TX)""",-1.0,,1,2,2005-2007
185,48371,"""Pecos, (TX)""",-1.0,,1,2,2005-2007
186,48373,"""Polk, (TX)""",72.7,45.2 - 72.7 (13),1,2,2005-2007
187,48375,"""Potter, (TX)""",27.4,26.0 - 30.0 (13),1,2,2005-2007
188,48377,"""Presidio, (TX)""",-1.0,,1,2,2005-2007
189,48379,"""Rains, (TX)""",-1.0,,1,2,2005-2007
190,48381,"""Randall, (TX)""",-1.0,,1,2,2005-2007
191,48383,"""Reagan, (TX)""",-1.0,,1,2,2005-2007
192,48385,"""Real, (TX)""",-1.0,,1,2,2005-2007
193,48387,"""Red River, (TX)""",62.0,45.2 - 72.7 (13),1,2,2005-2007
194,48389,"""Reeves, (TX)""",-1.0,,1,2,2005-2007
195,48391,"""Refugio, (TX)""",-1.0,,1,2,2005-2007
196,48393,"""Roberts, (TX)""",-1.0,,1,2,2005-2007
197,48395,"""Robertson, (TX)""",50.6,45.2 - 72.7 (13),1,2,2005-2007
198,48397,"""Rockwall, (TX)""",-1.0,,1,2,2005-2007
199,48399,"""Runnels, (TX)""",-1.0,,1,2,2005-2007
200,48401,"""Rusk, (TX)""",45.0,36.0 - 45.1 (13),1,2,2005-2007
201,48403,"""Sabine, (TX)""",-1.0,,1,2,2005-2007
202,48405,"""San Augustine, (TX)""",39.2,36.0 - 45.1 (13),1,2,2005-2007
203,48407,"""San Jacinto, (TX)""",-1.0,,1,2,2005-2007
204,48409,"""San Patricio, (TX)""",-1.0,,1,2,2005-2007
205,48411,"""San Saba, (TX)""",-1.0,,1,2,2005-2007
206,48413,"""Schleicher, (TX)""",-1.0,,1,2,2005-2007
207,48415,"""Scurry, (TX)""",-1.0,,1,2,2005-2007
208,48417,"""Shackelford, (TX)""",-1.0,,1,2,2005-2007
209,48419,"""Shelby, (TX)""",40.0,36.0 - 45.1 (13),1,2,2005-2007
210,48421,"""Sherman, (TX)""",-1.0,,1,2,2005-2007
211,48423,"""Smith, (TX)""",24.5,15.9 - 25.9 (14),1,2,2005-2007
212,48425,"""Somervell, (TX)""",-1.0,,1,2,2005-2007
213,48427,"""Starr, (TX)""",-1.0,,1,2,2005-2007
214,48429,"""Stephens, (TX)""",-1.0,,1,2,2005-2007
215,48431,"""Sterling, (TX)""",-1.0,,1,2,2005-2007
216,48433,"""Stonewall, (TX)""",-1.0,,1,2,2005-2007
217,48435,"""Sutton, (TX)""",-1.0,,1,2,2005-2007
218,48437,"""Swisher, (TX)""",-1.0,,1,2,2005-2007
219,48439,"""Tarrant, (TX)""",24.3,15.9 - 25.9 (14),1,2,2005-2007
220,48441,"""Taylor, (TX)""",-1.0,,1,2,2005-2007
221,48443,"""Terrell, (TX)""",-1.0,,1,2,2005-2007
222,48445,"""Terry, (TX)""",-1.0,,1,2,2005-2007
223,48447,"""Throckmorton, (TX)""",-1.0,,1,2,2005-2007
224,48449,"""Titus, (TX)""",36.7,36.0 - 45.1 (13),1,2,2005-2007
225,48451,"""Tom Green, (TX)""",-1.0,,1,2,2005-2007
226,48453,"""Travis, (TX)""",27.4,26.0 - 30.0 (13),1,2,2005-2007
227,48455,"""Trinity, (TX)""",48.8,45.2 - 72.7 (13),1,2,2005-2007
228,48457,"""Tyler, (TX)""",-1.0,,1,2,2005-2007
229,48459,"""Upshur, (TX)""",34.3,30.1 - 35.9 (13),1,2,2005-2007
230,48461,"""Upton, (TX)""",-1.0,,1,2,2005-2007
231,48463,"""Uvalde, (TX)""",-1.0,,1,2,2005-2007
232,48465,"""Val Verde, (TX)""",-1.0,,1,2,2005-2007
233,48467,"""Van Zandt, (TX)""",-1.0,,1,2,2005-2007
234,48469,"""Victoria, (TX)""",37.1,36.0 - 45.1 (13),1,2,2005-2007
235,48471,"""Walker, (TX)""",38.0,36.0 - 45.1 (13),1,2,2005-2007
236,48473,"""Waller, (TX)""",35.3,30.1 - 35.9 (13),1,2,2005-2007
237,48475,"""Ward, (TX)""",-1.0,,1,2,2005-2007
238,48477,"""Washington, (TX)""",27.1,26.0 - 30.0 (13),1,2,2005-2007
239,48479,"""Webb, (TX)""",-1.0,,1,2,2005-2007
240,48481,"""Wharton, (TX)""",18.4,15.9 - 25.9 (14),1,2,2005-2007
241,48483,"""Wheeler, (TX)""",-1.0,,1,2,2005-2007
242,48485,"""Wichita, (TX)""",16.3,15.9 - 25.9 (14),1,2,2005-2007
243,48487,"""Wilbarger, (TX)""",-1.0,,1,2,2005-2007
244,48489,"""Willacy, (TX)""",-1.0,,1,2,2005-2007
245,48491,"""Williamson, (TX)""",25.1,15.9 - 25.9 (14),1,2,2005-2007
246,48493,"""Wilson, (TX)""",-1.0,,1,2,2005-2007
247,48495,"""Winkler, (TX)""",-1.0,,1,2,2005-2007
248,48497,"""Wise, (TX)""",-1.0,,1,2,2005-2007
249,48499,"""Wood, (TX)""",-1.0,,1,2,2005-2007
250,48501,"""Yoakum, (TX)""",-1.0,,1,2,2005-2007
251,48503,"""Young, (TX)""",-1.0,,1,2,2005-2007
252,48505,"""Zapata, (TX)""",-1.0,,1,2,2005-2007
253,48507,"""Zavala, (TX)""",-1.0,,1,2,2005-2007
0,48001,"""Anderson, (TX)""",-1.0,,1,3,2005-2007
1,48003,"""Andrews, (TX)""",-1.0,,1,3,2005-2007
2,48005,"""Angelina, (TX)""",-1.0,,1,3,2005-2007
3,48007,"""Aransas, (TX)""",-1.0,,1,3,2005-2007
4,48009,"""Archer, (TX)""",-1.0,,1,3,2005-2007
5,48011,"""Armstrong, (TX)""",-1.0,,1,3,2005-2007
6,48013,"""Atascosa, (TX)""",-1.0,,1,3,2005-2007
7,48015,"""Austin, (TX)""",-1.0,,1,3,2005-2007
8,48017,"""Bailey, (TX)""",-1.0,,1,3,2005-2007
9,48019,"""Bandera, (TX)""",-1.0,,1,3,2005-2007
10,48021,"""Bastrop, (TX)""",-1.0,,1,3,2005-2007
11,48023,"""Baylor, (TX)""",-1.0,,1,3,2005-2007
12,48025,"""Bee, (TX)""",53.0,47.7 - 89.0 (6),1,3,2005-2007
13,48027,"""Bell, (TX)""",-1.0,,1,3,2005-2007
14,48029,"""Bexar, (TX)""",30.1,21.3 - 30.1 (7),1,3,2005-2007
15,48031,"""Blanco, (TX)""",-1.0,,1,3,2005-2007
16,48033,"""Borden, (TX)""",-1.0,,1,3,2005-2007
17,48035,"""Bosque, (TX)""",-1.0,,1,3,2005-2007
18,48037,"""Bowie, (TX)""",-1.0,,1,3,2005-2007
19,48039,"""Brazoria, (TX)""",28.8,21.3 - 30.1 (7),1,3,2005-2007
20,48041,"""Brazos, (TX)""",-1.0,,1,3,2005-2007
21,48043,"""Brewster, (TX)""",-1.0,,1,3,2005-2007
22,48045,"""Briscoe, (TX)""",-1.0,,1,3,2005-2007
23,48047,"""Brooks, (TX)""",65.6,47.7 - 89.0 (6),1,3,2005-2007
24,48049,"""Brown, (TX)""",-1.0,,1,3,2005-2007
25,48051,"""Burleson, (TX)""",-1.0,,1,3,2005-2007
26,48053,"""Burnet, (TX)""",-1.0,,1,3,2005-2007
27,48055,"""Caldwell, (TX)""",-1.0,,1,3,2005-2007
28,48057,"""Calhoun, (TX)""",-1.0,,1,3,2005-2007
29,48059,"""Callahan, (TX)""",-1.0,,1,3,2005-2007
30,48061,"""Cameron, (TX)""",30.1,21.3 - 30.1 (7),1,3,2005-2007
31,48063,"""Camp, (TX)""",-1.0,,1,3,2005-2007
32,48065,"""Carson, (TX)""",-1.0,,1,3,2005-2007
33,48067,"""Cass, (TX)""",-1.0,,1,3,2005-2007
34,48069,"""Castro, (TX)""",-1.0,,1,3,2005-2007
35,48071,"""Chambers, (TX)""",-1.0,,1,3,2005-2007
36,48073,"""Cherokee, (TX)""",-1.0,,1,3,2005-2007
37,48075,"""Childress, (TX)""",-1.0,,1,3,2005-2007
38,48077,"""Clay, (TX)""",-1.0,,1,3,2005-2007
39,48079,"""Cochran, (TX)""",-1.0,,1,3,2005-2007
40,48081,"""Coke, (TX)""",-1.0,,1,3,2005-2007
41,48083,"""Coleman, (TX)""",-1.0,,1,3,2005-2007
42,48085,"""Collin, (TX)""",-1.0,,1,3,2005-2007
43,48087,"""Collingsworth, (TX)""",-1.0,,1,3,2005-2007
44,48089,"""Colorado, (TX)""",-1.0,,1,3,2005-2007
45,48091,"""Comal, (TX)""",-1.0,,1,3,2005-2007
46,48093,"""Comanche, (TX)""",-1.0,,1,3,2005-2007
47,48095,"""Concho, (TX)""",-1.0,,1,3,2005-2007
48,48097,"""Cooke, (TX)""",-1.0,,1,3,2005-2007
49,48099,"""Coryell, (TX)""",-1.0,,1,3,2005-2007
50,48101,"""Cottle, (TX)""",-1.0,,1,3,2005-2007
51,48103,"""Crane, (TX)""",-1.0,,1,3,2005-2007
52,48105,"""Crockett, (TX)""",-1.0,,1,3,2005-2007
53,48107,"""Crosby, (TX)""",-1.0,,1,3,2005-2007
54,48109,"""Culberson, (TX)""",-1.0,,1,3,2005-2007
55,48111,"""Dallam, (TX)""",-1.0,,1,3,2005-2007
56,48113,"""Dallas, (TX)""",15.7,15.6 - 21.2 (7),1,3,2005-2007
57,48115,"""Dawson, (TX)""",89.0,47.7 - 89.0 (6),1,3,2005-2007
58,48117,"""Deaf Smith, (TX)""",-1.0,,1,3,2005-2007
59,48119,"""Delta, (TX)""",-1.0,,1,3,2005-2007
60,48121,"""Denton, (TX)""",-1.0,,1,3,2005-2007
61,48123,"""DeWitt, (TX)""",-1.0,,1,3,2005-2007
62,48125,"""Dickens, (TX)""",-1.0,,1,3,2005-2007
63,48127,"""Dimmit, (TX)""",40.4,34.8 - 47.6 (7),1,3,2005-2007
64,48129,"""Donley, (TX)""",-1.0,,1,3,2005-2007
65,48131,"""Duval, (TX)""",19.9,15.6 - 21.2 (7),1,3,2005-2007
66,48133,"""Eastland, (TX)""",-1.0,,1,3,2005-2007
67,48135,"""Ector, (TX)""",34.4,30.2 - 34.7 (7),1,3,2005-2007
68,48137,"""Edwards, (TX)""",-1.0,,1,3,2005-2007
69,48139,"""Ellis, (TX)""",-1.0,,1,3,2005-2007
70,48141,"""El Paso, (TX)""",15.6,15.6 - 21.2 (7),1,3,2005-2007
71,48143,"""Erath, (TX)""",-1.0,,1,3,2005-2007
72,48145,"""Falls, (TX)""",-1.0,,1,3,2005-2007
73,48147,"""Fannin, (TX)""",-1.0,,1,3,2005-2007
74,48149,"""Fayette, (TX)""",-1.0,,1,3,2005-2007
75,48151,"""Fisher, (TX)""",-1.0,,1,3,2005-2007
76,48153,"""Floyd, (TX)""",-1.0,,1,3,2005-2007
77,48155,"""Foard, (TX)""",-1.0,,1,3,2005-2007
78,48157,"""Fort Bend, (TX)""",15.9,15.6 - 21.2 (7),1,3,2005-2007
79,48159,"""Franklin, (TX)""",-1.0,,1,3,2005-2007
80,48161,"""Freestone, (TX)""",-1.0,,1,3,2005-2007
81,48163,"""Frio, (TX)""",-1.0,,1,3,2005-2007
82,48165,"""Gaines, (TX)""",-1.0,,1,3,2005-2007
83,48167,"""Galveston, (TX)""",30.6,30.2 - 34.7 (7),1,3,2005-2007
84,48169,"""Garza, (TX)""",-1.0,,1,3,2005-2007
85,48171,"""Gillespie, (TX)""",-1.0,,1,3,2005-2007
86,48173,"""Glasscock, (TX)""",-1.0,,1,3,2005-2007
87,48175,"""Goliad, (TX)""",-1.0,,1,3,2005-2007
88,48177,"""Gonzales, (TX)""",-1.0,,1,3,2005-2007
89,48179,"""Gray, (TX)""",-1.0,,1,3,2005-2007
90,48181,"""Grayson, (TX)""",-1.0,,1,3,2005-2007
91,48183,"""Gregg, (TX)""",-1.0,,1,3,2005-2007
92,48185,"""Grimes, (TX)""",-1.0,,1,3,2005-2007
93,48187,"""Guadalupe, (TX)""",-1.0,,1,3,2005-2007
94,48189,"""Hale, (TX)""",-1.0,,1,3,2005-2007
95,48191,"""Hall, (TX)""",-1.0,,1,3,2005-2007
96,48193,"""Hamilton, (TX)""",-1.0,,1,3,2005-2007
97,48195,"""Hansford, (TX)""",-1.0,,1,3,2005-2007
98,48197,"""Hardeman, (TX)""",-1.0,,1,3,2005-2007
99,48199,"""Hardin, (TX)""",-1.0,,1,3,2005-2007
100,48201,"""Harris, (TX)""",21.9,21.3 - 30.1 (7),1,3,2005-2007
101,48203,"""Harrison, (TX)""",-1.0,,1,3,2005-2007
102,48205,"""Hartley, (TX)""",-1.0,,1,3,2005-2007
103,48207,"""Haskell, (TX)""",-1.0,,1,3,2005-2007
104,48209,"""Hays, (TX)""",-1.0,,1,3,2005-2007
105,48211,"""Hemphill, (TX)""",-1.0,,1,3,2005-2007
106,48213,"""Henderson, (TX)""",-1.0,,1,3,2005-2007
107,48215,"""Hidalgo, (TX)""",30.8,30.2 - 34.7 (7),1,3,2005-2007
108,48217,"""Hill, (TX)""",-1.0,,1,3,2005-2007
109,48219,"""Hockley, (TX)""",-1.0,,1,3,2005-2007
110,48221,"""Hood, (TX)""",-1.0,,1,3,2005-2007
111,48223,"""Hopkins, (TX)""",-1.0,,1,3,2005-2007
112,48225,"""Houston, (TX)""",-1.0,,1,3,2005-2007
113,48227,"""Howard, (TX)""",-1.0,,1,3,2005-2007
114,48229,"""Hudspeth, (TX)""",-1.0,,1,3,2005-2007
115,48231,"""Hunt, (TX)""",-1.0,,1,3,2005-2007
116,48233,"""Hutchinson, (TX)""",-1.0,,1,3,2005-2007
117,48235,"""Irion, (TX)""",-1.0,,1,3,2005-2007
118,48237,"""Jack, (TX)""",-1.0,,1,3,2005-2007
119,48239,"""Jackson, (TX)""",-1.0,,1,3,2005-2007
120,48241,"""Jasper, (TX)""",-1.0,,1,3,2005-2007
121,48243,"""Jeff Davis, (TX)""",-1.0,,1,3,2005-2007
122,48245,"""Jefferson, (TX)""",-1.0,,1,3,2005-2007
123,48247,"""Jim Hogg, (TX)""",-1.0,,1,3,2005-2007
124,48249,"""Jim Wells, (TX)""",43.0,34.8 - 47.6 (7),1,3,2005-2007
125,48251,"""Johnson, (TX)""",-1.0,,1,3,2005-2007
126,48253,"""Jones, (TX)""",-1.0,,1,3,2005-2007
127,48255,"""Karnes, (TX)""",-1.0,,1,3,2005-2007
128,48257,"""Kaufman, (TX)""",-1.0,,1,3,2005-2007
