"","county","year","Y","E","SIR","total_pop"
"620","DeWitt","2014-2016",1474.13,462.936870345722,3.1843002673326,35929
"621","Dickens","2005-2007",43.15,50.2867832201273,0.858078350550155,22849
"622","Dickens","2006-2008",42.7,50.2867832201273,0.849129677137697,36491
"623","Dickens","2007-2009",30.02,50.2867832201273,0.596975946315542,3702
"624","Dickens","2008-2010",37.81,50.2867832201273,0.751887426055651,90322
"625","Dickens","2009-2011",46.48,50.2867832201273,0.924298533802345,21704
"626","Dickens","2010-2012",41.81,50.2867832201273,0.831431189721946,1592
"627","Dickens","2011-2013",27.8,50.2867832201273,0.552829157480749,8839
"628","Dickens","2012-2014",26.24,50.2867832201273,0.521807089650894,14756
"629","Dickens","2013-2015",82.07,50.2867832201273,1.6320391710232,35444
"630","Dickens","2014-2016",143,50.2867832201273,2.84368955107004,2236
"631","Dimmit","2005-2007",430.72,244.695848924558,1.76022601892521,254574
"632","Dimmit","2006-2008",374.44,244.695848924558,1.53022620385948,5262
"633","Dimmit","2007-2009",326.82,244.695848924558,1.33561726296698,41318
"634","Dimmit","2008-2010",385.26,244.695848924558,1.57444436304589,160173
"635","Dimmit","2009-2011",404.74,244.695848924558,1.65405339640553,19969
"636","Dimmit","2010-2012",467.51,244.695848924558,1.91057593357106,15051
"637","Dimmit","2011-2013",362.54,244.695848924558,1.48159440216648,114852
"638","Dimmit","2012-2014",317.08,244.695848924558,1.29581274628716,40306
"639","Dimmit","2013-2015",477.25,244.695848924558,1.95038045025088,564
"640","Dimmit","2014-2016",699.1,244.695848924558,2.85701618181328,680
"641","Donley","2005-2007",68.32,77.623438306968,0.88014653164194,50761
"642","Donley","2006-2008",70.03,77.623438306968,0.902175960346678,4432
"643","Donley","2007-2009",56.64,77.623438306968,0.729676515693786,289
"644","Donley","2008-2010",39.14,77.623438306968,0.504229145908453,3631
"645","Donley","2009-2011",43.26,77.623438306968,0.557305898109343,31540
"646","Donley","2010-2012",46.69,77.623438306968,0.601493582587268,3753
"647","Donley","2011-2013",46.69,77.623438306968,0.601493582587268,49401
"648","Donley","2012-2014",33.3,77.623438306968,0.428994137934376,13368
"649","Donley","2013-2015",81.02,77.623438306968,1.04375690857187,20473
"650","Donley","2014-2016",162.04,77.623438306968,2.08751381714373,7418
"651","Duval","2005-2007",346.45,258.533758695564,1.34005710413997,19859
"652","Duval","2006-2008",337.3,258.533758695564,1.30466520775411,16850
"653","Duval","2007-2009",316.72,258.533758695564,1.22506245063707,16966
"654","Duval","2008-2010",291.57,258.533758695564,1.12778308516118,79884
"655","Duval","2009-2011",291.57,258.533758695564,1.12778308516118,23480
"656","Duval","2010-2012",273.27,258.533758695564,1.05699929238946,3495
"657","Duval","2011-2013",250.4,258.533758695564,0.968538891258908,12043
"658","Duval","2012-2014",214.96,258.533758695564,0.831458147224501,20195
"659","Duval","2013-2015",489.38,258.533758695564,1.89290560145481,74
"660","Duval","2014-2016",850.69,258.533758695564,3.29044069251214,298042
"661","Eastland","2005-2007",488.02,413.283194108582,1.18083678929316,5785
"662","Eastland","2006-2008",506.3,413.283194108582,1.22506796118833,8145
"663","Eastland","2007-2009",480.71,413.283194108582,1.1631491598318,245720
"664","Eastland","2008-2010",506.3,413.283194108582,1.22506796118833,600
"665","Eastland","2009-2011",453.29,413.283194108582,1.09680240198905,13979
"666","Eastland","2010-2012",424.05,413.283194108582,1.02605188414361,10140
"667","Eastland","2011-2013",303.41,413.283194108582,0.734145506822339,5547
"668","Eastland","2012-2014",270.51,413.283194108582,0.654539076004453,4122
"669","Eastland","2013-2015",668.97,413.283194108582,1.61867215879154,36744
"670","Eastland","2014-2016",1098.51,413.283194108582,2.65800791239382,57471
"671","Ector","2005-2007",3691.13,3521.52192708431,1.04816328747273,48548
"672","Ector","2006-2008",3769,3521.52192708431,1.0702758858357,2123
"673","Ector","2007-2009",3675.56,3521.52192708431,1.04374190367266,159883
"674","Ector","2008-2010",3737.86,3521.52192708431,1.06143311823556,24479
"675","Ector","2009-2011",3441.94,3521.52192708431,0.977401268902449,4887
"676","Ector","2010-2012",3037.01,3521.52192708431,0.86241405360623,8774
"677","Ector","2011-2013",2678.8,3521.52192708431,0.76069382939153,19406
"678","Ector","2012-2014",2616.5,3521.52192708431,0.743002614828631,535187
"679","Ector","2013-2015",6307.63,3521.52192708431,1.79116590230136,22016
"680","Ector","2014-2016",9936.47,3521.52192708431,2.82164081489251,12530
"681","Edwards","2005-2007",56.79,47.7317443245003,1.18977424361276,1114
"682","Edwards","2006-2008",50.88,47.7317443245003,1.06595727267155,65411
"683","Edwards","2007-2009",43.28,47.7317443245003,0.906734095149855,48239
"684","Edwards","2008-2010",44.12,47.7317443245003,0.924332446349621,14187
"685","Edwards","2009-2011",31.45,47.7317443245003,0.658890649086482,14990
"686","Edwards","2010-2012",31.66,47.7317443245003,0.663290236886424,358484
"687","Edwards","2011-2013",31.66,47.7317443245003,0.663290236886424,10484
"688","Edwards","2012-2014",37.36,47.7317443245003,0.782707620027694,2083
"689","Edwards","2013-2015",70.09,47.7317443245003,1.46841480427572,83909
"690","Edwards","2014-2016",107.03,47.7317443245003,2.24232324870353,28109
"691","El Paso","2005-2007",12438.89,18876.1977525822,0.658972223275126,23574
"692","El Paso","2006-2008",11270.14,18876.1977525822,0.597055622521135,125963
"693","El Paso","2007-2009",10351.83,18876.1977525822,0.548406524220903,9871
"694","El Paso","2008-2010",9683.97,18876.1977525822,0.513025458142135,15804
"695","El Paso","2009-2011",9350.04,18876.1977525822,0.495334925102751,46974
"696","El Paso","2010-2012",9183.07,18876.1977525822,0.486489393699205,121230
"697","El Paso","2011-2013",8849.14,18876.1977525822,0.468798860659821,7191
"698","El Paso","2012-2014",8515.21,18876.1977525822,0.451108327620437,11246
"699","El Paso","2013-2015",19117.49,18876.1977525822,1.0127828840628,130552
"700","El Paso","2014-2016",30220.66,18876.1977525822,1.60099297518039,3735
"701","Ellis","2005-2007",3101.34,3710.27825186921,0.83587800953677,3358
"702","Ellis","2006-2008",2888.02,3710.27825186921,0.778383669350146,12353
"703","Ellis","2007-2009",2805.97,3710.27825186921,0.756269424964657,14791
"704","Ellis","2008-2010",2838.79,3710.27825186921,0.765115122718853,7293
"705","Ellis","2009-2011",3019.29,3710.27825186921,0.813763765151281,889
"706","Ellis","2010-2012",2723.93,3710.27825186921,0.734157875794815,16727
"707","Ellis","2011-2013",2543.43,3710.27825186921,0.685509233362387,90414
"708","Ellis","2012-2014",2362.92,3710.27825186921,0.636857895714312,10266
"709","Ellis","2013-2015",6054.99,3710.27825186921,1.63195037917966,53026
"710","Ellis","2014-2016",9353.24,3710.27825186921,2.52089988002596,10429
"711","Erath","2005-2007",820.32,927.411286221556,0.884526651969198,8403
"712","Erath","2006-2008",898.25,927.411286221556,0.968556252598171,27436
"713","Erath","2007-2009",951.57,927.411286221556,1.02604962235997,66867
"714","Erath","2008-2010",816.22,927.411286221556,0.880105743941753,5851
"715","Erath","2009-2011",771.1,927.411286221556,0.831454190234846,3122
"716","Erath","2010-2012",656.26,927.411286221556,0.707625634656361,17346
"717","Erath","2011-2013",652.15,927.411286221556,0.70319394392641,3348
"718","Erath","2012-2014",586.53,927.411286221556,0.632437850082277,25689
"719","Erath","2013-2015",1386.34,927.411286221556,1.49484917921174,3067
"720","Erath","2014-2016",2280.49,927.411286221556,2.45898452378247,222277
"721","Falls","2005-2007",670.81,390.920951030926,1.71597351902209,8650
"722","Falls","2006-2008",594.74,390.920951030926,1.52138174848794,63420
"723","Falls","2007-2009",456.43,390.920951030926,1.16757620382411,9365
"724","Falls","2008-2010",406.29,390.920951030926,1.03931497897092,1139
"725","Falls","2009-2011",421.85,390.920951030926,1.07911842250334,1084
"726","Falls","2010-2012",409.75,390.920951030926,1.04816587322685,3894
"727","Falls","2011-2013",373.44,390.920951030926,0.955282644778117,7541
"728","Falls","2012-2014",328.49,390.920951030926,0.840297761308814,1983675
"729","Falls","2013-2015",886.93,390.920951030926,2.26882186196726,135371
"730","Falls","2014-2016",1511.06,390.920951030926,3.86538505039209,721
"731","Fannin","2005-2007",810.89,763.956629792464,1.0614346003127,12755
"732","Fannin","2006-2008",638.57,763.956629792464,0.835872057519121,1541
"733","Fannin","2007-2009",452.75,763.956629792464,0.592638354513651,32664
"734","Fannin","2008-2010",398.69,763.956629792464,0.52187517517625,116906
"735","Fannin","2009-2011",385.17,763.956629792464,0.504177835467748,1176584
"736","Fannin","2010-2012",439.23,763.956629792464,0.574941014805148,14481
"737","Fannin","2011-2013",435.85,763.956629792464,0.570516679878022,21456
"738","Fannin","2012-2014",429.09,763.956629792464,0.561668010023771,40506
"739","Fannin","2013-2015",1253.5,763.956629792464,1.64079995004497,3575
"740","Fannin","2014-2016",2074.52,763.956629792464,2.71549446539074,27015
"741","Fayette","2005-2007",516.73,564.437486296779,0.915477820919048,48976
"742","Fayette","2006-2008",486.78,564.437486296779,0.862416143183043,53607
"743","Fayette","2007-2009",419.38,564.437486296779,0.74300522233474,91518
"744","Fayette","2008-2010",416.88,564.437486296779,0.738576033875975,70818
"745","Fayette","2009-2011",434.36,564.437486296779,0.76954491957966,48443
"746","Fayette","2010-2012",416.88,564.437486296779,0.738576033875975,11498
"747","Fayette","2011-2013",376.94,564.437486296779,0.667815319058746,34667
"748","Fayette","2012-2014",327.02,564.437486296779,0.579373283914127,269624
"749","Fayette","2013-2015",823.78,564.437486296779,1.45947074742456,41430
"750","Fayette","2014-2016",1310.56,564.437486296779,2.3218868906076,5599
"751","Fisher","2005-2007",71.3,87.6174842526948,0.813764519811662,131778
"752","Fisher","2006-2008",63.55,87.6174842526948,0.725311854614742,12972
"753","Fisher","2007-2009",44.95,87.6174842526948,0.513025458142135,21839
"754","Fisher","2008-2010",48.44,87.6174842526948,0.552857690598554,508313
"755","Fisher","2009-2011",44.56,87.6174842526948,0.508574291764483,47205
"756","Fisher","2010-2012",37.98,87.6174842526948,0.433475125700518,7777
"757","Fisher","2011-2013",32.55,87.6174842526948,0.371501193827063,63247
"758","Fisher","2012-2014",42.62,87.6174842526948,0.486432592347448,43315
"759","Fisher","2013-2015",121.29,87.6174842526948,1.3843127434496,8481
"760","Fisher","2014-2016",188.71,87.6174842526948,2.15379386442719,18166
"761","Floyd","2005-2007",129.18,134.603066775817,0.959710674461456,14415
"762","Floyd","2006-2008",131.56,134.603066775817,0.977392292399359,12152
"763","Floyd","2007-2009",100.61,134.603066775817,0.74745696669428,57747
"764","Floyd","2008-2010",91.08,134.603066775817,0.676656202430325,17577
"765","Floyd","2009-2011",72.03,134.603066775817,0.53512896641476,87700
"766","Floyd","2010-2012",71.44,134.603066775817,0.530745708186456,24832
"767","Floyd","2011-2013",64.89,134.603066775817,0.482084112601052,8793
"768","Floyd","2012-2014",64.89,134.603066775817,0.482084112601052,1929
"769","Floyd","2013-2015",188.11,134.603066775817,1.39751644970541,48139
"770","Floyd","2014-2016",292.89,134.603066775817,2.17595339404719,29292
"771","Foard","2005-2007",29.41,31.9719026408543,0.919870185092437,7098
"772","Foard","2006-2008",22.48,31.9719026408543,0.703117366911866,21316
"773","Foard","2007-2009",18.24,31.9719026408543,0.570500924042368,80306
"774","Foard","2008-2010",18.66,31.9719026408543,0.583637458477554,3602
"775","Foard","2009-2011",24.46,31.9719026408543,0.765046743534886,32729
"776","Foard","2010-2012",21.07,31.9719026408543,0.65901614416517,336506
"777","Foard","2011-2013",21.07,31.9719026408543,0.65901614416517,1892004
"778","Foard","2012-2014",18.66,31.9719026408543,0.583637458477554,11089
"779","Foard","2013-2015",50.06,31.9719026408543,1.56574979482242,602
"780","Foard","2014-2016",71.69,31.9719026408543,2.2422813182345,17955
"781","Fort Bend","2005-2007",12449.87,16085.9143908481,0.773960975888522,93635
"782","Fort Bend","2006-2008",11738.45,16085.9143908481,0.729734705456251,345995
"783","Fort Bend","2007-2009",11240.45,16085.9143908481,0.698775943156525,214231
"784","Fort Bend","2008-2010",11169.31,16085.9143908481,0.694353440445677,9220
"785","Fort Bend","2009-2011",10457.89,16085.9143908481,0.650127170013406,1591
"786","Fort Bend","2010-2012",9746.47,16085.9143908481,0.605900899581136,7251
"787","Fort Bend","2011-2013",9319.62,16085.9143908481,0.579365261654152,37787
"788","Fort Bend","2012-2014",9461.9,16085.9143908481,0.588210267075849,17596
"789","Fort Bend","2013-2015",24686.31,16085.9143908481,1.5346538219826,45017
"790","Fort Bend","2014-2016",38914.73,16085.9143908481,2.4191804739518,40544
"791","Franklin","2005-2007",308.53,240.558042571463,1.28255948835443,21821
"792","Franklin","2006-2008",258.53,240.558042571463,1.07470944324465,13660
"793","Franklin","2007-2009",212.78,240.558042571463,0.884526651969198,420201
"794","Franklin","2008-2010",202.14,240.558042571463,0.840296162369836,12670
"795","Franklin","2009-2011",222.36,240.558042571463,0.924350720612233,6033
"796","Franklin","2010-2012",235.12,240.558042571463,0.977394052124249,30118
"797","Franklin","2011-2013",250.02,240.558042571463,1.03933336556697,7891
"798","Franklin","2012-2014",257.46,240.558042571463,1.0702614522793,39283
"799","Franklin","2013-2015",470.24,240.558042571463,1.9547881042485,51594
"800","Franklin","2014-2016",674.51,240.558042571463,2.80393867854001,7064
"801","Freestone","2005-2007",777.98,444.214992420243,1.75135916903949,10369
"802","Freestone","2006-2008",770.12,444.214992420243,1.73366503414059,2932
"803","Freestone","2007-2009",669.93,444.214992420243,1.50812109323456,3238
"804","Freestone","2008-2010",554.02,444.214992420243,1.24718888253073,8422
"805","Freestone","2009-2011",451.86,444.214992420243,1.01721015208898,914075
"806","Freestone","2010-2012",361.49,444.214992420243,0.813772623995585,3026
"807","Freestone","2011-2013",332.02,444.214992420243,0.747430873935694,20913
"808","Freestone","2012-2014",335.95,444.214992420243,0.756277941385147,129100
"809","Freestone","2013-2015",776.02,444.214992420243,1.74694689112577,13492
"810","Freestone","2014-2016",1155.18,444.214992420243,2.60049755121088,3858
"811","Frio","2005-2007",515.97,432.095515888773,1.19411098015842,39064
"812","Frio","2006-2008",542.72,432.095515888773,1.25601858858379,75818
"813","Frio","2007-2009",542.72,432.095515888773,1.25601858858379,1498
"814","Frio","2008-2010",550.37,432.095515888773,1.27372300744188,4836
"815","Frio","2009-2011",565.66,432.095515888773,1.30910870212689,3836
"816","Frio","2010-2012",542.72,432.095515888773,1.25601858858379,5895
"817","Frio","2011-2013",527.44,432.095515888773,1.22065603692997,2257
"818","Frio","2012-2014",514.06,432.095515888773,1.18969066120169,7207
"819","Frio","2013-2015",848.48,432.095515888773,1.96363991015914,2552213
"820","Frio","2014-2016",1249.79,432.095515888773,2.8923928947268,13095
"821","Gaines","2005-2007",383.86,449.709456594025,0.853573333563518,18947
"822","Gaines","2006-2008",375.9,449.709456594025,0.835873016429236,5172
"823","Gaines","2007-2009",230.71,449.709456594025,0.513020121363099,781321
"824","Gaines","2008-2010",184.97,449.709456594025,0.411310007578919,20474
"825","Gaines","2009-2011",220.77,449.709456594025,0.490916961524561,2224
"826","Gaines","2010-2012",232.7,449.709456594025,0.51744520064667,10822
"827","Gaines","2011-2013",240.66,449.709456594025,0.535145517780952,3433
"828","Gaines","2012-2014",242.65,449.709456594025,0.539570597064523,11434
"829","Gaines","2013-2015",570.81,449.709456594025,1.26928618384669,18278
"830","Gaines","2014-2016",863.18,449.709456594025,1.91941705326254,155744
"831","Galveston","2005-2007",8382.9,7262.27975799162,1.15430695034507,2111
"832","Galveston","2006-2008",8158.07,7262.27975799162,1.12334835228877,164092
"833","Galveston","2007-2009",7772.65,7262.27975799162,1.07027686332887,834825
"834","Galveston","2008-2010",7323,7262.27975799162,1.00836104419436,41016
"835","Galveston","2009-2011",6937.57,7262.27975799162,0.955288178256381,17289
"836","Galveston","2010-2012",5877.67,7262.27975799162,0.809342272105677,33787
"837","Galveston","2011-2013",5331.65,7262.27975799162,0.734156515264081,24963
"838","Galveston","2012-2014",5042.59,7262.27975799162,0.694353587033189,3875
"839","Galveston","2013-2015",15288.36,7262.27975799162,2.10517365200318,5953
"840","Galveston","2014-2016",25855.31,7262.27975799162,3.56021949878041,1414
"841","Garza","2005-2007",180.61,152.375284226815,1.18529721481048,711421
"842","Garza","2006-2008",165.78,152.375284226815,1.08797171956858,10639
"843","Garza","2007-2009",155,152.375284226815,1.01722533799693,19646
"844","Garza","2008-2010",146.24,152.375284226815,0.959735699539809,19110
"845","Garza","2009-2011",161.74,152.375284226815,1.0614582333395,19889
"846","Garza","2010-2012",140.85,152.375284226815,0.924362508753981,321184
"847","Garza","2011-2013",117.93,152.375284226815,0.773944413612758,6739
"848","Garza","2012-2014",103.78,152.375284226815,0.681081584369813,25939
"849","Garza","2013-2015",238.56,152.375284226815,1.56560823633901,1420
"850","Garza","2014-2016",355.82,152.375284226815,2.33515561139397,7510
"851","Gillespie","2005-2007",337.21,586.505786846619,0.574947438819024,20558
"852","Gillespie","2006-2008",293.11,586.505786846619,0.499756364853486,22962
"853","Gillespie","2007-2009",259.39,586.505786846619,0.442263325984599,126146
"854","Gillespie","2008-2010",251.61,586.505786846619,0.428998324727187,123402
"855","Gillespie","2009-2011",225.67,586.505786846619,0.384770287115712,27358
"856","Gillespie","2010-2012",212.7,586.505786846619,0.362656268309974,150889
"857","Gillespie","2011-2013",181.57,586.505786846619,0.309579213150174,34527
"858","Gillespie","2012-2014",223.08,586.505786846619,0.380354303406625,3102
"859","Gillespie","2013-2015",464.31,586.505786846619,0.791654593037161,8220
"860","Gillespie","2014-2016",689.98,586.505786846619,1.17642488015287,5532
"861","Glasscock","2005-2007",17.04,32.107568422923,0.530715991181519,3990
"862","Glasscock","2006-2008",19.74,32.107568422923,0.614808313727886,55993
"863","Glasscock","2007-2009",20.45,32.107568422923,0.636921480027116,4525519
"864","Glasscock","2008-2010",19.88,32.107568422923,0.619168656378438,66606
"865","Glasscock","2009-2011",17.89,32.107568422923,0.557189500131301,5821
"866","Glasscock","2010-2012",16.76,32.107568422923,0.521995305880414,5806
"867","Glasscock","2011-2013",16.76,32.107568422923,0.521995305880414,194843
"868","Glasscock","2012-2014",17.32,32.107568422923,0.539436676482624,4152
"869","Glasscock","2013-2015",36.49,32.107568422923,1.13649216656183,79687
"870","Glasscock","2014-2016",67.73,32.107568422923,2.10947148372795,839539
"871","Goliad","2005-2007",177.99,169.808337222642,1.04818174956057,35098
"872","Goliad","2006-2008",193.01,169.808337222642,1.13663441475749,23273
"873","Goliad","2007-2009",196.76,169.808337222642,1.15871813609494,55418
"874","Goliad","2008-2010",193.01,169.808337222642,1.13663441475749,35929
"875","Goliad","2009-2011",159.96,169.808337222642,0.942003217370126,22849
"876","Goliad","2010-2012",133.68,169.808337222642,0.787240498237299,36491
"877","Goliad","2011-2013",134.43,169.808337222642,0.791657242504789,3702
"878","Goliad","2012-2014",139.69,169.808337222642,0.822633342300781,90322
"879","Goliad","2013-2015",332.69,169.808337222642,1.9592088671347,21704
"880","Goliad","2014-2016",559.5,169.808337222642,3.29489122354705,1592
"881","Gonzales","2005-2007",460.5,464.836191294684,0.99067157124189,8839
"882","Gonzales","2006-2008",413.22,464.836191294684,0.888958320670085,14756
"883","Gonzales","2007-2009",370.04,464.836191294684,0.796065381590335,35444
"884","Gonzales","2008-2010",347.43,464.836191294684,0.747424590654875,2236
"885","Gonzales","2009-2011",310.43,464.836191294684,0.667826657677785,254574
"886","Gonzales","2010-2012",289.87,464.836191294684,0.623596022488353,5262
"887","Gonzales","2011-2013",259.03,464.836191294684,0.557250069704206,41318
"888","Gonzales","2012-2014",244.64,464.836191294684,0.526292927662576,160173
"889","Gonzales","2013-2015",592.07,464.836191294684,1.27371751831745,19969
"890","Gonzales","2014-2016",842.88,464.836191294684,1.81328393912783,15051
"891","Gray","2005-2007",541.9,519.192947976871,1.04373528591174,114852
"892","Gray","2006-2008",486.79,519.192947976871,0.937589776395971,40306
"893","Gray","2007-2009",417.91,519.192947976871,0.804922334997926,564
"894","Gray","2008-2010",376.58,519.192947976871,0.725318018026654,680
"895","Gray","2009-2011",367.39,519.192947976871,0.707617469442913,50761
"896","Gray","2010-2012",344.43,519.192947976871,0.663394988976898,4432
"897","Gray","2011-2013",355.91,519.192947976871,0.685506229209906,289
"898","Gray","2012-2014",353.61,519.192947976871,0.681076276898415,3631
"899","Gray","2013-2015",1058.55,519.192947976871,2.0388373997082,31540
"900","Gray","2014-2016",1832.37,519.192947976871,3.52926596391603,3753
"901","Grayson","2005-2007",2775.21,2852.28262413947,0.972978615973331,49401
"902","Grayson","2006-2008",2485.08,2852.28262413947,0.871260084455953,13368
"903","Grayson","2007-2009",2094.02,2852.28262413947,0.734155858987419,20473
"904","Grayson","2008-2010",1930.03,2852.28262413947,0.676661556490143,7418
"905","Grayson","2009-2011",1967.88,2852.28262413947,0.689931629967318,19859
"906","Grayson","2010-2012",2068.79,2852.28262413947,0.725310311990613,16850
"907","Grayson","2011-2013",2068.79,2852.28262413947,0.725310311990613,16966
"908","Grayson","2012-2014",2056.18,2852.28262413947,0.720889291474175,79884
"909","Grayson","2013-2015",5487.35,2852.28262413947,1.92384511743661,23480
"910","Grayson","2014-2016",8918.52,2852.28262413947,3.12680094339905,3495
"911","Gregg","2005-2007",2788.89,2790.23813980672,0.999516837008467,12043
"912","Gregg","2006-2008",2838.25,2790.23813980672,1.01720708333397,20195
"913","Gregg","2007-2009",2727.18,2790.23813980672,0.9774004451781,74
"914","Gregg","2008-2010",2529.74,2790.23813980672,0.906639459876079,298042
"915","Gregg","2009-2011",2431.02,2790.23813980672,0.871258967225069,5785
"916","Gregg","2010-2012",2282.94,2790.23813980672,0.818188228248554,8145
"917","Gregg","2011-2013",2208.9,2790.23813980672,0.791652858760296,245720
"918","Gregg","2012-2014",2085.49,2790.23813980672,0.747423659023048,600
"919","Gregg","2013-2015",5355.65,2790.23813980672,1.91942398162867,13979
"920","Gregg","2014-2016",8095.17,2790.23813980672,2.90124698838815,10140
"921","Grimes","2005-2007",443.2,618.590744305864,0.716467234726128,5547
"922","Grimes","2006-2008",454.14,618.590744305864,0.734152594716886,4122
"923","Grimes","2007-2009",424.05,618.590744305864,0.685509771853824,36744
"924","Grimes","2008-2010",350.18,618.590744305864,0.566093177473817,57471
"925","Grimes","2009-2011",336.5,618.590744305864,0.543978394596891,48548
"926","Grimes","2010-2012",341.98,618.590744305864,0.552837240369227,2123
"927","Grimes","2011-2013",415.84,618.590744305864,0.672237668972277,159883
"928","Grimes","2012-2014",434.99,618.590744305864,0.703195131844582,24479
"929","Grimes","2013-2015",1031.4,618.590744305864,1.6673382353261,4887
"930","Grimes","2014-2016",1573.08,618.590744305864,2.54300604152297,8774
"931","Guadalupe","2005-2007",3666.6,3411.74569842706,1.07469909075886,19406
"932","Guadalupe","2006-2008",3379.91,3411.74569842706,0.990668795027209,535187
"933","Guadalupe","2007-2009",3274.29,3411.74569842706,0.959711036349974,22016
"934","Guadalupe","2008-2010",2791.45,3411.74569842706,0.818188178939292,12530
"935","Guadalupe","2009-2011",2474.58,3411.74569842706,0.725311971856775,1114
"936","Guadalupe","2010-2012",2157.71,3411.74569842706,0.632435764774257,65411
"937","Guadalupe","2011-2013",1946.47,3411.74569842706,0.570520247419787,48239
"938","Guadalupe","2012-2014",1871.02,3411.74569842706,0.54840546904261,14187
"939","Guadalupe","2013-2015",4104.18,3411.74569842706,1.20295601219404,14990
"940","Guadalupe","2014-2016",6186.45,3411.74569842706,1.81327992964194,358484
"941","Hale","2005-2007",697.45,780.688742914269,0.893377810721924,10484
"942","Hale","2006-2008",700.9,780.688742914269,0.897796985497163,2083
"943","Hale","2007-2009",680.18,780.688742914269,0.871256318441233,83909
"944","Hale","2008-2010",711.26,780.688742914269,0.911067319025128,28109
"945","Hale","2009-2011",680.18,780.688742914269,0.871256318441233,23574
"946","Hale","2010-2012",618.03,780.688742914269,0.79164712647569,125963
"947","Hale","2011-2013",517.9,780.688742914269,0.663388584375775,9871
"948","Hale","2012-2014",414.32,780.688742914269,0.53071086750062,15804
"949","Hale","2013-2015",1094.51,780.688742914269,1.4019799951441,46974
"950","Hale","2014-2016",1971.49,780.688742914269,2.52532141380768,121230
"951","Hall","2005-2007",60.18,70.139209329512,0.858007961242849,7191
"952","Hall","2006-2008",58.94,70.139209329512,0.840328834091949,11246
"953","Hall","2007-2009",58.63,70.139209329512,0.835909052304224,130552
"954","Hall","2008-2010",68.55,70.139209329512,0.97734206951142,3735
"955","Hall","2009-2011",64.52,70.139209329512,0.919884906270997,3358
"956","Hall","2010-2012",54.28,70.139209329512,0.77388953367002,12353
"957","Hall","2011-2013",35.67,70.139209329512,0.508560052800472,14791
"958","Hall","2012-2014",30.71,70.139209329512,0.437843544196874,7293
"959","Hall","2013-2015",128.73,70.139209329512,1.83535003075427,889
"960","Hall","2014-2016",199.46,70.139209329512,2.84377314638582,16727
"961","Hamilton","2005-2007",510.46,185.862121434103,2.74644449369949,90414
"962","Hamilton","2006-2008",432.37,185.862121434103,2.32629433401412,10266
"963","Hamilton","2007-2009",431.55,185.862121434103,2.32188246141914,53026
"964","Hamilton","2008-2010",408.53,185.862121434103,2.19802720881372,10429
"965","Hamilton","2009-2011",390.45,185.862121434103,2.10075079842684,8403
"966","Hamilton","2010-2012",346.88,185.862121434103,1.86632971432528,27436
"967","Hamilton","2011-2013",270.44,185.862121434103,1.4550571031542,66867
"968","Hamilton","2012-2014",262.22,185.862121434103,1.41083077055574,5851
"969","Hamilton","2013-2015",494.84,185.862121434103,2.66240370109755,3122
"970","Hamilton","2014-2016",652.67,185.862121434103,3.51158156898258,17346
"971","Hansford","2005-2007",65.83,125.083851067331,0.526286962211969,3348
"972","Hansford","2006-2008",56.98,125.083851067331,0.455534423618989,25689
"973","Hansford","2007-2009",52,125.083851067331,0.41572113071582,3067
"974","Hansford","2008-2010",44.81,125.083851067331,0.358239689757228,222277
"975","Hansford","2009-2011",48.13,125.083851067331,0.384781885026008,8650
"976","Hansford","2010-2012",49.23,125.083851067331,0.393575985868073,63420
"977","Hansford","2011-2013",54.21,125.083851067331,0.433389278771242,9365
"978","Hansford","2012-2014",44.26,125.083851067331,0.353842639336196,1139
"979","Hansford","2013-2015",106.21,125.083851067331,0.849110409487062,1084
"980","Hansford","2014-2016",186.43,125.083851067331,1.4904401999875,3894
"981","Hardeman","2005-2007",61.05,90.217745075678,0.676696141638089,7541
"982","Hardeman","2006-2008",69.82,90.217745075678,0.773905399003626,1983675
"983","Hardeman","2007-2009",64.64,90.217745075678,0.716488756682819,135371
"984","Hardeman","2008-2010",79,90.217745075678,0.875659216861737,721
"985","Hardeman","2009-2011",63.04,90.217745075678,0.698753886467898,12755
"986","Hardeman","2010-2012",53.07,90.217745075678,0.588243476441169,1541
"987","Hardeman","2011-2013",49.88,90.217745075678,0.55288457895017,32664
"988","Hardeman","2012-2014",49.08,90.217745075678,0.54401714384271,116906
"989","Hardeman","2013-2015",116.51,90.217745075678,1.2914310804628,1176584
"990","Hardeman","2014-2016",186.33,90.217745075678,2.06533647946642,14481
"991","Hardin","2005-2007",1215.05,1266.05568922868,0.959712918110455,21456
"992","Hardin","2006-2008",1058.27,1266.05568922868,0.835879502776635,40506
"993","Hardin","2007-2009",1007.87,1266.05568922868,0.796070827353594,3575
"994","Hardin","2008-2010",979.88,1266.05568922868,0.773962795109726,27015
"995","Hardin","2009-2011",996.68,1266.05568922868,0.787232353584073,48976
"996","Hardin","2010-2012",800.7,1266.05568922868,0.632436635143444,53607
"997","Hardin","2011-2013",806.3,1266.05568922868,0.636859821301559,91518
"998","Hardin","2012-2014",711.11,1266.05568922868,0.561673555160302,70818
"999","Hardin","2013-2015",2049.34,1266.05568922868,1.61868077165588,48443
"1000","Hardin","2014-2016",3370.78,1266.05568922868,2.66242632822382,11498
"1001","Harris","2005-2007",94583.35,102326.345733618,0.924330379648509,34667
