"","county","year","Y","E","SIR","total_pop"
"1","Anderson","2005-2007",1154.94,1305.71531952009,0.884526651969198,57747
"2","Anderson","2006-2008",981.7,1305.71531952009,0.751848420037544,17577
"3","Anderson","2007-2009",895.08,1305.71531952009,0.685509304071718,87700
"4","Anderson","2008-2010",923.95,1305.71531952009,0.707619789847906,24832
"5","Anderson","2009-2011",918.18,1305.71531952009,0.703200756147573,8793
"6","Anderson","2010-2012",848.88,1305.71531952009,0.650126399920007,1929
"7","Anderson","2011-2013",796.91,1305.71531952009,0.610324462067963,48139
"8","Anderson","2012-2014",895.08,1305.71531952009,0.685509304071718,29292
"9","Anderson","2013-2015",2483.12,1305.71531952009,1.90173153587005,7098
"10","Anderson","2014-2016",4105.81,1305.71531952009,3.14449094578216,21316
"11","Andrews","2005-2007",362.09,397.432908570223,0.911072012890501,80306
"12","Andrews","2006-2008",384.94,397.432908570223,0.968565993653704,3602
"13","Andrews","2007-2009",377.91,397.432908570223,0.950877473532683,32729
"14","Andrews","2008-2010",363.84,397.432908570223,0.915475271811097,336506
"15","Andrews","2009-2011",325.17,397.432908570223,0.818175830405712,1892004
"16","Andrews","2010-2012",291.78,397.432908570223,0.734161650200752,11089
"17","Andrews","2011-2013",253.11,397.432908570223,0.636862208795368,602
"18","Andrews","2012-2014",235.53,397.432908570223,0.592628327753044,17955
"19","Andrews","2013-2015",516.76,397.432908570223,1.30024461703249,93635
"20","Andrews","2014-2016",803.27,397.432908570223,2.02114616751237,345995
"21","Angelina","2005-2007",2850.25,1982.98151457067,1.43735580944995,214231
"22","Angelina","2006-2008",2666.08,1982.98151457067,1.34448051099318,9220
"23","Angelina","2007-2009",2341.59,1982.98151457067,1.18084308037888,1591
"24","Angelina","2008-2010",1990.79,1982.98151457067,1.00393774998504,7251
"25","Angelina","2009-2011",1701.38,1982.98151457067,0.857990852410122,37787
"26","Angelina","2010-2012",1552.29,1982.98151457067,0.78280608699274,17596
"27","Angelina","2011-2013",1429.51,1982.98151457067,0.720889221354896,45017
"28","Angelina","2012-2014",1429.51,1982.98151457067,0.720889221354896,40544
"29","Angelina","2013-2015",3499.23,1982.98151457067,1.76463067067855,21821
"30","Angelina","2014-2016",5577.72,1982.98151457067,2.81279475326205,13660
"31","Aransas","2005-2007",528.92,561.475450054946,0.942018034712363,420201
"32","Aransas","2006-2008",466.84,561.475450054946,0.831452203216213,12670
"33","Aransas","2007-2009",422.14,561.475450054946,0.751840530086737,6033
"34","Aransas","2008-2010",347.65,561.475450054946,0.619172218421979,30118
"35","Aransas","2009-2011",340.2,561.475450054946,0.605903606233733,7891
"36","Aransas","2010-2012",327.78,561.475450054946,0.583783315847422,39283
"37","Aransas","2011-2013",312.88,561.475450054946,0.55724609147093,51594
"38","Aransas","2012-2014",268.19,561.475450054946,0.477652228559156,7064
"39","Aransas","2013-2015",593.48,561.475450054946,1.05700080019869,10369
"40","Aransas","2014-2016",918.78,561.475450054946,1.63636718205593,2932
"41","Archer","2005-2007",137.17,198.818203621663,0.689926764759552,3238
"42","Archer","2006-2008",144.21,198.818203621663,0.725335997273274,8422
"43","Archer","2007-2009",156.52,198.818203621663,0.787251856967013,914075
"44","Archer","2008-2010",159.15,198.818203621663,0.800480021954383,3026
"45","Archer","2009-2011",141.57,198.818203621663,0.712057535080629,20913
"46","Archer","2010-2012",117.83,198.818203621663,0.592651969757367,129100
"47","Archer","2011-2013",102.88,198.818203621663,0.517457647870983,13492
"48","Archer","2012-2014",109.91,198.818203621663,0.55281658317943,3858
"49","Archer","2013-2015",311.27,198.818203621663,1.56560110860032,39064
"50","Archer","2014-2016",497.68,198.818203621663,2.50319131213483,75818
"51","Armstrong","2005-2007",29.32,43.6165489350834,0.672221913834548,1498
"52","Armstrong","2006-2008",28.16,43.6165489350834,0.645626503873836,4836
"53","Armstrong","2007-2009",25.46,43.6165489350834,0.583723394482524,3836
"54","Armstrong","2008-2010",23.15,43.6165489350834,0.530761845336623,5895
"55","Armstrong","2009-2011",22.18,43.6165489350834,0.508522580110855,2257
"56","Armstrong","2010-2012",21.8,43.6165489350834,0.499810290640967,7207
"57","Armstrong","2011-2013",22.38,43.6165489350834,0.513107995621323,2552213
"58","Armstrong","2012-2014",21.6,43.6165489350834,0.4952248751305,13095
"59","Armstrong","2013-2015",58.06,43.6165489350834,1.33114612268874,18947
"60","Armstrong","2014-2016",99.54,43.6165489350834,2.28216129955972,5172
"61","Atascosa","2005-2007",1241.99,1088.46918050077,1.14104287218183,781321
"62","Atascosa","2006-2008",1198.66,1088.46918050077,1.10123467110804,20474
"63","Atascosa","2007-2009",1107.2,1088.46918050077,1.01720840592897,2224
"64","Atascosa","2008-2010",1015.73,1088.46918050077,0.933172953535256,10822
"65","Atascosa","2009-2011",962.78,1088.46918050077,0.884526651969198,3433
"66","Atascosa","2010-2012",880.94,1088.46918050077,0.809338487282396,11434
"67","Atascosa","2011-2013",707.64,1088.46918050077,0.650124057416526,18278
"68","Atascosa","2012-2014",606.55,1088.46918050077,0.557250504530544,155744
"69","Atascosa","2013-2015",1607.84,1088.46918050077,1.47715712011275,2111
"70","Atascosa","2014-2016",2628.39,1088.46918050077,2.41475831110879,164092
"71","Austin","2005-2007",623.92,662.320348059338,0.942021488284552,834825
"72","Austin","2006-2008",600.49,662.320348059338,0.90664585764199,41016
"73","Austin","2007-2009",553.62,662.320348059338,0.835879497922961,17289
"74","Austin","2008-2010",512.61,662.320348059338,0.773960820473048,33787
"75","Austin","2009-2011",489.18,662.320348059338,0.738585189830487,24963
"76","Austin","2010-2012",436.45,662.320348059338,0.65897114784234,3875
"77","Austin","2011-2013",451.1,662.320348059338,0.681090353515132,5953
"78","Austin","2012-2014",436.45,662.320348059338,0.65897114784234,1414
"79","Austin","2013-2015",928.56,662.320348059338,1.40198017880738,711421
"80","Austin","2014-2016",1373.79,662.320348059338,2.07420775161949,10639
"81","Bailey","2005-2007",220.04,160.492620187259,1.37102877218443,19646
"82","Bailey","2006-2008",154.03,160.492620187259,0.959732602161282,19110
"83","Bailey","2007-2009",120.67,160.492620187259,0.751872577438173,19889
"84","Bailey","2008-2010",100.79,160.492620187259,0.628003953592388,321184
"85","Bailey","2009-2011",89.43,160.492620187259,0.557221882823368,6739
"86","Bailey","2010-2012",77.37,160.492620187259,0.482078240792173,25939
"87","Bailey","2011-2013",81.63,160.492620187259,0.508621517330555,1420
"88","Bailey","2012-2014",89.43,160.492620187259,0.557221882823368,7510
"89","Bailey","2013-2015",187.39,160.492620187259,1.16759262688439,20558
"90","Bailey","2014-2016",297.41,160.492620187259,1.85310701297661,22962
"91","Bandera","2005-2007",324,481.975301762695,0.672233616152233,126146
"92","Bandera","2006-2008",311.21,481.975301762695,0.645696986675113,123402
"93","Bandera","2007-2009",289.9,481.975301762695,0.601483102847322,27358
"94","Bandera","2008-2010",306.95,481.975301762695,0.636858359499778,150889
"95","Bandera","2009-2011",298.42,481.975301762695,0.619160357197992,34527
"96","Bandera","2010-2012",313.35,481.975301762695,0.650137048213896,3102
"97","Bandera","2011-2013",287.77,481.975301762695,0.597063789259655,8220
"98","Bandera","2012-2014",277.11,481.975301762695,0.574946473370202,5532
"99","Bandera","2013-2015",567.01,481.975301762695,1.17642957621752,3990
"100","Bandera","2014-2016",824.93,481.975301762695,1.71156073139649,55993
"101","Bastrop","2005-2007",1750.67,1815.79604913469,0.964133610068311,4525519
"102","Bastrop","2006-2008",1790.82,1815.79604913469,0.986245124199611,66606
"103","Bastrop","2007-2009",1606.12,1815.79604913469,0.884526651969198,5821
"104","Bastrop","2008-2010",1501.72,1815.79604913469,0.827031208001385,5806
"105","Bastrop","2009-2011",1453.54,1815.79604913469,0.800497391043825,194843
"106","Bastrop","2010-2012",1381.26,1815.79604913469,0.760691158381051,4152
"107","Bastrop","2011-2013",1333.08,1815.79604913469,0.734157341423492,79687
"108","Bastrop","2012-2014",1268.83,1815.79604913469,0.698773411586978,839539
"109","Bastrop","2013-2015",3019.51,1815.79604913469,1.66291252888172,35098
"110","Bastrop","2014-2016",4842.45,1815.79604913469,2.66684686438637,23273
"111","Baylor","2005-2007",90.77,81.4446911685694,1.11449867017274,55418
"112","Baylor","2006-2008",70.96,81.4446911685694,0.871266119152336,35929
"113","Baylor","2007-2009",70.6,81.4446911685694,0.866845941546715,22849
"114","Baylor","2008-2010",74.2,81.4446911685694,0.911047717602922,36491
"115","Baylor","2009-2011",69.16,81.4446911685694,0.849165231124233,3702
"116","Baylor","2010-2012",58.35,81.4446911685694,0.716437120244346,90322
"117","Baylor","2011-2013",58.35,81.4446911685694,0.716437120244346,21704
"118","Baylor","2012-2014",57.27,81.4446911685694,0.703176587427484,1592
"119","Baylor","2013-2015",130.03,81.4446911685694,1.59654359460792,8839
"120","Baylor","2014-2016",248.54,81.4446911685694,3.05164150583599,14756
"121","Bee","2005-2007",1309.16,740.034230221018,1.7690533039384,35444
"122","Bee","2006-2008",1246.97,740.034230221018,1.68501665068598,2236
"123","Bee","2007-2009",962.23,740.034230221018,1.30025066504372,254574
"124","Bee","2008-2010",972.05,740.034230221018,1.31352032149876,5262
"125","Bee","2009-2011",834.59,740.034230221018,1.12777215690515,41318
"126","Bee","2010-2012",854.23,740.034230221018,1.15431146981522,160173
"127","Bee","2011-2013",798.59,740.034230221018,1.07912575849565,19969
"128","Bee","2012-2014",746.22,740.034230221018,1.00835876169827,15051
"129","Bee","2013-2015",1626.63,740.034230221018,2.19804697346796,114852
"130","Bee","2014-2016",2510.31,740.034230221018,3.39215389975984,40306
"131","Bell","2005-2007",6763.77,7608.72494346769,0.888949206372205,564
"132","Bell","2006-2008",6494.57,7608.72494346769,0.853568771148151,680
"133","Bell","2007-2009",6359.96,7608.72494346769,0.835877239255469,50761
"134","Bell","2008-2010",5855.2,7608.72494346769,0.769537608929714,4432
"135","Bell","2009-2011",5619.65,7608.72494346769,0.738579728108667,289
"136","Bell","2010-2012",5956.16,7608.72494346769,0.782806586419389,3631
"137","Bell","2011-2013",6057.11,7608.72494346769,0.796074249628409,31540
"138","Bell","2012-2014",6427.26,7608.72494346769,0.844722348061483,3753
"139","Bell","2013-2015",16926.25,7608.72494346769,2.22458429313201,49401
"140","Bell","2014-2016",27458.89,7608.72494346769,3.60886879260555,13368
"141","Bexar","2005-2007",35191.27,42780.0337228479,0.822609683479635,20473
"142","Bexar","2006-2008",33488.47,42780.0337228479,0.782806068292427,7418
"143","Bexar","2007-2009",31407.27,42780.0337228479,0.73415720528584,19859
"144","Bexar","2008-2010",30082.86,42780.0337228479,0.703198604164106,16850
"145","Bexar","2009-2011",28947.66,42780.0337228479,0.676662860705967,16966
"146","Bexar","2010-2012",26677.26,42780.0337228479,0.623591373789691,79884
"147","Bexar","2011-2013",23839.25,42780.0337228479,0.557251781390438,23480
"148","Bexar","2012-2014",22514.85,42780.0337228479,0.52629341402261,3495
"149","Bexar","2013-2015",52786.91,42780.0337228479,1.23391464209641,12043
"150","Bexar","2014-2016",80220.97,42780.0337228479,1.87519651152486,20195
"151","Blanco","2005-2007",154.14,250.732976226615,0.614757589207918,74
"152","Blanco","2006-2008",130.85,250.732976226615,0.521869927000494,298042
"153","Blanco","2007-2009",134.18,250.732976226615,0.535150988192023,5785
"154","Blanco","2008-2010",131.96,250.732976226615,0.52629694739767,8145
"155","Blanco","2009-2011",128.63,250.732976226615,0.513015886206141,245720
"156","Blanco","2010-2012",118.65,250.732976226615,0.473212585698193,600
"157","Blanco","2011-2013",108.67,250.732976226615,0.433409285190246,13979
"158","Blanco","2012-2014",121.98,250.732976226615,0.486493646889723,10140
"159","Blanco","2013-2015",258.37,250.732976226615,1.03045879280946,5547
"160","Blanco","2014-2016",391.44,250.732976226615,1.56118276060431,4122
"161","Borden","2005-2007",15.95,13.6118001342251,1.17177741685288,36744
"162","Borden","2006-2008",13.36,13.6118001342251,0.981501334743229,57471
"163","Borden","2007-2009",11.68,13.6118001342251,0.858079011212644,48548
"164","Borden","2008-2010",11.02,13.6118001342251,0.809591669825628,2123
"165","Borden","2009-2011",10.78,13.6118001342251,0.791959909321258,159883
"166","Borden","2010-2012",9.99,13.6118001342251,0.733922030994376,24479
"167","Borden","2011-2013",9.75,13.6118001342251,0.716290270490007,4887
"168","Borden","2012-2014",8.85,13.6118001342251,0.650171168598621,8774
"169","Borden","2013-2015",19.44,13.6118001342251,1.42817260085392,19406
"170","Borden","2014-2016",35.7,13.6118001342251,2.62272437502495,535187
"171","Bosque","2005-2007",427.33,405.979852840551,1.05258917901976,22016
"172","Bosque","2006-2008",368.08,405.979852840551,0.906645976209475,12530
"173","Bosque","2007-2009",393.21,405.979852840551,0.968545599612387,1114
"174","Bosque","2008-2010",310.62,405.979852840551,0.765111859188728,65411
"175","Bosque","2009-2011",289.08,405.979852840551,0.712055039129089,48239
"176","Bosque","2010-2012",237.01,405.979852840551,0.583797443005345,14187
"177","Bosque","2011-2013",222.64,405.979852840551,0.548401597868065,14990
"178","Bosque","2012-2014",240.6,405.979852840551,0.592640246348619,358484
"179","Bosque","2013-2015",540.45,405.979852840551,1.33122369550753,10484
"180","Bosque","2014-2016",888.77,405.979852840551,2.18919730568272,2083
"181","Bowie","2005-2007",2771.6,2117.17758400028,1.30910133422215,83909
"182","Bowie","2006-2008",2603.05,2117.17758400028,1.22949062925638,28109
"183","Bowie","2007-2009",2378.33,2117.17758400028,1.12334932032782,23574
"184","Bowie","2008-2010",2059.97,2117.17758400028,0.972979317166118,125963
"185","Bowie","2009-2011",1853.97,2117.17758400028,0.8756799684687,9871
"186","Bowie","2010-2012",1694.79,2117.17758400028,0.80049496688785,15804
"187","Bowie","2011-2013",1629.25,2117.17758400028,0.769538659540137,46974
"188","Bowie","2012-2014",1666.7,2117.17758400028,0.78722730327178,121230
"189","Bowie","2013-2015",4288.48,2117.17758400028,2.02556461602866,7191
"190","Bowie","2014-2016",6685.54,2117.17758400028,3.15776061985697,11246
"191","Brazoria","2005-2007",6885.3,7823.28037780932,0.880103954797543,130552
"192","Brazoria","2006-2008",6573.9,7823.28037780932,0.84029968025265,3735
"193","Brazoria","2007-2009",6158.71,7823.28037780932,0.787228592428968,3358
"194","Brazoria","2008-2010",5881.92,7823.28037780932,0.751848293291907,12353
"195","Brazoria","2009-2011",5639.72,7823.28037780932,0.720889413090323,14791
"196","Brazoria","2010-2012",5328.32,7823.28037780932,0.681085138545429,7293
"197","Brazoria","2011-2013",5259.12,7823.28037780932,0.67223974420212,889
"198","Brazoria","2012-2014",5397.52,7823.28037780932,0.689930532888739,16727
"199","Brazoria","2013-2015",14739.39,7823.28037780932,1.88404215216524,90414
"200","Brazoria","2014-2016",23631.46,7823.28037780932,3.02065870821024,10266
"201","Brazos","2005-2007",3663.35,4843.96935972621,0.756270266789438,53026
"202","Brazos","2006-2008",3684.77,4843.96935972621,0.760692260078266,10429
"203","Brazos","2007-2009",3834.73,4843.96935972621,0.79165034194534,8403
"204","Brazos","2008-2010",3706.2,4843.96935972621,0.765116317789732,27436
"205","Brazos","2009-2011",3342,4843.96935972621,0.689930045343825,66867
"206","Brazos","2010-2012",3084.93,4843.96935972621,0.636859932609972,5851
"207","Brazos","2011-2013",3063.5,4843.96935972621,0.632435874898506,3122
"208","Brazos","2012-2014",3299.16,4843.96935972621,0.681086058766168,17346
"209","Brazos","2013-2015",7219.58,4843.96935972621,1.49042643828946,3348
"210","Brazos","2014-2016",10775.82,4843.96935972621,2.22458467421212,25689
"211","Brewster","2005-2007",139.22,208.473085112218,0.667808028672189,3067
"212","Brewster","2006-2008",133.69,208.473085112218,0.641281822677668,222277
"213","Brewster","2007-2009",98.65,208.473085112218,0.473202571674411,8650
"214","Brewster","2008-2010",60.85,208.473085112218,0.29188420158528,63420
"215","Brewster","2009-2011",45.18,208.473085112218,0.216718623297008,9365
"216","Brewster","2010-2012",47.94,208.473085112218,0.229957742382881,1139
"217","Brewster","2011-2013",70.07,208.473085112218,0.33611053418374,1084
"218","Brewster","2012-2014",62.7,208.473085112218,0.300758248798637,3894
"219","Brewster","2013-2015",194.54,208.473085112218,0.933166024262949,7541
"220","Brewster","2014-2016",259.08,208.473085112218,1.24275035245217,1983675
"221","Briscoe","2005-2007",27.21,35.9740432118806,0.756378698934063,135371
"222","Briscoe","2006-2008",26.73,35.9740432118806,0.743035745038864,721
"223","Briscoe","2007-2009",18.3,35.9740432118806,0.508700117254441,12755
"224","Briscoe","2008-2010",14,35.9740432118806,0.389169488609955,1541
"225","Briscoe","2009-2011",12.25,35.9740432118806,0.340523302533711,32664
"226","Briscoe","2010-2012",9.55,35.9740432118806,0.265469186873219,116906
"227","Briscoe","2011-2013",10.02,35.9740432118806,0.278534162562268,1176584
"228","Briscoe","2012-2014",13.36,35.9740432118806,0.371378883416357,14481
"229","Briscoe","2013-2015",38.18,35.9740432118806,1.06132079108058,21456
"230","Briscoe","2014-2016",50.91,35.9740432118806,1.41518704750949,40506
"231","Brooks","2005-2007",251.61,163.95209763001,1.53465557096931,3575
"232","Brooks","2006-2008",274.81,163.95209763001,1.67616031738833,27015
"233","Brooks","2007-2009",301.64,163.95209763001,1.8398056771479,48976
"234","Brooks","2008-2010",262.49,163.95209763001,1.60101641756582,53607
"235","Brooks","2009-2011",229.13,163.95209763001,1.3975423511633,91518
"236","Brooks","2010-2012",201.58,163.95209763001,1.22950546479072,70818
"237","Brooks","2011-2013",174.02,163.95209763001,1.06140758499297,48443
"238","Brooks","2012-2014",153.72,163.95209763001,0.937590931876328,11498
"239","Brooks","2013-2015",368.35,163.95209763001,2.24669281652775,34667
"240","Brooks","2014-2016",680.14,163.95209763001,4.14840682023397,269624
"241","Brown","2005-2007",801.08,854.400484504923,0.937593101277536,41430
"242","Brown","2006-2008",797.31,854.400484504923,0.933180650596185,5599
"243","Brown","2007-2009",687.72,854.400484504923,0.804915273893478,131778
"244","Brown","2008-2010",657.49,854.400484504923,0.769533739650181,12972
"245","Brown","2009-2011",532.8,854.400484504923,0.623595151995645,21839
"246","Brown","2010-2012",491.23,854.400484504923,0.574941153368657,508313
"247","Brown","2011-2013",445.89,854.400484504923,0.521874704060319,47205
"248","Brown","2012-2014",442.11,854.400484504923,0.517450549265756,7777
"249","Brown","2013-2015",922,854.400484504923,1.07911923825072,63247
"250","Brown","2014-2016",1371.67,854.400484504923,1.6054180971056,43315
"251","Burleson","2005-2007",316.73,397.862516880108,0.79607901363436,8481
"252","Burleson","2006-2008",327.29,397.862516880108,0.822620845427935,18166
"253","Burleson","2007-2009",279.78,397.862516880108,0.70320773666726,14415
"254","Burleson","2008-2010",290.33,397.862516880108,0.729724434150424,12152
"255","Burleson","2009-2011",302.65,397.862516880108,0.760689904576261,57747
"256","Burleson","2010-2012",341.36,397.862516880108,0.857984820175623,17577
"257","Burleson","2011-2013",314.97,397.862516880108,0.791655375002098,87700
"258","Burleson","2012-2014",288.57,397.862516880108,0.725300795518162,24832
"259","Burleson","2013-2015",716.16,397.862516880108,1.80001877436423,8793
"260","Burleson","2014-2016",1096.23,397.862516880108,2.75529851013922,1929
"261","Burnet","2005-2007",661.75,1017.87775189769,0.650127187440985,48139
"262","Burnet","2006-2008",616.73,1017.87775189769,0.60589790753378,29292
"263","Burnet","2007-2009",436.66,1017.87775189769,0.428990612267443,7098
"264","Burnet","2008-2010",427.66,1017.87775189769,0.420148686030996,21316
"265","Burnet","2009-2011",418.66,1017.87775189769,0.411306759794549,80306
"266","Burnet","2010-2012",468.18,1017.87775189769,0.459957002819978,3602
"267","Burnet","2011-2013",445.67,1017.87775189769,0.437842362866375,32729
"268","Burnet","2012-2014",436.66,1017.87775189769,0.428990612267443,336506
"269","Burnet","2013-2015",1035.39,1017.87775189769,1.01720466732833,1892004
"270","Burnet","2014-2016",1733.15,1017.87775189769,1.70270938407759,11089
"271","Caldwell","2005-2007",697.36,916.738911365485,0.760696411327496,602
"272","Caldwell","2006-2008",596,916.738911365485,0.650130579831346,17955
"273","Caldwell","2007-2009",551.4,916.738911365485,0.601479868656047,93635
"274","Caldwell","2008-2010",620.32,916.738911365485,0.676659398122451,345995
"275","Caldwell","2009-2011",620.32,916.738911365485,0.676659398122451,214231
"276","Caldwell","2010-2012",555.45,916.738911365485,0.605897702294163,9220
"277","Caldwell","2011-2013",498.69,916.738911365485,0.543982581973312,1591
"278","Caldwell","2012-2014",547.34,916.738911365485,0.597051126786726,7251
"279","Caldwell","2013-2015",1394.71,916.738911365485,1.52138191442379,37787
"280","Caldwell","2014-2016",2242.08,916.738911365485,2.44571270206085,17596
"281","Calhoun","2005-2007",373.14,493.393838420142,0.756272111534271,45017
"282","Calhoun","2006-2008",329.5,493.393838420142,0.667823499894255,40544
"283","Calhoun","2007-2009",183.3,493.393838420142,0.37150849022949,21821
"284","Calhoun","2008-2010",170.2,493.393838420142,0.34495769250987,13660
"285","Calhoun","2009-2011",183.3,493.393838420142,0.37150849022949,420201
"286","Calhoun","2010-2012",159.29,493.393838420142,0.322845539599866,12670
"287","Calhoun","2011-2013",157.11,493.393838420142,0.318427162574769,6033
"288","Calhoun","2012-2014",168.02,493.393838420142,0.340539315484773,30118
"289","Calhoun","2013-2015",523.7,493.393838420142,1.06142387524923,7891
"290","Calhoun","2014-2016",916.48,493.393838420142,1.85750191557841,39283
"291","Callahan","2005-2007",228.12,308.865763843048,0.738573279089361,51594
"292","Callahan","2006-2008",225.39,308.865763843048,0.729734487874588,7064
"293","Callahan","2007-2009",189.87,308.865763843048,0.614733072508754,10369
"294","Callahan","2008-2010",168.02,308.865763843048,0.543990366265976,2932
"295","Callahan","2009-2011",155.72,308.865763843048,0.504167241012604,3238
"296","Callahan","2010-2012",169.38,308.865763843048,0.548393573611064,8422
"297","Callahan","2011-2013",174.85,308.865763843048,0.566103532565206,914075
"298","Callahan","2012-2014",172.12,308.865763843048,0.557264741350433,3026
"299","Callahan","2013-2015",513.62,308.865763843048,1.66292305631193,20913
"300","Callahan","2014-2016",816.87,308.865763843048,2.64474116469282,129100
"301","Cameron","2005-2007",10883.21,9501.14954850751,1.14546244582684,13492
"302","Cameron","2006-2008",10967.25,9501.14954850751,1.15430769129645,3858
"303","Cameron","2007-2009",10589.07,9501.14954850751,1.11450408668321,39064
"304","Cameron","2008-2010",9286.44,9501.14954850751,0.977401729400077,75818
"305","Cameron","2009-2011",7899.78,9501.14954850751,0.831455179151552,1498
"306","Cameron","2010-2012",6849.28,9501.14954850751,0.720889610781458,4836
"307","Cameron","2011-2013",6176.95,9501.14954850751,0.650126594520377,3836
"308","Cameron","2012-2014",5798.77,9501.14954850751,0.610322989907143,5895
"309","Cameron","2013-2015",14328.85,9501.14954850751,1.50811751008075,2257
"310","Cameron","2014-2016",22480.75,9501.14954850751,2.36610842564113,7207
"311","Camp","2005-2007",357.29,286.480909801714,1.24716861674063,2552213
"312","Camp","2006-2008",281.27,286.480909801714,0.981810621149867,13095
"313","Camp","2007-2009",155.84,286.480909801714,0.543980400327071,18947
"314","Camp","2008-2010",177.38,286.480909801714,0.619168656378439,5172
"315","Camp","2009-2011",158.38,286.480909801714,0.552846610650677,781321
"316","Camp","2010-2012",148.24,286.480909801714,0.517451582035966,20474
"317","Camp","2011-2013",121.63,286.480909801714,0.424565811677244,2224
"318","Camp","2012-2014",133.04,286.480909801714,0.464393945453757,10822
"319","Camp","2013-2015",376.3,286.480909801714,1.31352556880824,3433
"320","Camp","2014-2016",601.83,286.480909801714,2.10076825159677,11434
"321","Carson","2005-2007",98.34,136.411943870066,0.720904615901301,18278
"322","Carson","2006-2008",101.96,136.411943870066,0.747441881607653,155744
"323","Carson","2007-2009",94.11,136.411943870066,0.689895601001336,2111
"324","Carson","2008-2010",87.48,136.411943870066,0.641292818782243,164092
"325","Carson","2009-2011",75.41,136.411943870066,0.552810830639791,834825
"326","Carson","2010-2012",74.21,136.411943870066,0.544013946980227,41016
"327","Carson","2011-2013",73.6,136.411943870066,0.539542197786615,17289
"328","Carson","2012-2014",65.16,136.411943870066,0.477670782714345,33787
"329","Carson","2013-2015",155.05,136.411943870066,1.13663067617955,24963
"330","Carson","2014-2016",281.14,136.411943870066,2.06096322670827,3875
"331","Cass","2005-2007",858.36,680.997004057461,1.26044607375038,5953
"332","Cass","2006-2008",798.13,680.997004057461,1.17200221916491,1414
"333","Cass","2007-2009",728.86,680.997004057461,1.07028370999779,711421
"334","Cass","2008-2010",647.54,680.997004057461,0.950870556172612,10639
"335","Cass","2009-2011",596.34,680.997004057461,0.875686671816375,19646
"336","Cass","2010-2012",566.22,680.997004057461,0.831457402347432,19110
"337","Cass","2011-2013",584.29,680.997004057461,0.857992027158315,19889
"338","Cass","2012-2014",587.3,680.997004057461,0.862412017234726,321184
"339","Cass","2013-2015",1517.95,680.997004057461,2.22901127458105,6739
"340","Cass","2014-2016",2445.58,680.997004057461,3.59117585749856,25939
"341","Castro","2005-2007",120.73,178.423114384004,0.676649998049938,1420
"342","Castro","2006-2008",121.52,178.423114384004,0.681077675499284,7510
"343","Castro","2007-2009",72.6,178.423114384004,0.406897952939829,20558
"344","Castro","2008-2010",64.71,178.423114384004,0.362677224996368,22962
"345","Castro","2009-2011",56.82,178.423114384004,0.318456497052907,126146
"346","Castro","2010-2012",71.81,178.423114384004,0.402470275490483,123402
"347","Castro","2011-2013",74.96,178.423114384004,0.420124938737873,27358
"348","Castro","2012-2014",86.01,178.423114384004,0.482056376478714,150889
"349","Castro","2013-2015",208.32,178.423114384004,1.16756172942734,34527
"350","Castro","2014-2016",350.36,178.423114384004,1.96364692550962,3102
"351","Chambers","2005-2007",938.86,888.226486167383,1.05700518349897,8220
"352","Chambers","2006-2008",927.08,888.226486167383,1.04374280033043,5532
"353","Chambers","2007-2009",656.03,888.226486167383,0.738584145166297,3990
"354","Chambers","2008-2010",644.24,888.226486167383,0.725310503607968,55993
"355","Chambers","2009-2011",565.68,888.226486167383,0.63686459344492,4525519
"356","Chambers","2010-2012",522.46,888.226486167383,0.5882058327875,66606
"357","Chambers","2011-2013",498.89,888.226486167383,0.561669808060628,5821
"358","Chambers","2012-2014",522.46,888.226486167383,0.5882058327875,5806
"359","Chambers","2013-2015",1453.47,888.226486167383,1.63637318030404,194843
"360","Chambers","2014-2016",2356.98,888.226486167383,2.65357995590759,4152
"361","Cherokee","2005-2007",913.21,1166.59006000865,0.782802829635996,79687
"362","Cherokee","2006-2008",923.53,1166.59006000865,0.79164912479466,839539
"363","Cherokee","2007-2009",897.74,1166.59006000865,0.769541958889433,35098
"364","Cherokee","2008-2010",887.42,1166.59006000865,0.760695663730769,23273
"365","Cherokee","2009-2011",877.1,1166.59006000865,0.751849368572105,55418
"366","Cherokee","2010-2012",830.66,1166.59006000865,0.712041040358117,35929
"367","Cherokee","2011-2013",763.59,1166.59006000865,0.654548693818235,22849
"368","Cherokee","2012-2014",784.23,1166.59006000865,0.672241284135562,36491
"369","Cherokee","2013-2015",1991.53,1166.59006000865,1.70713780981918,3702
"370","Cherokee","2014-2016",3028.57,1166.59006000865,2.59608760936771,90322
"371","Childress","2005-2007",156.11,159.723847422203,0.977374402880178,21704
"372","Childress","2006-2008",147.64,159.723847422203,0.924345377241877,1592
"373","Childress","2007-2009",133.51,159.723847422203,0.835880190433236,8839
"374","Childress","2008-2010",147.64,159.723847422203,0.924345377241877,14756
"375","Childress","2009-2011",138.45,159.723847422203,0.866808571384028,35444
"376","Childress","2010-2012",137.75,159.723847422203,0.862426007281689,2236
"377","Childress","2011-2013",91.13,159.723847422203,0.570547238065919,254574
"378","Childress","2012-2014",79.12,159.723847422203,0.495354959681504,5262
"379","Childress","2013-2015",175.89,159.723847422203,1.10121314280055,41318
"380","Childress","2014-2016",286.09,159.723847422203,1.7911539486259,160173
"381","Clay","2005-2007",201.16,234.453082378372,0.857996823754093,19969
"382","Clay","2006-2008",161.76,234.453082378372,0.689946143420472,15051
