,cnty_fips,display_name,Value,theme_range,dm_prev_adj,ob_prev_adj,ltpia_prev_adj,povpct,perc_aian,perc_api,perc_black,perc_white,perc_hisp,perc_65up,total_pop,year,Y
202,48405,"""San Augustine, (TX)""",25.8,22.3 - 26.1 (49),11.2,31.6,25.5,23.8,1.5,0.0,20.7,68.8,6.9,24.5,8403,2006-2008,216.8
203,48407,"""San Jacinto, (TX)""",35.0,26.2 - 52.6 (50),9.9,29.0,24.5,17.7,0.4,0.0,10.6,74.8,12.5,20.3,27436,2006-2008,960.26
204,48409,"""San Patricio, (TX)""",26.6,26.2 - 52.6 (50),8.8,35.9,30.4,15.8,0.1,1.0,1.4,39.4,56.8,14.1,66867,2006-2008,1778.66
205,48411,"""San Saba, (TX)""",15.3,15.2 - 18.8 (50),9.3,30.0,22.8,20.1,0.0,0.0,2.7,65.3,29.7,21.9,5851,2006-2008,89.52
206,48413,"""Schleicher, (TX)""",13.4,8.4 - 15.1 (51),8.7,28.6,22.9,16.6,0.0,0.1,0.2,47.6,51.8,16.1,3122,2006-2008,41.83
207,48415,"""Scurry, (TX)""",26.1,22.3 - 26.1 (49),8.8,29.2,25.5,15.2,0.1,0.2,4.5,53.6,39.7,14.6,17346,2006-2008,452.73
208,48417,"""Shackelford, (TX)""",24.9,22.3 - 26.1 (49),8.5,29.2,22.2,14.8,0.2,0.1,0.1,85.6,11.6,18.1,3348,2006-2008,83.37
209,48419,"""Shelby, (TX)""",28.8,26.2 - 52.6 (50),10.0,30.6,26.1,21.1,0.1,0.6,18.8,62.1,17.8,16.5,25689,2006-2008,739.84
210,48421,"""Sherman, (TX)""",19.1,18.9 - 22.2 (52),8.5,29.7,24.1,13.1,0.2,0.0,0.2,55.8,43.2,14.0,3067,2006-2008,58.58
211,48423,"""Smith, (TX)""",16.2,15.2 - 18.8 (50),10.2,31.8,27.4,15.7,0.3,1.6,17.4,60.3,18.9,15.6,222277,2006-2008,3600.89
212,48425,"""Somervell, (TX)""",22.8,22.3 - 26.1 (49),8.7,28.0,22.2,10.8,0.3,0.5,0.5,78.6,19.0,18.2,8650,2006-2008,197.22
213,48427,"""Starr, (TX)""",32.3,26.2 - 52.6 (50),9.0,32.1,26.1,39.9,0.0,0.0,0.0,0.6,99.1,11.1,63420,2006-2008,2048.47
214,48429,"""Stephens, (TX)""",26.1,22.3 - 26.1 (49),8.5,29.6,24.8,21.4,0.6,0.4,2.1,72.1,23.2,19.0,9365,2006-2008,244.43
215,48431,"""Sterling, (TX)""",14.4,8.4 - 15.1 (51),8.8,26.9,22.2,12.7,0.0,0.0,0.2,57.4,40.8,16.0,1139,2006-2008,16.4
216,48433,"""Stonewall, (TX)""",17.5,15.2 - 18.8 (50),8.8,27.9,22.0,15.6,0.0,0.0,3.5,72.6,22.6,26.1,1084,2006-2008,18.97
217,48435,"""Sutton, (TX)""",14.6,8.4 - 15.1 (51),8.7,29.4,21.0,14.1,0.0,1.0,0.0,39.2,59.4,16.8,3894,2006-2008,56.85
218,48437,"""Swisher, (TX)""",12.3,8.4 - 15.1 (51),8.8,28.0,27.5,22.2,0.5,0.2,5.6,47.5,43.1,17.6,7541,2006-2008,92.75
219,48439,"""Tarrant, (TX)""",15.9,15.2 - 18.8 (50),10.1,29.3,22.4,13.6,0.2,5.2,15.5,48.3,28.1,10.5,1983675,2006-2008,31540.43
220,48441,"""Taylor, (TX)""",15.5,15.2 - 18.8 (50),9.0,32.1,25.8,16.8,0.4,1.9,7.4,64.5,23.8,13.9,135371,2006-2008,2098.25
221,48443,"""Terrell, (TX)""",25.0,22.3 - 26.1 (49),8.9,28.4,24.3,18.7,0.6,0.0,3.1,33.1,56.3,31.2,721,2006-2008,18.03
222,48445,"""Terry, (TX)""",32.1,26.2 - 52.6 (50),8.8,30.1,24.3,21.8,0.2,0.0,4.6,40.7,53.7,14.9,12755,2006-2008,409.44
223,48447,"""Throckmorton, (TX)""",15.1,8.4 - 15.1 (51),8.6,26.8,22.1,14.9,0.0,0.3,0.1,82.4,15.8,26.3,1541,2006-2008,23.27
224,48449,"""Titus, (TX)""",25.8,22.3 - 26.1 (49),9.7,29.5,26.1,14.9,0.2,0.7,9.0,46.2,42.0,13.4,32664,2006-2008,842.73
225,48451,"""Tom Green, (TX)""",14.2,8.4 - 15.1 (51),10.3,28.7,22.8,13.4,0.1,1.1,4.0,54.3,38.8,14.6,116906,2006-2008,1660.07
226,48453,"""Travis, (TX)""",15.6,15.2 - 18.8 (50),7.9,21.7,16.5,12.2,0.1,6.3,7.8,49.3,33.8,8.9,1176584,2006-2008,18354.71
227,48455,"""Trinity, (TX)""",30.7,26.2 - 52.6 (50),10.5,31.7,25.0,20.1,0.3,0.3,9.5,79.0,9.3,26.1,14481,2006-2008,444.57
228,48457,"""Tyler, (TX)""",20.0,18.9 - 22.2 (52),9.5,29.0,25.9,18.4,0.0,0.3,10.7,79.6,7.2,21.1,21456,2006-2008,429.12
229,48459,"""Upshur, (TX)""",25.0,22.3 - 26.1 (49),10.4,29.3,27.2,15.4,0.7,0.2,8.9,80.7,8.0,17.2,40506,2006-2008,1012.65
230,48461,"""Upton, (TX)""",24.4,22.3 - 26.1 (49),9.0,27.9,22.1,13.6,0.1,0.2,6.6,42.9,49.7,13.5,3575,2006-2008,87.23
231,48463,"""Uvalde, (TX)""",22.7,22.3 - 26.1 (49),8.9,31.5,23.1,25.3,0.3,1.0,0.1,27.1,70.9,16.4,27015,2006-2008,613.24
232,48465,"""Val Verde, (TX)""",23.6,22.3 - 26.1 (49),8.8,27.4,23.3,20.7,0.1,0.6,1.0,15.9,81.3,13.9,48976,2006-2008,1155.83
233,48467,"""Van Zandt, (TX)""",20.3,18.9 - 22.2 (52),8.9,26.5,26.4,14.8,0.5,0.5,2.6,84.3,10.2,19.9,53607,2006-2008,1088.22
234,48469,"""Victoria, (TX)""",17.9,15.2 - 18.8 (50),9.9,31.0,26.5,14.2,0.1,1.0,5.8,45.4,46.0,15.0,91518,2006-2008,1638.17
235,48471,"""Walker, (TX)""",20.6,18.9 - 22.2 (52),9.8,31.9,23.8,22.3,0.3,1.2,22.8,56.9,17.7,12.0,70818,2006-2008,1458.85
236,48473,"""Waller, (TX)""",22.0,18.9 - 22.2 (52),11.3,35.8,29.4,16.5,0.0,0.7,24.8,43.0,29.3,11.4,48443,2006-2008,1065.75
237,48475,"""Ward, (TX)""",16.8,15.2 - 18.8 (50),10.0,31.8,23.8,12.8,0.5,0.2,4.8,41.3,52.1,14.0,11498,2006-2008,193.17
238,48477,"""Washington, (TX)""",17.8,15.2 - 18.8 (50),9.7,28.9,24.7,14.1,0.2,1.8,16.9,64.4,15.4,20.3,34667,2006-2008,617.07
239,48479,"""Webb, (TX)""",27.8,26.2 - 52.6 (50),8.3,33.1,25.4,31.8,0.0,0.5,0.2,3.4,95.4,8.8,269624,2006-2008,7495.55
240,48481,"""Wharton, (TX)""",19.3,18.9 - 22.2 (52),9.3,30.1,24.0,17.4,0.0,0.0,13.8,45.2,40.2,15.9,41430,2006-2008,799.6
241,48483,"""Wheeler, (TX)""",15.6,15.2 - 18.8 (50),9.2,29.6,26.7,13.4,0.1,0.3,2.6,68.3,26.5,18.2,5599,2006-2008,87.34
242,48485,"""Wichita, (TX)""",17.2,15.2 - 18.8 (50),12.3,32.2,27.5,16.8,0.5,2.0,9.8,66.1,18.5,13.9,131778,2006-2008,2266.58
243,48487,"""Wilbarger, (TX)""",20.4,18.9 - 22.2 (52),10.0,28.4,26.4,15.8,0.7,0.9,7.9,59.4,28.6,16.6,12972,2006-2008,264.63
244,48489,"""Willacy, (TX)""",28.2,26.2 - 52.6 (50),10.0,30.8,22.9,38.3,0.0,0.1,0.6,11.0,87.9,13.1,21839,2006-2008,615.86
245,48491,"""Williamson, (TX)""",14.2,8.4 - 15.1 (51),7.8,31.1,17.3,5.8,0.1,6.0,5.9,60.9,24.0,11.2,508313,2006-2008,7218.04
246,48493,"""Wilson, (TX)""",17.8,15.2 - 18.8 (50),9.2,34.5,22.4,10.4,0.1,0.4,1.3,57.6,39.1,14.5,47205,2006-2008,840.25
247,48495,"""Winkler, (TX)""",21.2,18.9 - 22.2 (52),9.0,31.0,22.9,15.0,0.8,0.0,2.3,36.9,59.3,11.2,7777,2006-2008,164.87
248,48497,"""Wise, (TX)""",17.1,15.2 - 18.8 (50),10.1,30.2,23.9,12.0,0.3,0.6,1.1,77.4,18.7,14.6,63247,2006-2008,1081.52
249,48499,"""Wood, (TX)""",21.6,18.9 - 22.2 (52),9.2,29.2,24.6,13.2,0.6,0.1,5.5,83.1,9.6,26.9,43315,2006-2008,935.6
250,48501,"""Yoakum, (TX)""",15.0,8.4 - 15.1 (51),8.6,28.9,22.9,12.2,0.1,0.0,0.0,33.1,65.0,11.1,8481,2006-2008,127.21
251,48503,"""Young, (TX)""",22.3,22.3 - 26.1 (49),10.8,31.5,24.8,14.6,0.5,0.4,1.4,78.7,18.0,19.7,18166,2006-2008,405.1
252,48505,"""Zapata, (TX)""",31.1,26.2 - 52.6 (50),8.6,28.6,21.8,29.1,0.0,0.7,0.0,5.2,94.0,12.7,14415,2006-2008,448.31
253,48507,"""Zavala, (TX)""",29.7,26.2 - 52.6 (50),8.4,27.7,21.1,34.4,0.0,0.0,0.5,5.4,93.5,13.3,12152,2006-2008,360.91
0,48001,"""Anderson, (TX)""",15.5,13.5 - 16.5 (49),10.2,34.3,24.9,20.5,0.2,0.5,20.9,59.6,17.2,14.1,57747,2007-2009,895.08
1,48003,"""Andrews, (TX)""",21.5,20.1 - 24.2 (52),8.8,32.1,24.2,11.7,0.0,0.2,1.5,41.1,55.3,10.2,17577,2007-2009,377.91
2,48005,"""Angelina, (TX)""",26.7,24.3 - 52.5 (48),12.1,40.0,32.4,19.0,0.0,1.0,14.6,61.2,21.5,15.3,87700,2007-2009,2341.59
3,48007,"""Aransas, (TX)""",17.0,16.6 - 20.0 (51),10.2,32.1,22.8,18.8,0.0,2.0,1.5,67.6,27.0,25.9,24832,2007-2009,422.14
4,48009,"""Archer, (TX)""",17.8,16.6 - 20.0 (51),9.0,27.6,21.8,10.5,0.2,0.3,0.8,88.5,8.3,18.7,8793,2007-2009,156.52
5,48011,"""Armstrong, (TX)""",13.2,4.4 - 13.4 (52),8.8,29.3,22.6,10.8,1.3,0.0,1.2,86.6,9.9,20.8,1929,2007-2009,25.46
6,48013,"""Atascosa, (TX)""",23.0,20.1 - 24.2 (52),10.6,33.8,31.5,16.3,0.1,0.3,0.7,34.2,63.5,13.9,48139,2007-2009,1107.2
7,48015,"""Austin, (TX)""",18.9,16.6 - 20.0 (51),8.5,29.5,24.5,14.3,0.0,0.1,8.8,63.2,25.9,18.0,29292,2007-2009,553.62
8,48017,"""Bailey, (TX)""",17.0,16.6 - 20.0 (51),8.6,29.2,23.2,16.6,0.0,1.1,1.5,34.6,62.6,14.3,7098,2007-2009,120.67
9,48019,"""Bandera, (TX)""",13.6,13.5 - 16.5 (49),8.1,28.5,21.1,14.6,0.2,0.2,0.9,78.7,17.9,25.5,21316,2007-2009,289.9
10,48021,"""Bastrop, (TX)""",20.0,16.6 - 20.0 (51),8.7,34.5,18.7,13.2,0.4,0.8,7.7,53.7,35.9,13.8,80306,2007-2009,1606.12
11,48023,"""Baylor, (TX)""",19.6,16.6 - 20.0 (51),9.2,28.7,24.8,17.6,0.0,0.0,3.2,83.8,10.1,23.9,3602,2007-2009,70.6
12,48025,"""Bee, (TX)""",29.4,24.3 - 52.5 (48),8.9,28.6,24.4,27.0,0.4,0.4,8.2,32.2,58.2,11.7,32729,2007-2009,962.23
13,48027,"""Bell, (TX)""",18.9,16.6 - 20.0 (51),10.3,31.4,24.9,12.9,0.2,3.4,20.9,47.2,24.0,10.0,336506,2007-2009,6359.96
14,48029,"""Bexar, (TX)""",16.6,16.6 - 20.0 (51),9.4,27.9,21.0,16.3,0.1,2.7,7.0,28.4,59.7,11.4,1892004,2007-2009,31407.27
15,48031,"""Blanco, (TX)""",12.1,4.4 - 13.4 (52),8.4,28.7,23.9,10.7,0.0,0.5,0.0,77.5,19.1,23.7,11089,2007-2009,134.18
16,48033,"""Borden, (TX)""",19.4,16.6 - 20.0 (51),9.3,28.2,21.6,10.6,0.0,0.0,0.0,92.3,7.6,23.6,602,2007-2009,11.68
17,48035,"""Bosque, (TX)""",21.9,20.1 - 24.2 (52),8.4,28.8,23.5,15.8,0.3,0.3,1.3,78.6,17.5,24.1,17955,2007-2009,393.21
18,48037,"""Bowie, (TX)""",25.4,24.3 - 52.5 (48),11.3,37.7,31.4,19.3,0.8,0.9,23.8,64.4,7.4,15.8,93635,2007-2009,2378.33
19,48039,"""Brazoria, (TX)""",17.8,16.6 - 20.0 (51),10.3,29.5,20.5,9.9,0.3,6.2,12.9,49.0,29.6,11.1,345995,2007-2009,6158.71
20,48041,"""Brazos, (TX)""",17.9,16.6 - 20.0 (51),9.4,29.4,20.4,24.9,0.1,6.0,10.1,56.6,25.0,8.5,214231,2007-2009,3834.73
21,48043,"""Brewster, (TX)""",10.7,4.4 - 13.4 (52),8.9,28.5,25.6,14.9,1.6,1.0,0.1,51.7,44.2,20.2,9220,2007-2009,98.65
22,48045,"""Briscoe, (TX)""",11.5,4.4 - 13.4 (52),8.6,27.2,23.4,15.4,0.0,1.0,1.6,60.5,32.2,23.1,1591,2007-2009,18.3
23,48047,"""Brooks, (TX)""",41.6,24.3 - 52.5 (48),9.1,29.5,22.2,32.2,0.0,0.0,0.0,5.7,94.1,14.8,7251,2007-2009,301.64
24,48049,"""Brown, (TX)""",18.2,16.6 - 20.0 (51),9.9,32.6,27.2,17.1,0.2,0.6,3.6,72.6,21.4,19.2,37787,2007-2009,687.72
25,48051,"""Burleson, (TX)""",15.9,13.5 - 16.5 (49),8.9,30.2,25.7,14.4,0.1,0.3,12.3,65.7,20.1,20.1,17596,2007-2009,279.78
26,48053,"""Burnet, (TX)""",9.7,4.4 - 13.4 (52),8.8,28.8,25.0,11.5,0.6,0.7,1.5,74.1,21.8,21.5,45017,2007-2009,436.66
27,48055,"""Caldwell, (TX)""",13.6,13.5 - 16.5 (49),9.7,28.9,26.8,16.6,0.2,1.0,6.0,41.0,50.6,13.2,40544,2007-2009,551.4
28,48057,"""Calhoun, (TX)""",8.4,4.4 - 13.4 (52),9.6,31.0,22.0,15.7,0.0,5.0,2.5,43.1,48.1,16.5,21821,2007-2009,183.3
29,48059,"""Callahan, (TX)""",13.9,13.5 - 16.5 (49),8.7,27.8,25.1,14.9,0.0,0.2,1.4,86.8,9.1,19.5,13660,2007-2009,189.87
30,48061,"""Cameron, (TX)""",25.2,24.3 - 52.5 (48),8.4,31.3,24.7,29.1,0.1,0.6,0.3,9.3,89.3,12.5,420201,2007-2009,10589.07
31,48063,"""Camp, (TX)""",12.3,4.4 - 13.4 (52),9.8,32.6,25.3,19.2,0.3,0.3,16.8,56.5,23.9,17.8,12670,2007-2009,155.84
32,48065,"""Carson, (TX)""",15.6,13.5 - 16.5 (49),8.8,29.1,22.9,8.6,0.3,0.7,0.6,86.4,9.7,17.4,6033,2007-2009,94.11
33,48067,"""Cass, (TX)""",24.2,20.1 - 24.2 (52),10.6,33.4,26.7,17.4,0.0,0.4,16.9,76.4,4.3,21.0,30118,2007-2009,728.86
34,48069,"""Castro, (TX)""",9.2,4.4 - 13.4 (52),9.3,28.1,22.4,18.1,0.0,1.2,0.6,32.8,63.8,14.5,7891,2007-2009,72.6
35,48071,"""Chambers, (TX)""",16.7,16.6 - 20.0 (51),9.1,27.3,27.2,9.2,0.1,1.2,8.0,68.0,21.3,10.7,39283,2007-2009,656.03
36,48073,"""Cherokee, (TX)""",17.4,16.6 - 20.0 (51),11.2,33.2,28.0,19.4,0.5,0.5,13.5,61.2,22.4,16.8,51594,2007-2009,897.74
37,48075,"""Childress, (TX)""",18.9,16.6 - 20.0 (51),9.2,30.3,23.5,21.5,0.9,4.8,7.2,64.0,21.7,15.2,7064,2007-2009,133.51
38,48077,"""Clay, (TX)""",9.3,4.4 - 13.4 (52),8.5,28.3,23.1,13.3,1.2,0.2,0.5,90.3,5.6,21.4,10369,2007-2009,96.43
39,48079,"""Cochran, (TX)""",26.4,24.3 - 52.5 (48),9.8,27.7,22.2,23.5,0.2,0.0,2.6,37.6,57.0,14.9,2932,2007-2009,77.4
40,48081,"""Coke, (TX)""",15.9,13.5 - 16.5 (49),8.7,28.6,27.3,15.6,0.6,0.1,0.6,76.8,21.0,26.7,3238,2007-2009,51.48
41,48083,"""Coleman, (TX)""",8.2,4.4 - 13.4 (52),8.8,27.8,23.7,20.1,0.7,0.8,2.7,77.3,17.3,22.2,8422,2007-2009,69.06
42,48085,"""Collin, (TX)""",16.5,13.5 - 16.5 (49),8.7,26.5,18.9,6.3,0.3,13.5,9.2,59.1,15.0,10.1,914075,2007-2009,15082.24
43,48087,"""Collingsworth, (TX)""",13.0,4.4 - 13.4 (52),9.2,27.9,22.0,19.7,4.2,0.1,3.4,60.2,31.2,18.4,3026,2007-2009,39.34
44,48089,"""Colorado, (TX)""",16.9,16.6 - 20.0 (51),9.2,27.9,22.5,14.5,0.1,0.0,13.0,56.9,28.9,20.0,20913,2007-2009,353.43
45,48091,"""Comal, (TX)""",14.1,13.5 - 16.5 (49),6.7,27.3,18.8,8.6,0.0,1.0,1.9,68.6,26.7,17.5,129100,2007-2009,1820.31
46,48093,"""Comanche, (TX)""",28.2,24.3 - 52.5 (48),9.5,28.4,23.4,17.1,0.4,0.6,0.6,70.4,27.2,23.8,13492,2007-2009,380.47
47,48095,"""Concho, (TX)""",16.3,13.5 - 16.5 (49),8.7,30.9,23.6,25.8,0.1,0.9,0.6,44.8,53.0,17.3,3858,2007-2009,62.89
48,48097,"""Cooke, (TX)""",21.5,20.1 - 24.2 (52),8.7,28.8,23.4,13.8,0.6,1.0,2.4,76.3,17.3,17.9,39064,2007-2009,839.88
49,48099,"""Coryell, (TX)""",23.1,20.1 - 24.2 (52),10.9,34.5,25.6,14.2,0.6,2.5,13.7,59.4,17.7,9.2,75818,2007-2009,1751.4
50,48101,"""Cottle, (TX)""",12.1,4.4 - 13.4 (52),9.4,27.5,24.3,21.4,0.3,0.0,10.2,53.6,32.7,25.6,1498,2007-2009,18.13
51,48103,"""Crane, (TX)""",20.4,20.1 - 24.2 (52),9.1,30.6,23.5,10.3,0.0,0.0,4.1,32.8,62.7,11.4,4836,2007-2009,98.65
52,48105,"""Crockett, (TX)""",15.3,13.5 - 16.5 (49),8.7,28.0,23.1,16.9,0.0,0.0,0.9,32.9,66.1,14.2,3836,2007-2009,58.69
53,48107,"""Crosby, (TX)""",20.6,20.1 - 24.2 (52),8.6,29.0,22.3,24.1,0.0,0.0,3.6,40.0,55.4,17.2,5895,2007-2009,121.44
54,48109,"""Culberson, (TX)""",12.9,4.4 - 13.4 (52),9.4,29.4,22.7,23.6,0.0,0.2,0.3,17.3,80.6,19.7,2257,2007-2009,29.12
55,48111,"""Dallam, (TX)""",12.2,4.4 - 13.4 (52),9.0,31.7,21.9,11.3,1.1,0.8,1.7,51.2,43.8,10.8,7207,2007-2009,87.93
56,48113,"""Dallas, (TX)""",16.2,13.5 - 16.5 (49),8.9,28.9,23.5,16.3,0.1,6.0,22.0,30.2,39.6,10.0,2552213,2007-2009,41345.85
57,48115,"""Dawson, (TX)""",24.9,24.3 - 52.5 (48),9.7,30.1,24.9,21.4,0.3,0.8,5.6,36.2,56.4,14.4,13095,2007-2009,326.07
58,48117,"""Deaf Smith, (TX)""",16.0,13.5 - 16.5 (49),8.6,29.1,21.6,17.1,0.2,0.6,0.7,25.9,71.6,12.0,18947,2007-2009,303.15
59,48119,"""Delta, (TX)""",21.6,20.1 - 24.2 (52),9.6,31.4,25.3,18.5,0.1,0.7,7.9,81.4,6.9,19.9,5172,2007-2009,111.72
60,48121,"""Denton, (TX)""",18.5,16.6 - 20.0 (51),8.6,24.1,18.2,8.2,0.2,7.8,9.0,60.8,19.1,9.2,781321,2007-2009,14454.44
61,48123,"""DeWitt, (TX)""",26.0,24.3 - 52.5 (48),9.7,29.3,25.1,18.2,0.0,0.0,9.0,55.5,34.4,18.9,20474,2007-2009,532.32
62,48125,"""Dickens, (TX)""",13.5,13.5 - 16.5 (49),8.7,28.0,22.4,21.8,0.3,0.0,3.1,68.7,27.6,22.6,2224,2007-2009,30.02
63,48127,"""Dimmit, (TX)""",30.2,24.3 - 52.5 (48),8.6,29.1,23.1,27.6,0.0,0.1,0.0,13.2,86.5,14.7,10822,2007-2009,326.82
64,48129,"""Donley, (TX)""",16.5,13.5 - 16.5 (49),9.2,28.4,21.5,18.6,0.6,0.4,3.6,81.8,10.6,23.4,3433,2007-2009,56.64
65,48131,"""Duval, (TX)""",27.7,24.3 - 52.5 (48),9.0,26.9,23.3,26.3,0.0,0.2,1.4,8.9,89.3,18.0,11434,2007-2009,316.72
66,48133,"""Eastland, (TX)""",26.3,24.3 - 52.5 (48),8.3,30.5,23.6,20.0,0.4,0.2,2.2,79.8,15.9,21.9,18278,2007-2009,480.71
67,48135,"""Ector, (TX)""",23.6,20.1 - 24.2 (52),8.9,33.1,30.9,13.9,0.1,1.0,4.1,34.4,58.7,9.5,155744,2007-2009,3675.56
68,48137,"""Edwards, (TX)""",20.5,20.1 - 24.2 (52),9.0,29.6,23.5,23.3,0.0,0.0,0.0,43.0,56.8,28.5,2111,2007-2009,43.28
69,48139,"""Ellis, (TX)""",17.1,16.6 - 20.0 (51),10.5,35.1,25.2,9.7,0.2,0.7,8.9,62.5,25.4,12.0,164092,2007-2009,2805.97
70,48141,"""El Paso, (TX)""",12.4,4.4 - 13.4 (52),10.3,29.5,20.9,22.7,0.2,1.1,3.0,12.4,82.1,11.4,834825,2007-2009,10351.83
71,48143,"""Erath, (TX)""",23.2,20.1 - 24.2 (52),8.5,27.4,23.0,19.5,0.4,0.8,1.6,75.3,20.5,13.8,41016,2007-2009,951.57
72,48145,"""Falls, (TX)""",26.4,24.3 - 52.5 (48),10.7,32.0,27.2,25.6,0.2,0.2,24.2,51.5,22.7,17.0,17289,2007-2009,456.43
73,48147,"""Fannin, (TX)""",13.4,4.4 - 13.4 (52),8.9,30.5,24.6,16.1,0.4,0.7,6.4,79.4,10.5,18.8,33787,2007-2009,452.75
74,48149,"""Fayette, (TX)""",16.8,16.6 - 20.0 (51),9.3,26.9,20.9,11.1,0.0,0.7,5.9,71.9,20.4,23.7,24963,2007-2009,419.38
75,48151,"""Fisher, (TX)""",11.6,4.4 - 13.4 (52),9.0,28.2,22.4,15.6,0.0,0.5,2.8,66.4,29.8,23.5,3875,2007-2009,44.95
76,48153,"""Floyd, (TX)""",16.9,16.6 - 20.0 (51),8.9,28.5,22.2,22.8,0.2,0.2,2.5,37.9,57.7,18.5,5953,2007-2009,100.61
77,48155,"""Foard, (TX)""",12.9,4.4 - 13.4 (52),9.0,28.4,22.6,18.0,0.0,0.0,2.1,76.1,21.6,26.6,1414,2007-2009,18.24
78,48157,"""Fort Bend, (TX)""",15.8,13.5 - 16.5 (49),9.1,28.6,21.9,8.3,0.1,19.2,20.2,34.3,24.1,9.7,711421,2007-2009,11240.45
79,48159,"""Franklin, (TX)""",20.0,16.6 - 20.0 (51),9.2,30.8,26.7,15.8,0.5,0.1,4.5,79.5,13.9,20.0,10639,2007-2009,212.78
80,48161,"""Freestone, (TX)""",34.1,24.3 - 52.5 (48),10.0,29.7,27.5,19.1,0.1,0.3,16.1,67.5,14.7,19.0,19646,2007-2009,669.93
81,48163,"""Frio, (TX)""",28.4,24.3 - 52.5 (48),8.8,28.6,22.3,25.8,0.0,0.6,3.5,16.4,78.5,12.3,19110,2007-2009,542.72
82,48165,"""Gaines, (TX)""",11.6,4.4 - 13.4 (52),8.5,30.4,26.6,14.6,0.1,0.4,2.2,56.3,40.5,8.6,19889,2007-2009,230.71
83,48167,"""Galveston, (TX)""",24.2,20.1 - 24.2 (52),9.8,31.3,23.1,12.9,0.2,3.3,12.5,58.0,23.9,13.2,321184,2007-2009,7772.65
84,48169,"""Garza, (TX)""",23.0,20.1 - 24.2 (52),8.7,27.9,23.7,30.0,0.0,0.5,4.4,40.4,53.9,11.3,6739,2007-2009,155.0
85,48171,"""Gillespie, (TX)""",10.0,4.4 - 13.4 (52),9.8,27.1,21.8,9.8,0.0,0.1,0.0,75.6,22.5,28.7,25939,2007-2009,259.39
86,48173,"""Glasscock, (TX)""",14.4,13.5 - 16.5 (49),9.0,28.0,22.5,8.7,0.0,0.0,0.0,59.4,40.5,13.9,1420,2007-2009,20.45
87,48175,"""Goliad, (TX)""",26.2,24.3 - 52.5 (48),9.4,30.1,23.4,14.3,0.0,0.1,5.3,58.6,35.6,21.0,7510,2007-2009,196.76
88,48177,"""Gonzales, (TX)""",18.0,16.6 - 20.0 (51),9.8,29.2,25.8,17.1,0.0,0.1,6.6,42.3,50.0,15.9,20558,2007-2009,370.04
89,48179,"""Gray, (TX)""",18.2,16.6 - 20.0 (51),9.6,31.8,23.5,19.4,0.8,0.7,4.2,64.4,27.9,15.8,22962,2007-2009,417.91
90,48181,"""Grayson, (TX)""",16.6,16.6 - 20.0 (51),9.1,30.5,25.4,13.2,1.2,1.3,5.5,76.3,12.6,17.2,126146,2007-2009,2094.02
91,48183,"""Gregg, (TX)""",22.1,20.1 - 24.2 (52),10.0,31.2,25.9,17.4,0.3,1.4,20.0,58.3,18.1,14.5,123402,2007-2009,2727.18
92,48185,"""Grimes, (TX)""",15.5,13.5 - 16.5 (49),10.5,30.4,28.3,16.7,0.2,0.1,15.5,58.6,23.6,16.0,27358,2007-2009,424.05
93,48187,"""Guadalupe, (TX)""",21.7,20.1 - 24.2 (52),10.2,31.8,22.4,9.8,0.2,1.6,7.0,51.3,37.3,13.1,150889,2007-2009,3274.29
94,48189,"""Hale, (TX)""",19.7,16.6 - 20.0 (51),8.6,31.3,25.5,21.6,0.0,0.2,4.4,34.5,58.7,12.9,34527,2007-2009,680.18
95,48191,"""Hall, (TX)""",18.9,16.6 - 20.0 (51),9.4,29.2,23.9,25.8,0.0,0.4,7.4,56.7,34.1,22.7,3102,2007-2009,58.63
96,48193,"""Hamilton, (TX)""",52.5,24.3 - 52.5 (48),8.9,27.9,22.2,15.1,0.7,0.1,0.6,85.0,12.0,25.4,8220,2007-2009,431.55
97,48195,"""Hansford, (TX)""",9.4,4.4 - 13.4 (52),8.5,30.2,24.2,13.4,0.1,0.0,0.0,53.3,46.4,15.5,5532,2007-2009,52.0
98,48197,"""Hardeman, (TX)""",16.2,13.5 - 16.5 (49),9.0,29.3,24.5,17.8,0.4,0.4,6.9,68.6,21.3,20.0,3990,2007-2009,64.64
99,48199,"""Hardin, (TX)""",18.0,16.6 - 20.0 (51),8.8,30.1,28.3,10.8,0.2,0.5,5.6,87.0,5.3,15.8,55993,2007-2009,1007.87
100,48201,"""Harris, (TX)""",18.5,16.6 - 20.0 (51),10.5,26.9,22.7,16.6,0.1,6.8,18.5,30.6,42.2,9.6,4525519,2007-2009,83722.1
101,48203,"""Harrison, (TX)""",26.8,24.3 - 52.5 (48),11.0,34.9,29.8,17.4,0.3,0.7,21.3,63.8,12.7,15.6,66606,2007-2009,1785.04
102,48205,"""Hartley, (TX)""",16.5,13.5 - 16.5 (49),9.0,29.0,23.8,9.6,0.0,1.3,8.4,59.5,26.2,13.9,5821,2007-2009,96.05
103,48207,"""Haskell, (TX)""",15.9,13.5 - 16.5 (49),8.8,28.1,25.0,24.5,0.5,0.7,3.1,65.8,27.6,21.2,5806,2007-2009,92.32
104,48209,"""Hays, (TX)""",11.9,4.4 - 13.4 (52),9.8,27.5,17.8,12.4,0.2,1.3,3.4,55.2,37.7,10.2,194843,2007-2009,2318.63
