,cnty_fips,display_name,Value,theme_range,dm_prev_adj,ob_prev_adj,ltpia_prev_adj,povpct,perc_aian,perc_api,perc_black,perc_white,perc_hisp,perc_65up,total_pop,year,Y
56,48113,"""Dallas, (TX)""",33.3,32.6 - 37.2 (51),8.9,28.9,23.5,16.3,0.1,6.0,22.0,30.2,39.6,10.0,2552213,2013-2015,84988.69
57,48115,"""Dawson, (TX)""",40.9,37.3 - 42.6 (50),9.7,30.1,24.9,21.4,0.3,0.8,5.6,36.2,56.4,14.4,13095,2013-2015,535.59
58,48117,"""Deaf Smith, (TX)""",26.4,10.3 - 27.0 (51),8.6,29.1,21.6,17.1,0.2,0.6,0.7,25.9,71.6,12.0,18947,2013-2015,500.2
59,48119,"""Delta, (TX)""",36.7,32.6 - 37.2 (51),9.6,31.4,25.3,18.5,0.1,0.7,7.9,81.4,6.9,19.9,5172,2013-2015,189.81
60,48121,"""Denton, (TX)""",32.3,27.1 - 32.5 (50),8.6,24.1,18.2,8.2,0.2,7.8,9.0,60.8,19.1,9.2,781321,2013-2015,25236.67
61,48123,"""DeWitt, (TX)""",42.9,42.7 - 62.1 (50),9.7,29.3,25.1,18.2,0.0,0.0,9.0,55.5,34.4,18.9,20474,2013-2015,878.33
62,48125,"""Dickens, (TX)""",36.9,32.6 - 37.2 (51),8.7,28.0,22.4,21.8,0.3,0.0,3.1,68.7,27.6,22.6,2224,2013-2015,82.07
63,48127,"""Dimmit, (TX)""",44.1,42.7 - 62.1 (50),8.6,29.1,23.1,27.6,0.0,0.1,0.0,13.2,86.5,14.7,10822,2013-2015,477.25
64,48129,"""Donley, (TX)""",23.6,10.3 - 27.0 (51),9.2,28.4,21.5,18.6,0.6,0.4,3.6,81.8,10.6,23.4,3433,2013-2015,81.02
65,48131,"""Duval, (TX)""",42.8,42.7 - 62.1 (50),9.0,26.9,23.3,26.3,0.0,0.2,1.4,8.9,89.3,18.0,11434,2013-2015,489.38
66,48133,"""Eastland, (TX)""",36.6,32.6 - 37.2 (51),8.3,30.5,23.6,20.0,0.4,0.2,2.2,79.8,15.9,21.9,18278,2013-2015,668.97
67,48135,"""Ector, (TX)""",40.5,37.3 - 42.6 (50),8.9,33.1,30.9,13.9,0.1,1.0,4.1,34.4,58.7,9.5,155744,2013-2015,6307.63
68,48137,"""Edwards, (TX)""",33.2,32.6 - 37.2 (51),9.0,29.6,23.5,23.3,0.0,0.0,0.0,43.0,56.8,28.5,2111,2013-2015,70.09
69,48139,"""Ellis, (TX)""",36.9,32.6 - 37.2 (51),10.5,35.1,25.2,9.7,0.2,0.7,8.9,62.5,25.4,12.0,164092,2013-2015,6054.99
70,48141,"""El Paso, (TX)""",22.9,10.3 - 27.0 (51),10.3,29.5,20.9,22.7,0.2,1.1,3.0,12.4,82.1,11.4,834825,2013-2015,19117.49
71,48143,"""Erath, (TX)""",33.8,32.6 - 37.2 (51),8.5,27.4,23.0,19.5,0.4,0.8,1.6,75.3,20.5,13.8,41016,2013-2015,1386.34
72,48145,"""Falls, (TX)""",51.3,42.7 - 62.1 (50),10.7,32.0,27.2,25.6,0.2,0.2,24.2,51.5,22.7,17.0,17289,2013-2015,886.93
73,48147,"""Fannin, (TX)""",37.1,32.6 - 37.2 (51),8.9,30.5,24.6,16.1,0.4,0.7,6.4,79.4,10.5,18.8,33787,2013-2015,1253.5
74,48149,"""Fayette, (TX)""",33.0,32.6 - 37.2 (51),9.3,26.9,20.9,11.1,0.0,0.7,5.9,71.9,20.4,23.7,24963,2013-2015,823.78
75,48151,"""Fisher, (TX)""",31.3,27.1 - 32.5 (50),9.0,28.2,22.4,15.6,0.0,0.5,2.8,66.4,29.8,23.5,3875,2013-2015,121.29
76,48153,"""Floyd, (TX)""",31.6,27.1 - 32.5 (50),8.9,28.5,22.2,22.8,0.2,0.2,2.5,37.9,57.7,18.5,5953,2013-2015,188.11
77,48155,"""Foard, (TX)""",35.4,32.6 - 37.2 (51),9.0,28.4,22.6,18.0,0.0,0.0,2.1,76.1,21.6,26.6,1414,2013-2015,50.06
78,48157,"""Fort Bend, (TX)""",34.7,32.6 - 37.2 (51),9.1,28.6,21.9,8.3,0.1,19.2,20.2,34.3,24.1,9.7,711421,2013-2015,24686.31
79,48159,"""Franklin, (TX)""",44.2,42.7 - 62.1 (50),9.2,30.8,26.7,15.8,0.5,0.1,4.5,79.5,13.9,20.0,10639,2013-2015,470.24
80,48161,"""Freestone, (TX)""",39.5,37.3 - 42.6 (50),10.0,29.7,27.5,19.1,0.1,0.3,16.1,67.5,14.7,19.0,19646,2013-2015,776.02
81,48163,"""Frio, (TX)""",44.4,42.7 - 62.1 (50),8.8,28.6,22.3,25.8,0.0,0.6,3.5,16.4,78.5,12.3,19110,2013-2015,848.48
82,48165,"""Gaines, (TX)""",28.7,27.1 - 32.5 (50),8.5,30.4,26.6,14.6,0.1,0.4,2.2,56.3,40.5,8.6,19889,2013-2015,570.81
83,48167,"""Galveston, (TX)""",47.6,42.7 - 62.1 (50),9.8,31.3,23.1,12.9,0.2,3.3,12.5,58.0,23.9,13.2,321184,2013-2015,15288.36
84,48169,"""Garza, (TX)""",35.4,32.6 - 37.2 (51),8.7,27.9,23.7,30.0,0.0,0.5,4.4,40.4,53.9,11.3,6739,2013-2015,238.56
85,48171,"""Gillespie, (TX)""",17.9,10.3 - 27.0 (51),9.8,27.1,21.8,9.8,0.0,0.1,0.0,75.6,22.5,28.7,25939,2013-2015,464.31
86,48173,"""Glasscock, (TX)""",25.7,10.3 - 27.0 (51),9.0,28.0,22.5,8.7,0.0,0.0,0.0,59.4,40.5,13.9,1420,2013-2015,36.49
87,48175,"""Goliad, (TX)""",44.3,42.7 - 62.1 (50),9.4,30.1,23.4,14.3,0.0,0.1,5.3,58.6,35.6,21.0,7510,2013-2015,332.69
88,48177,"""Gonzales, (TX)""",28.8,27.1 - 32.5 (50),9.8,29.2,25.8,17.1,0.0,0.1,6.6,42.3,50.0,15.9,20558,2013-2015,592.07
89,48179,"""Gray, (TX)""",46.1,42.7 - 62.1 (50),9.6,31.8,23.5,19.4,0.8,0.7,4.2,64.4,27.9,15.8,22962,2013-2015,1058.55
90,48181,"""Grayson, (TX)""",43.5,42.7 - 62.1 (50),9.1,30.5,25.4,13.2,1.2,1.3,5.5,76.3,12.6,17.2,126146,2013-2015,5487.35
91,48183,"""Gregg, (TX)""",43.4,42.7 - 62.1 (50),10.0,31.2,25.9,17.4,0.3,1.4,20.0,58.3,18.1,14.5,123402,2013-2015,5355.65
92,48185,"""Grimes, (TX)""",37.7,37.3 - 42.6 (50),10.5,30.4,28.3,16.7,0.2,0.1,15.5,58.6,23.6,16.0,27358,2013-2015,1031.4
93,48187,"""Guadalupe, (TX)""",27.2,27.1 - 32.5 (50),10.2,31.8,22.4,9.8,0.2,1.6,7.0,51.3,37.3,13.1,150889,2013-2015,4104.18
94,48189,"""Hale, (TX)""",31.7,27.1 - 32.5 (50),8.6,31.3,25.5,21.6,0.0,0.2,4.4,34.5,58.7,12.9,34527,2013-2015,1094.51
95,48191,"""Hall, (TX)""",41.5,37.3 - 42.6 (50),9.4,29.2,23.9,25.8,0.0,0.4,7.4,56.7,34.1,22.7,3102,2013-2015,128.73
96,48193,"""Hamilton, (TX)""",60.2,42.7 - 62.1 (50),8.9,27.9,22.2,15.1,0.7,0.1,0.6,85.0,12.0,25.4,8220,2013-2015,494.84
97,48195,"""Hansford, (TX)""",19.2,10.3 - 27.0 (51),8.5,30.2,24.2,13.4,0.1,0.0,0.0,53.3,46.4,15.5,5532,2013-2015,106.21
98,48197,"""Hardeman, (TX)""",29.2,27.1 - 32.5 (50),9.0,29.3,24.5,17.8,0.4,0.4,6.9,68.6,21.3,20.0,3990,2013-2015,116.51
99,48199,"""Hardin, (TX)""",36.6,32.6 - 37.2 (51),8.8,30.1,28.3,10.8,0.2,0.5,5.6,87.0,5.3,15.8,55993,2013-2015,2049.34
100,48201,"""Harris, (TX)""",37.7,37.3 - 42.6 (50),10.5,26.9,22.7,16.6,0.1,6.8,18.5,30.6,42.2,9.6,4525519,2013-2015,170612.07
101,48203,"""Harrison, (TX)""",47.0,42.7 - 62.1 (50),11.0,34.9,29.8,17.4,0.3,0.7,21.3,63.8,12.7,15.6,66606,2013-2015,3130.48
102,48205,"""Hartley, (TX)""",31.5,27.1 - 32.5 (50),9.0,29.0,23.8,9.6,0.0,1.3,8.4,59.5,26.2,13.9,5821,2013-2015,183.36
103,48207,"""Haskell, (TX)""",27.2,27.1 - 32.5 (50),8.8,28.1,25.0,24.5,0.5,0.7,3.1,65.8,27.6,21.2,5806,2013-2015,157.92
104,48209,"""Hays, (TX)""",30.6,27.1 - 32.5 (50),9.8,27.5,17.8,12.4,0.2,1.3,3.4,55.2,37.7,10.2,194843,2013-2015,5962.2
105,48211,"""Hemphill, (TX)""",29.9,27.1 - 32.5 (50),8.8,28.3,23.0,10.0,0.3,0.3,0.7,61.8,35.1,12.4,4152,2013-2015,124.14
106,48213,"""Henderson, (TX)""",45.0,42.7 - 62.1 (50),8.6,33.3,30.5,16.8,0.8,0.7,6.5,78.9,12.1,21.3,79687,2013-2015,3585.92
107,48215,"""Hidalgo, (TX)""",35.7,32.6 - 37.2 (51),10.1,30.1,20.9,31.2,0.0,0.9,0.4,6.5,91.8,10.4,839539,2013-2015,29971.54
108,48217,"""Hill, (TX)""",40.8,37.3 - 42.6 (50),9.2,29.0,27.2,16.2,0.2,0.4,6.2,71.3,19.9,20.2,35098,2013-2015,1432.0
109,48219,"""Hockley, (TX)""",41.2,37.3 - 42.6 (50),9.1,30.7,28.3,17.1,0.5,0.2,3.6,47.7,46.9,13.5,23273,2013-2015,958.85
110,48221,"""Hood, (TX)""",26.1,10.3 - 27.0 (51),9.1,27.8,25.4,10.3,0.8,0.8,0.6,84.8,11.9,24.0,55418,2013-2015,1446.41
111,48223,"""Hopkins, (TX)""",36.8,32.6 - 37.2 (51),9.8,31.3,27.1,15.3,0.2,0.7,6.6,73.9,16.3,17.6,35929,2013-2015,1322.19
112,48225,"""Houston, (TX)""",39.6,37.3 - 42.6 (50),9.1,27.4,27.6,22.1,0.1,0.3,24.9,61.9,10.6,20.9,22849,2013-2015,904.82
113,48227,"""Howard, (TX)""",44.8,42.7 - 62.1 (50),10.0,36.2,24.1,17.9,0.6,0.8,5.1,50.0,41.1,12.5,36491,2013-2015,1634.8
114,48229,"""Hudspeth, (TX)""",21.7,10.3 - 27.0 (51),9.0,29.4,22.9,21.4,0.0,1.1,1.4,18.4,78.3,16.3,3702,2013-2015,80.33
115,48231,"""Hunt, (TX)""",50.1,42.7 - 62.1 (50),9.9,31.5,24.9,16.3,0.7,1.2,7.7,72.8,15.3,15.6,90322,2013-2015,4525.13
116,48233,"""Hutchinson, (TX)""",29.2,27.1 - 32.5 (50),9.3,30.9,29.8,13.1,1.3,0.8,1.9,71.2,22.5,15.3,21704,2013-2015,633.76
117,48235,"""Irion, (TX)""",32.5,27.1 - 32.5 (50),8.5,28.7,22.0,8.0,0.0,0.0,3.2,72.4,22.8,17.7,1592,2013-2015,51.74
118,48237,"""Jack, (TX)""",42.1,37.3 - 42.6 (50),8.6,28.4,23.2,17.2,0.3,0.1,4.4,77.9,16.2,16.0,8839,2013-2015,372.12
119,48239,"""Jackson, (TX)""",38.5,37.3 - 42.6 (50),9.2,30.9,23.4,13.5,0.0,0.3,7.1,59.3,32.2,16.6,14756,2013-2015,568.11
120,48241,"""Jasper, (TX)""",41.4,37.3 - 42.6 (50),10.6,31.6,22.7,19.2,0.1,0.5,16.7,74.7,6.4,18.4,35444,2013-2015,1467.38
121,48243,"""Jeff Davis, (TX)""",16.8,10.3 - 27.0 (51),8.5,26.5,21.7,13.0,0.1,1.4,0.6,60.8,36.2,31.2,2236,2013-2015,37.56
122,48245,"""Jefferson, (TX)""",39.7,37.3 - 42.6 (50),11.8,34.2,28.6,20.1,0.2,3.6,33.7,41.6,19.5,13.7,254574,2013-2015,10106.59
123,48247,"""Jim Hogg, (TX)""",37.1,32.6 - 37.2 (51),9.0,28.5,21.1,27.9,0.0,0.0,0.0,5.8,93.8,18.6,5262,2013-2015,195.22
124,48249,"""Jim Wells, (TX)""",49.1,42.7 - 62.1 (50),9.0,30.0,23.2,23.2,0.0,0.6,0.5,18.2,80.2,14.3,41318,2013-2015,2028.71
125,48251,"""Johnson, (TX)""",49.7,42.7 - 62.1 (50),8.5,29.2,21.7,11.3,0.4,1.1,2.8,73.6,20.2,13.5,160173,2013-2015,7960.6
126,48253,"""Jones, (TX)""",54.7,42.7 - 62.1 (50),9.4,30.3,25.9,21.3,0.1,0.2,14.4,54.7,27.1,14.7,19969,2013-2015,1092.3
127,48255,"""Karnes, (TX)""",31.4,27.1 - 32.5 (50),9.2,29.9,22.7,21.8,0.0,0.1,8.7,37.7,52.9,14.3,15051,2013-2015,472.6
128,48257,"""Kaufman, (TX)""",40.1,37.3 - 42.6 (50),9.5,30.2,25.4,11.4,0.4,1.1,10.3,66.5,19.8,11.8,114852,2013-2015,4605.57
129,48259,"""Kendall, (TX)""",22.0,10.3 - 27.0 (51),7.3,25.9,18.9,7.4,0.0,0.7,0.6,73.5,23.0,18.6,40306,2013-2015,886.73
130,48261,"""Kenedy, (TX)""",39.4,37.3 - 42.6 (50),8.8,27.1,21.5,16.2,0.0,0.1,0.0,11.3,88.4,14.7,564,2013-2015,22.22
131,48263,"""Kent, (TX)""",30.6,27.1 - 32.5 (50),8.6,27.6,21.9,11.5,0.5,0.0,0.7,77.0,21.6,27.9,680,2013-2015,20.81
132,48265,"""Kerr, (TX)""",22.3,10.3 - 27.0 (51),10.1,28.8,21.7,14.8,0.1,1.0,1.4,69.8,26.1,26.7,50761,2013-2015,1131.97
133,48267,"""Kimble, (TX)""",15.3,10.3 - 27.0 (51),8.7,31.4,23.6,19.4,0.4,0.0,0.0,74.3,23.6,30.1,4432,2013-2015,67.81
134,48269,"""King, (TX)""",-1.0,,8.7,28.3,21.2,10.7,0.0,0.0,0.0,73.3,26.6,7.3,289,2013-2015,-0.29
135,48271,"""Kinney, (TX)""",33.4,32.6 - 37.2 (51),8.6,28.9,20.8,20.0,0.0,0.0,0.1,38.0,61.8,17.6,3631,2013-2015,121.28
136,48273,"""Kleberg, (TX)""",57.8,42.7 - 62.1 (50),9.3,28.5,22.7,22.9,0.1,2.0,3.4,20.9,72.3,12.7,31540,2013-2015,1823.01
137,48275,"""Knox, (TX)""",27.3,27.1 - 32.5 (50),9.2,29.0,22.3,21.1,0.1,0.1,5.9,59.3,33.4,18.4,3753,2013-2015,102.46
138,48277,"""Lamar, (TX)""",49.5,42.7 - 62.1 (50),10.5,34.6,31.6,19.9,0.3,1.1,12.3,74.9,7.4,18.4,49401,2013-2015,2445.35
139,48279,"""Lamb, (TX)""",35.9,32.6 - 37.2 (51),9.5,32.3,22.9,21.5,0.2,0.5,3.6,39.7,54.9,16.0,13368,2013-2015,479.91
140,48281,"""Lampasas, (TX)""",38.6,37.3 - 42.6 (50),8.1,29.1,24.7,13.6,0.4,2.1,3.0,72.8,19.2,17.7,20473,2013-2015,790.26
141,48283,"""La Salle, (TX)""",47.5,42.7 - 62.1 (50),8.8,28.5,20.7,26.2,0.0,0.1,1.2,17.6,79.9,15.7,7418,2013-2015,352.36
142,48285,"""Lavaca, (TX)""",20.5,10.3 - 27.0 (51),9.1,31.2,25.2,12.5,0.0,0.3,6.6,74.2,18.0,22.5,19859,2013-2015,407.11
143,48287,"""Lee, (TX)""",37.8,37.3 - 42.6 (50),9.5,31.1,26.4,12.7,0.0,0.8,10.9,63.6,23.2,17.3,16850,2013-2015,636.93
144,48289,"""Leon, (TX)""",36.7,32.6 - 37.2 (51),10.2,30.0,26.0,18.0,0.5,0.9,7.1,76.5,14.1,23.5,16966,2013-2015,622.65
145,48291,"""Liberty, (TX)""",62.1,42.7 - 62.1 (50),10.1,28.2,25.2,15.9,0.3,0.5,9.9,65.8,21.8,12.8,79884,2013-2015,4960.8
146,48293,"""Limestone, (TX)""",38.5,37.3 - 42.6 (50),10.3,33.9,27.7,21.1,0.2,0.6,17.6,59.2,21.2,17.8,23480,2013-2015,903.98
147,48295,"""Lipscomb, (TX)""",22.8,10.3 - 27.0 (51),8.6,28.2,24.1,12.4,0.6,0.7,0.3,66.0,29.9,14.9,3495,2013-2015,79.69
148,48297,"""Live Oak, (TX)""",38.4,37.3 - 42.6 (50),9.4,28.9,23.8,17.2,0.0,0.6,2.4,57.6,38.7,19.8,12043,2013-2015,462.45
149,48299,"""Llano, (TX)""",27.6,27.1 - 32.5 (50),8.4,28.4,23.9,13.4,0.1,0.3,0.7,87.1,9.8,35.5,20195,2013-2015,557.38
150,48301,"""Loving, (TX)""",-1.0,,9.0,27.9,21.6,13.3,5.4,0.0,0.0,74.3,16.2,24.3,74,2013-2015,-0.07
151,48303,"""Lubbock, (TX)""",37.4,37.3 - 42.6 (50),8.5,32.4,27.1,18.9,0.3,2.1,6.8,54.5,34.4,11.8,298042,2013-2015,11146.77
152,48305,"""Lynn, (TX)""",32.6,32.6 - 37.2 (51),9.1,27.9,22.9,17.9,0.4,0.2,1.3,49.3,47.1,16.8,5785,2013-2015,188.59
153,48307,"""McCulloch, (TX)""",20.2,10.3 - 27.0 (51),8.7,28.5,24.4,18.4,0.0,0.0,1.9,62.2,31.5,21.3,8145,2013-2015,164.53
154,48309,"""McLennan, (TX)""",37.2,32.6 - 37.2 (51),9.6,30.6,23.6,18.5,0.1,1.5,14.1,56.7,25.6,13.6,245720,2013-2015,9140.78
155,48311,"""McMullen, (TX)""",32.9,32.6 - 37.2 (51),8.8,31.3,26.7,12.0,0.8,0.0,0.0,48.6,50.5,26.5,600,2013-2015,19.74
156,48313,"""Madison, (TX)""",37.4,37.3 - 42.6 (50),9.7,29.5,23.7,17.3,0.1,1.2,17.3,55.7,22.4,15.0,13979,2013-2015,522.81
157,48315,"""Marion, (TX)""",45.2,42.7 - 62.1 (50),10.5,31.3,25.1,22.6,0.3,0.1,23.6,70.8,3.8,24.5,10140,2013-2015,458.33
158,48317,"""Martin, (TX)""",24.6,10.3 - 27.0 (51),8.5,29.6,25.1,13.0,0.4,0.0,0.6,53.6,45.0,12.1,5547,2013-2015,136.46
159,48319,"""Mason, (TX)""",22.7,10.3 - 27.0 (51),8.9,27.9,21.9,13.2,0.2,2.4,0.0,71.8,24.2,25.9,4122,2013-2015,93.57
160,48321,"""Matagorda, (TX)""",46.9,42.7 - 62.1 (50),10.1,30.8,24.4,17.4,0.4,2.1,10.1,44.9,41.4,15.7,36744,2013-2015,1723.29
161,48323,"""Maverick, (TX)""",41.3,37.3 - 42.6 (50),9.6,30.4,24.9,24.3,1.1,0.4,0.2,2.6,95.2,11.2,57471,2013-2015,2373.55
162,48325,"""Medina, (TX)""",33.1,32.6 - 37.2 (51),10.6,31.6,20.7,14.4,0.3,0.6,2.3,44.5,51.2,15.9,48548,2013-2015,1606.94
163,48327,"""Menard, (TX)""",30.6,27.1 - 32.5 (50),9.1,28.5,23.1,21.4,0.5,0.0,0.6,58.9,37.3,27.2,2123,2013-2015,64.96
164,48329,"""Midland, (TX)""",28.9,27.1 - 32.5 (50),8.2,32.7,25.6,9.7,0.3,1.8,5.8,47.3,43.2,10.2,159883,2013-2015,4620.62
165,48331,"""Milam, (TX)""",40.3,37.3 - 42.6 (50),9.0,31.5,21.7,16.3,0.1,0.4,8.4,62.9,25.7,19.6,24479,2013-2015,986.5
166,48333,"""Mills, (TX)""",30.5,27.1 - 32.5 (50),8.5,28.1,23.6,15.8,0.0,0.0,0.2,81.2,18.2,27.5,4887,2013-2015,149.05
167,48335,"""Mitchell, (TX)""",31.4,27.1 - 32.5 (50),9.3,30.6,22.8,21.6,0.3,0.3,10.2,48.6,39.2,14.4,8774,2013-2015,275.5
168,48337,"""Montague, (TX)""",37.9,37.3 - 42.6 (50),8.8,27.6,24.1,16.5,0.2,0.0,0.2,86.3,10.6,22.1,19406,2013-2015,735.49
169,48339,"""Montgomery, (TX)""",42.9,42.7 - 62.1 (50),8.1,23.4,21.3,10.9,0.1,2.8,4.4,67.8,22.9,12.3,535187,2013-2015,22959.52
170,48341,"""Moore, (TX)""",39.9,37.3 - 42.6 (50),9.0,30.4,22.9,11.8,0.2,7.8,3.1,33.6,54.1,9.8,22016,2013-2015,878.44
171,48343,"""Morris, (TX)""",42.1,37.3 - 42.6 (50),9.9,31.5,25.6,20.0,0.3,0.1,23.5,65.1,9.1,20.8,12530,2013-2015,527.51
172,48345,"""Motley, (TX)""",24.3,10.3 - 27.0 (51),8.7,27.7,21.2,18.2,0.0,0.0,3.5,76.4,16.3,28.8,1114,2013-2015,27.07
173,48347,"""Nacogdoches, (TX)""",34.4,32.6 - 37.2 (51),12.7,33.9,27.5,25.4,0.2,1.6,17.1,59.9,18.9,13.2,65411,2013-2015,2250.14
174,48349,"""Navarro, (TX)""",40.7,37.3 - 42.6 (50),9.0,27.3,25.8,17.8,0.3,1.6,13.1,57.2,26.2,16.4,48239,2013-2015,1963.33
175,48351,"""Newton, (TX)""",46.3,42.7 - 62.1 (50),10.0,30.7,24.9,22.8,0.1,0.0,21.3,73.6,3.4,19.1,14187,2013-2015,656.86
176,48353,"""Nolan, (TX)""",59.1,42.7 - 62.1 (50),9.6,31.3,27.2,18.4,0.3,0.2,4.8,57.0,36.3,17.5,14990,2013-2015,885.91
177,48355,"""Nueces, (TX)""",37.8,37.3 - 42.6 (50),11.3,33.8,22.5,15.1,0.2,1.9,3.6,30.3,62.9,13.3,358484,2013-2015,13550.7
178,48357,"""Ochiltree, (TX)""",20.5,10.3 - 27.0 (51),9.6,30.0,26.4,11.4,0.6,0.1,0.1,44.4,52.9,10.1,10484,2013-2015,214.92
179,48359,"""Oldham, (TX)""",29.9,27.1 - 32.5 (50),8.7,28.2,21.8,14.3,0.0,0.0,5.6,75.8,15.4,13.8,2083,2013-2015,62.28
180,48361,"""Orange, (TX)""",35.4,32.6 - 37.2 (51),10.3,33.8,30.6,14.0,0.2,1.1,8.2,81.3,7.0,15.0,83909,2013-2015,2970.38
181,48363,"""Palo Pinto, (TX)""",39.7,37.3 - 42.6 (50),9.2,29.8,25.5,16.4,0.6,0.7,2.4,75.4,19.7,18.7,28109,2013-2015,1115.93
182,48365,"""Panola, (TX)""",47.2,42.7 - 62.1 (50),10.2,33.8,25.5,15.6,0.0,0.6,16.3,73.4,8.5,17.3,23574,2013-2015,1112.69
183,48367,"""Parker, (TX)""",29.3,27.1 - 32.5 (50),7.7,30.4,23.5,9.3,0.4,0.5,1.3,84.4,11.4,14.8,125963,2013-2015,3690.72
184,48369,"""Parmer, (TX)""",24.7,10.3 - 27.0 (51),9.2,31.4,23.1,15.5,0.1,0.2,1.6,35.1,62.4,13.1,9871,2013-2015,243.81
185,48371,"""Pecos, (TX)""",50.8,42.7 - 62.1 (50),9.5,32.3,23.0,17.1,0.5,0.4,4.1,25.9,68.4,12.5,15804,2013-2015,802.84
186,48373,"""Polk, (TX)""",32.1,27.1 - 32.5 (50),9.8,33.5,25.3,20.3,1.4,0.7,10.4,70.9,14.7,18.8,46974,2013-2015,1507.87
187,48375,"""Potter, (TX)""",32.5,27.1 - 32.5 (50),9.6,34.4,27.0,22.0,0.2,5.3,9.3,45.1,37.5,11.6,121230,2013-2015,3939.98
188,48377,"""Presidio, (TX)""",16.8,10.3 - 27.0 (51),9.5,27.7,24.0,24.1,0.0,4.9,0.0,13.6,81.4,21.9,7191,2013-2015,120.81
189,48379,"""Rains, (TX)""",46.7,42.7 - 62.1 (50),10.2,30.1,21.8,14.8,0.9,0.0,1.5,85.8,8.6,23.5,11246,2013-2015,525.19
190,48381,"""Randall, (TX)""",27.4,27.1 - 32.5 (50),8.2,26.3,25.5,9.1,0.3,1.5,2.7,73.4,20.1,13.9,130552,2013-2015,3577.12
191,48383,"""Reagan, (TX)""",30.1,27.1 - 32.5 (50),8.7,28.6,21.7,11.8,0.0,0.0,0.7,28.8,70.1,11.1,3735,2013-2015,112.42
192,48385,"""Real, (TX)""",27.0,10.3 - 27.0 (51),8.9,28.4,24.0,18.4,0.0,0.0,0.2,79.9,19.7,34.1,3358,2013-2015,90.67
193,48387,"""Red River, (TX)""",46.2,42.7 - 62.1 (50),11.5,38.2,35.0,17.1,0.2,0.0,17.6,73.1,7.2,23.3,12353,2013-2015,570.71
194,48389,"""Reeves, (TX)""",18.8,10.3 - 27.0 (51),8.9,29.8,22.8,25.0,0.3,1.1,4.4,18.2,75.0,12.8,14791,2013-2015,278.07
195,48391,"""Refugio, (TX)""",29.9,27.1 - 32.5 (50),9.4,28.3,23.2,15.7,0.1,0.0,4.9,42.2,49.7,21.1,7293,2013-2015,218.06
196,48393,"""Roberts, (TX)""",34.8,32.6 - 37.2 (51),8.6,26.9,20.8,6.6,0.0,0.4,0.0,90.5,7.4,20.7,889,2013-2015,30.94
197,48395,"""Robertson, (TX)""",42.4,37.3 - 42.6 (50),9.9,31.8,28.7,18.7,0.2,0.3,19.7,57.8,20.2,18.1,16727,2013-2015,709.22
198,48397,"""Rockwall, (TX)""",28.7,27.1 - 32.5 (50),8.9,24.9,24.2,5.2,0.2,2.4,6.0,72.2,17.0,11.7,90414,2013-2015,2594.88
199,48399,"""Runnels, (TX)""",25.4,10.3 - 27.0 (51),9.8,30.1,22.9,17.2,0.3,1.0,1.3,62.2,33.8,20.4,10266,2013-2015,260.76
200,48401,"""Rusk, (TX)""",45.8,42.7 - 62.1 (50),13.0,35.5,27.3,15.6,0.1,0.4,17.0,64.6,16.1,15.9,53026,2013-2015,2428.59
201,48403,"""Sabine, (TX)""",35.1,32.6 - 37.2 (51),9.0,33.8,25.0,17.5,0.0,0.0,7.5,86.0,4.0,29.9,10429,2013-2015,366.06
202,48405,"""San Augustine, (TX)""",36.7,32.6 - 37.2 (51),11.2,31.6,25.5,23.8,1.5,0.0,20.7,68.8,6.9,24.5,8403,2013-2015,308.39
203,48407,"""San Jacinto, (TX)""",53.8,42.7 - 62.1 (50),9.9,29.0,24.5,17.7,0.4,0.0,10.6,74.8,12.5,20.3,27436,2013-2015,1476.06
204,48409,"""San Patricio, (TX)""",39.3,37.3 - 42.6 (50),8.8,35.9,30.4,15.8,0.1,1.0,1.4,39.4,56.8,14.1,66867,2013-2015,2627.87
205,48411,"""San Saba, (TX)""",22.8,10.3 - 27.0 (51),9.3,30.0,22.8,20.1,0.0,0.0,2.7,65.3,29.7,21.9,5851,2013-2015,133.4
206,48413,"""Schleicher, (TX)""",24.3,10.3 - 27.0 (51),8.7,28.6,22.9,16.6,0.0,0.1,0.2,47.6,51.8,16.1,3122,2013-2015,75.86
207,48415,"""Scurry, (TX)""",29.2,27.1 - 32.5 (50),8.8,29.2,25.5,15.2,0.1,0.2,4.5,53.6,39.7,14.6,17346,2013-2015,506.5
208,48417,"""Shackelford, (TX)""",25.4,10.3 - 27.0 (51),8.5,29.2,22.2,14.8,0.2,0.1,0.1,85.6,11.6,18.1,3348,2013-2015,85.04
209,48419,"""Shelby, (TX)""",42.6,37.3 - 42.6 (50),10.0,30.6,26.1,21.1,0.1,0.6,18.8,62.1,17.8,16.5,25689,2013-2015,1094.35
210,48421,"""Sherman, (TX)""",32.8,32.6 - 37.2 (51),8.5,29.7,24.1,13.1,0.2,0.0,0.2,55.8,43.2,14.0,3067,2013-2015,100.6
211,48423,"""Smith, (TX)""",37.9,37.3 - 42.6 (50),10.2,31.8,27.4,15.7,0.3,1.6,17.4,60.3,18.9,15.6,222277,2013-2015,8424.3
212,48425,"""Somervell, (TX)""",33.9,32.6 - 37.2 (51),8.7,28.0,22.2,10.8,0.3,0.5,0.5,78.6,19.0,18.2,8650,2013-2015,293.24
